symbol,informed_total,informed_chg,uninformed_total,uninformed_chg,net_total,net_chg
Y,151490.0,38510.0,-36589.0,-3120.0,188079.0,41630.0
HC,110420.0,-4578.0,25955.0,2140.0,84465.0,-6718.0
M,106392.0,29822.0,39177.0,-11095.0,67215.0,40917.0
AU,50471.0,-531.0,-3427.0,82.0,53898.0,-613.0
AG,19367.0,4593.0,-8324.0,-62.0,27691.0,4655.0
AO,9661.0,2571.0,-17322.0,-1233.0,26983.0,3804.0
OI,14728.0,4297.0,-9755.0,-2090.0,24483.0,6387.0
ZN,17427.0,-114.0,-1434.0,-735.0,18861.0,621.0
P,-9497.0,40890.0,-26757.0,-5129.0,17260.0,46019.0
PR,11483.0,1685.0,-3761.0,-181.0,15244.0,1866.0
EB,15866.0,958.0,2535.0,4896.0,13331.0,-3938.0
CU,9795.0,1519.0,1361.0,-952.0,8434.0,2471.0
CS,13515.0,8618.0,7002.0,-893.0,6513.0,9511.0
AL,-744.0,1009.0,-2176.0,-1675.0,1432.0,2684.0
EC,-62.0,121.0,-1106.0,458.0,1044.0,-337.0
RS,4.0,0.0,6.0,1.0,-2.0,-1.0
CY,-793.0,-9.0,205.0,-5.0,-998.0,-4.0
LU,-1267.0,505.0,833.0,168.0,-2100.0,337.0
J,-3114.0,477.0,-485.0,8.0,-2629.0,469.0
SN,-2044.0,-1185.0,2057.0,418.0,-4101.0,-1603.0
PG,-4620.0,3019.0,1500.0,15.0,-6120.0,3004.0
BR,-7253.0,333.0,-723.0,-631.0,-6530.0,964.0
LH,-1218.0,-379.0,5623.0,524.0,-6841.0,-903.0
PX,-2448.0,2479.0,4915.0,376.0,-7363.0,2103.0
A,-3655.0,-13914.0,4033.0,8340.0,-7688.0,-22254.0
PF,-12846.0,725.0,-4522.0,1087.0,-8324.0,-362.0
JD,234.0,819.0,8973.0,265.0,-8739.0,554.0
B,-9393.0,630.0,285.0,-948.0,-9678.0,1578.0
PB,-6271.0,-419.0,3467.0,-70.0,-9738.0,-349.0
NR,-14679.0,-1046.0,-4433.0,-665.0,-10246.0,-381.0
PK,-4244.0,4751.0,6241.0,-98.0,-10485.0,4849.0
SH,-6129.0,-494.0,5236.0,1408.0,-11365.0,-1902.0
SS,-10085.0,1436.0,2515.0,-124.0,-12600.0,1560.0
RU,-9588.0,-909.0,3345.0,-273.0,-12933.0,-636.0
CF,-2637.0,4545.0,10413.0,-294.0,-13050.0,4839.0
SR,3350.0,4537.0,19654.0,-222.0,-16304.0,4759.0
CJ,-7730.0,1014.0,9601.0,158.0,-17331.0,856.0
FU,-9801.0,9539.0,10281.0,-1876.0,-20082.0,11415.0
BU,-21789.0,4162.0,-1596.0,-421.0,-20193.0,4583.0
AP,-13269.0,1628.0,8301.0,-340.0,-21570.0,1968.0
SI,-1556.0,5790.0,22591.0,-1300.0,-24147.0,7090.0
JM,-31551.0,498.0,-3888.0,-587.0,-27663.0,1085.0
NI,-25373.0,217.0,2845.0,343.0,-28218.0,-126.0
UR,-21545.0,2349.0,9166.0,-195.0,-30711.0,2544.0
SP,-14687.0,4930.0,17141.0,1395.0,-31828.0,3535.0
EG,-32567.0,5982.0,1066.0,863.0,-33633.0,5119.0
RM,-36768.0,-21013.0,2076.0,2313.0,-38844.0,-23326.0
TA,-83052.0,-13241.0,-42275.0,-3181.0,-40777.0,-10060.0
SF,-40168.0,-594.0,3110.0,-30.0,-43278.0,-564.0
RB,45302.0,2338.0,89967.0,9559.0,-44665.0,-7221.0
LC,-27721.0,-1922.0,22665.0,650.0,-50386.0,-2572.0
I,-35299.0,-5091.0,24627.0,2263.0,-59926.0,-7354.0
L,-59605.0,706.0,4764.0,-1564.0,-64369.0,2270.0
PP,-50189.0,-3250.0,21304.0,-958.0,-71493.0,-2292.0
SM,-86316.0,341.0,8371.0,-489.0,-94687.0,830.0
C,-115403.0,12311.0,2974.0,351.0,-118377.0,11960.0
MA,-102096.0,7422.0,16991.0,-736.0,-119087.0,8158.0
SA,-128896.0,82020.0,71751.0,-19897.0,-200647.0,101917.0
V,-198999.0,2120.0,55957.0,10354.0,-254956.0,-8234.0
FG,-235508.0,70327.0,35283.0,-29666.0,-270791.0,99993.0
