symbol,informed_total,informed_chg,uninformed_total,uninformed_chg,net_total,net_chg
Y,74678.0,-5593.0,-150744.0,-477.0,225422.0,-5116.0
P,127699.0,-5545.0,-64432.0,560.0,192131.0,-6105.0
M,33439.0,19374.0,-112312.0,5945.0,145751.0,13429.0
SR,52930.0,4292.0,-46979.0,3489.0,99909.0,803.0
AL,27865.0,-2380.0,-10581.0,2873.0,38446.0,-5253.0
L,33557.0,8801.0,-4861.0,40.0,38418.0,8761.0
AO,27317.0,1014.0,-7979.0,-2923.0,35296.0,3937.0
BU,29245.0,929.0,-4885.0,1196.0,34130.0,-267.0
LC,5524.0,2797.0,-14402.0,-247.0,19926.0,3044.0
AU,15261.0,-3119.0,-4245.0,395.0,19506.0,-3514.0
JD,8179.0,-1481.0,-8891.0,-118.0,17070.0,-1363.0
HC,10849.0,12051.0,-2008.0,-975.0,12857.0,13026.0
OI,9643.0,-11051.0,-2666.0,7268.0,12309.0,-18319.0
CF,10578.0,-2533.0,-1209.0,4960.0,11787.0,-7493.0
CU,12997.0,-1112.0,1292.0,-490.0,11705.0,-622.0
ZN,8055.0,-210.0,-2235.0,885.0,10290.0,-1095.0
LU,12058.0,-625.0,4377.0,659.0,7681.0,-1284.0
PB,2161.0,1237.0,-4930.0,-682.0,7091.0,1919.0
PR,3183.0,142.0,0.0,0.0,3183.0,142.0
SN,839.0,-1607.0,-1276.0,252.0,2115.0,-1859.0
SH,631.0,1836.0,-1317.0,-1476.0,1948.0,3312.0
CJ,-680.0,5.0,-2541.0,691.0,1861.0,-686.0
EC,1136.0,128.0,-621.0,-116.0,1757.0,244.0
SS,116.0,-3116.0,-1103.0,-570.0,1219.0,-2546.0
EB,-2998.0,-2719.0,-3842.0,288.0,844.0,-3007.0
PG,2818.0,3.0,2291.0,69.0,527.0,-66.0
PK,-4370.0,864.0,-4806.0,1265.0,436.0,-401.0
RS,2.0,0.0,3.0,-1.0,-1.0,1.0
J,-844.0,-370.0,-469.0,-31.0,-375.0,-339.0
CY,-378.0,29.0,212.0,-3.0,-590.0,32.0
NI,-6843.0,392.0,-5626.0,-15.0,-1217.0,407.0
PF,-3410.0,1388.0,-1488.0,-357.0,-1922.0,1745.0
SI,-726.0,-810.0,1925.0,-263.0,-2651.0,-547.0
B,55.0,101.0,3176.0,382.0,-3121.0,-281.0
FU,4693.0,-9606.0,7855.0,2479.0,-3162.0,-12085.0
I,11786.0,1900.0,16217.0,-234.0,-4431.0,2134.0
CS,4777.0,-492.0,10779.0,231.0,-6002.0,-723.0
LH,-3925.0,122.0,2350.0,-487.0,-6275.0,609.0
AP,-4754.0,-23.0,2151.0,189.0,-6905.0,-212.0
NR,-9389.0,1514.0,-1935.0,-270.0,-7454.0,1784.0
PX,-5222.0,-16.0,2726.0,120.0,-7948.0,-136.0
RU,-5876.0,-3044.0,3278.0,497.0,-9154.0,-3541.0
BR,-7171.0,288.0,2283.0,107.0,-9454.0,181.0
UR,-18949.0,-2299.0,-5086.0,1638.0,-13863.0,-3937.0
SF,-12119.0,55.0,2326.0,375.0,-14445.0,-320.0
JM,-14049.0,-165.0,3620.0,804.0,-17669.0,-969.0
SP,-16116.0,-1526.0,3030.0,236.0,-19146.0,-1762.0
AG,-6267.0,-6991.0,17793.0,2174.0,-24060.0,-9165.0
A,-21271.0,-8202.0,4514.0,234.0,-25785.0,-8436.0
PP,-10978.0,6142.0,18619.0,-211.0,-29597.0,6353.0
EG,-19466.0,-845.0,12835.0,664.0,-32301.0,-1509.0
SM,-38944.0,-182.0,9735.0,452.0,-48679.0,-634.0
MA,-68315.0,727.0,-12137.0,935.0,-56178.0,-208.0
FG,-33095.0,23071.0,47167.0,-9965.0,-80262.0,33036.0
SA,-126543.0,33913.0,-2113.0,-13722.0,-124430.0,47635.0
RM,-112671.0,-9772.0,15605.0,-82.0,-128276.0,-9690.0
V,-116259.0,1470.0,39168.0,-992.0,-155427.0,2462.0
RB,-111267.0,38819.0,75898.0,-834.0,-187165.0,39653.0
C,-108032.0,621.0,101238.0,-4432.0,-209270.0,5053.0
TA,-110000.0,-5023.0,128925.0,-938.0,-238925.0,-4085.0
