symbol,informed_total,informed_chg,uninformed_total,uninformed_chg,net_total,net_chg
Y,62264.0,-1525.0,-4473.0,382.0,66737.0,-1907.0
P,52291.0,2745.0,-11435.0,-1705.0,63726.0,4450.0
AU,28934.0,4490.0,4015.0,-1735.0,24919.0,6225.0
PR,7439.0,-1811.0,-3908.0,421.0,11347.0,-2232.0
ZN,19835.0,-1930.0,8765.0,1062.0,11070.0,-2992.0
OI,11781.0,7756.0,5727.0,1163.0,6054.0,6593.0
CS,4810.0,3330.0,-1195.0,-1293.0,6005.0,4623.0
LU,2478.0,3388.0,-701.0,480.0,3179.0,2908.0
PG,4100.0,315.0,3039.0,13.0,1061.0,302.0
EC,586.0,-116.0,234.0,116.0,352.0,-232.0
BU,-2774.0,6610.0,-3031.0,1689.0,257.0,4921.0
RS,-5.0,-4.0,2.0,-22.0,-7.0,18.0
CY,-808.0,10.0,146.0,-41.0,-954.0,51.0
PX,-1969.0,1140.0,-594.0,-128.0,-1375.0,1268.0
SN,-637.0,545.0,2765.0,153.0,-3402.0,392.0
J,-4345.0,-474.0,-548.0,222.0,-3797.0,-696.0
LH,-470.0,996.0,4016.0,684.0,-4486.0,312.0
PB,-2952.0,-408.0,2677.0,-982.0,-5629.0,574.0
JD,-710.0,3692.0,5095.0,-2506.0,-5805.0,6198.0
NR,-6371.0,1797.0,-545.0,0.0,-5826.0,1797.0
SH,-4954.0,237.0,1274.0,567.0,-6228.0,-330.0
BR,-5108.0,-461.0,1382.0,240.0,-6490.0,-701.0
A,-3020.0,530.0,4770.0,-1900.0,-7790.0,2430.0
AO,3819.0,-281.0,12962.0,-2255.0,-9143.0,1974.0
CJ,-4612.0,-773.0,6406.0,186.0,-11018.0,-959.0
RU,-2120.0,1144.0,9753.0,-196.0,-11873.0,1340.0
AG,17595.0,2395.0,29472.0,-912.0,-11877.0,3307.0
CU,-7608.0,3354.0,6323.0,-15.0,-13931.0,3369.0
AP,-8761.0,-387.0,7193.0,-293.0,-15954.0,-94.0
SS,-10534.0,802.0,6556.0,-1099.0,-17090.0,1901.0
SI,-4067.0,-278.0,13642.0,1658.0,-17709.0,-1936.0
FU,-9842.0,-4082.0,8789.0,7445.0,-18631.0,-11527.0
AL,-37681.0,1282.0,-18223.0,-277.0,-19458.0,1559.0
EB,-8640.0,3824.0,11898.0,6429.0,-20538.0,-2605.0
UR,-14551.0,-3028.0,8533.0,-1319.0,-23084.0,-1709.0
B,-21902.0,-223.0,1241.0,-274.0,-23143.0,51.0
PK,-19965.0,527.0,4494.0,-2550.0,-24459.0,3077.0
LC,-9330.0,-2021.0,15264.0,2957.0,-24594.0,-4978.0
CF,-18537.0,4618.0,8361.0,-432.0,-26898.0,5050.0
NI,-26001.0,-1597.0,1377.0,875.0,-27378.0,-2472.0
SR,-13091.0,16353.0,14893.0,-451.0,-27984.0,16804.0
SP,-16493.0,-4448.0,12328.0,481.0,-28821.0,-4929.0
PF,-22445.0,9967.0,10043.0,-2183.0,-32488.0,12150.0
EG,-29125.0,-3088.0,3676.0,1776.0,-32801.0,-4864.0
JM,-26988.0,622.0,6305.0,-75.0,-33293.0,697.0
SF,-30664.0,-1676.0,4084.0,143.0,-34748.0,-1819.0
HC,43107.0,-7251.0,82944.0,6066.0,-39837.0,-13317.0
I,-25406.0,-9434.0,41989.0,5303.0,-67395.0,-14737.0
L,-51196.0,141.0,39444.0,1270.0,-90640.0,-1129.0
PP,-50875.0,-4848.0,43800.0,678.0,-94675.0,-5526.0
SM,-79315.0,-5208.0,15551.0,1016.0,-94866.0,-6224.0
M,-3674.0,-33056.0,93739.0,11305.0,-97413.0,-44361.0
SA,-79027.0,-39111.0,51480.0,18217.0,-130507.0,-57328.0
MA,-102251.0,-14850.0,42754.0,4456.0,-145005.0,-19306.0
C,-83065.0,2426.0,66489.0,3491.0,-149554.0,-1065.0
RM,-144350.0,9145.0,45290.0,-3000.0,-189640.0,12145.0
TA,-255164.0,-8100.0,-37829.0,-2979.0,-217335.0,-5121.0
V,-193614.0,-11651.0,28270.0,5710.0,-221884.0,-17361.0
RB,-112492.0,-25420.0,112240.0,17481.0,-224732.0,-42901.0
FG,-198440.0,-48210.0,71466.0,16147.0,-269906.0,-64357.0
