,future_mkt_val_chg,call_mkt_val_chg,put_mkt_val_chg
ZN,0.33257794719269684,0.2717459074322528,0.2307418355480364
NR,0.23878988760336606,0.0,0.0
PB,0.2031880822611951,1.1438092466618066,-0.47469186680420994
FU,0.16214423197235717,0.0,0.0
P,0.15589515164372458,0.2746781826447253,-0.49741619913474744
JM,0.15227040198512132,0.0,0.0
SN,0.14317653335594716,-0.22606064783151925,-0.12782114643299036
SR,0.11865180225654859,0.6644073747524109,-0.38102551515960603
PR,0.11751194973696943,0.0,0.0
TA,0.07547082853728693,-0.3231392136991904,0.8546222518942783
SS,0.07108455292294535,0.0,0.0
BC,0.06892278257215012,0.0,0.0
SI,0.06797230471061888,-0.2837546706654346,0.5768012855767715
RS,0.06609757655626347,0.0,0.0
CY,0.052372612571443655,0.0,0.0
J,0.049901614128724736,0.0,0.0
BU,0.04491773340262872,0.0,0.0
C,0.04271842935530823,-0.1877372156351853,-0.015256330857686407
CS,0.04087163156193108,-0.06840480010215566,-0.0712604857480098
WR,0.040016077510524495,0.0,0.0
BR,0.038287769580164,0.5341795396764188,-0.6194871536277593
LH,0.025338940581841163,-0.3077785376188369,0.2703237415846129
V,0.022546147739705535,-0.1788533249115568,0.07201996962484336
PX,0.0224578959523436,-0.8322841210986028,-0.9467650748975063
SA,0.021764303334657287,-0.07829805693159964,-0.0805634081578086
RR,0.016948459969422514,0.0,0.0
SM,0.013375952495978227,0.12887803995826252,-0.523492689699681
SF,0.013005321881229603,-0.1078316443418289,0.06619278634799852
I,0.012420524706214131,0.10510925586258946,-0.2891350559661906
PF,0.0076604776624018545,-0.28093111949359106,0.3512698342867022
CJ,0.003946935855823286,-0.012959522974145044,-0.7824918562902727
Y,0.0036142617955321477,0.019724423624615683,-0.20296957024773166
UR,0.0034114091382864142,0.22076536861145124,-0.3146242772154382
RU,0.0012829740842597026,0.40337228201138275,-0.33444849825230494
PM,0.0,0.0,0.0
RI,0.0,0.0,0.0
ZC,0.0,0.0,0.0
JR,0.0,0.0,0.0
LR,0.0,0.0,0.0
CF,-0.0024555426360142185,0.11312055074146787,-0.33515565170568706
JD,-0.008145237692721019,0.0341870805288893,-0.1638934872730874
CU,-0.008938332958521311,-0.1435945576616402,-0.3004387999128485
PP,-0.01681770502954627,-0.07466566048106071,-0.02728123961105766
M,-0.025355104844763998,0.0809716778186762,-0.1399597082681131
RB,-0.030365384469959622,-0.0642622316244924,-0.29076743396480165
HC,-0.03095110758123143,0.0,0.0
AL,-0.03335710899295807,-0.3228032075814272,-0.11138997044420296
RM,-0.034935267792088553,-0.13270407954939278,-0.31739451855642087
B,-0.035010312476487004,0.5484388761232477,-0.32703567636662145
L,-0.040952223655859266,-0.5737108210626922,-0.039343624626644536
AG,-0.044021066438983625,-0.43174452647618655,0.004141778451391964
PK,-0.04424488164806206,0.24801274985329513,-0.3457090288080179
LC,-0.04645680231002791,-0.3894868420958192,-0.08432488272825134
FG,-0.04661595519603379,-0.24487921419449354,-0.3459018529893705
EG,-0.055827861569022086,-0.375902549395018,0.07482269245420814
FB,-0.06228055835903856,0.0,0.0
OI,-0.0651614725349352,-0.23363848464181636,-0.016095916193164084
A,-0.06594985141469589,0.22974889518488162,-0.19338668659785663
PG,-0.06716594793096686,-0.3651396210622946,-0.006406121863727132
AU,-0.07808613102961348,-0.4484871957689054,0.24777146306360454
SH,-0.08042340693501338,-0.42096438884983567,0.14874691656001038
MA,-0.10353373078778572,-0.5926569700365841,0.37969448299874564
NI,-0.10472456485299964,-0.17230487156820518,-0.5020100275101526
AO,-0.11372106546580474,-0.6421145943893138,0.4020564480897426
EB,-0.12332823903230217,-0.3536872412767028,0.454261219175049
SP,-0.14500411608904107,0.0,0.0
EC,-0.15732283271043856,0.0,0.0
SC,-0.1604949698727347,-0.26706607483408606,0.34834232386726693
AP,-0.1635710842555761,-0.8544814833304213,-0.582217566208515
LG,-0.16781046049362347,0.07727275291516,0.37206723897937777
BB,-0.251334549071618,0.0,0.0
LU,-0.2645415345930604,0.0,0.0
