symbol,contract,net_pos_corr,net_pos,net_chg,c_net_pos,c_net_chg,broker
A,A2501,0.8524923037188471,-43270.0,1233.0,-23215.0,4048.0,W乾坤期货
A,A2501,-0.7822182466590002,9747.0,-13.0,9901.0,-40.0,L中信建投
A,A2503,-0.7064762856197447,1916.0,24.0,314.0,-1.0,L广发期货
A,A2503,-0.7701221169970589,9747.0,-13.0,424.0,9.0,L中信建投
A,A2505,0.6243429000476775,-43270.0,1233.0,-7748.0,-2984.0,W乾坤期货
AG,AG2412,0.7440182872341289,-4484.0,97.0,53.0,-81.0,W东吴期货
AG,AG2412,0.6671233303188597,-508.0,198.0,-258.0,-227.0,W华泰期货
AG,AG2412,0.6464217074100163,5881.0,4419.0,-1159.0,3294.0,W永安期货
AG,AG2412,-0.7288279884216582,3418.0,-365.0,980.0,-213.0,L东方财富
AG,AG2502,0.8549095578458901,-7300.0,-2795.0,-7300.0,-2795.0,W乾坤期货
AL,AL2412,-0.6999875723069721,-2241.0,1975.0,-1649.0,823.0,W永安期货
AL,AL2501,-0.6005746434669709,-7859.0,174.0,-4630.0,109.0,L中泰期货
AO,AO2412,0.7322806421740631,3643.0,-71.0,515.0,-102.0,W创元期货
AO,AO2501,0.8646307178774242,5927.0,61.0,4125.0,132.0,L南华期货
AO,AO2501,0.810938434070664,11858.0,-1433.0,11884.0,-1256.0,W国泰君安
AO,AO2501,0.801338300971309,2028.0,-202.0,3994.0,-127.0,L光大期货
AO,AO2501,0.6431367101120747,12397.0,-2091.0,7140.0,-456.0,W永安期货
AO,AO2501,-0.693945436123538,-7044.0,784.0,-5964.0,295.0,L中信建投
AO,AO2501,-0.834086647436475,-5248.0,118.0,-5629.0,54.0,L徽商期货
AO,AO2501,-0.8843844361767053,-4845.0,483.0,-3978.0,548.0,L平安期货
AO,AO2501,-0.9228286825078598,-13586.0,570.0,-8708.0,302.0,L东方财富
AO,AO2502,0.6236697930862585,12397.0,-2091.0,3402.0,212.0,W永安期货
AO,AO2502,-0.6763960151001758,-5248.0,118.0,-2231.0,-26.0,L徽商期货
AO,AO2502,-0.6965442243212914,-13586.0,570.0,-2029.0,19.0,L东方财富
AO,AO2503,0.7632918525523127,5173.0,-48.0,2006.0,10.0,W大地期货
AO,AO2503,-0.603125520451075,-158.0,-38.0,1033.0,74.0,L宏源期货
AO,AO2503,-0.6070317985019746,-4845.0,483.0,-867.0,-65.0,L平安期货
AO,AO2505,0.7682221333155667,11858.0,-1433.0,6022.0,225.0,W国泰君安
AO,AO2505,0.6619271931516713,4489.0,-510.0,1158.0,-285.0,W东吴期货
AO,AO2505,0.6203646414800726,-5248.0,118.0,3601.0,72.0,L徽商期货
AO,AO2505,-0.6309114784302893,-13586.0,570.0,-1669.0,88.0,L东方财富
AO,AO2505,-0.7148630251761448,-3274.0,2194.0,-2150.0,159.0,L方正中期
AP,AP2412,0.7425306888756953,-2454.0,244.0,13.0,1.0,L中泰期货
AP,AP2412,-0.6364386242271999,-661.0,-95.0,-25.0,0.0,L方正中期
AP,AP2501,0.8250745238162291,994.0,-346.0,1030.0,-252.0,W华泰期货
AP,AP2501,-0.6379567952663355,636.0,183.0,640.0,69.0,L光大期货
AP,AP2501,-0.697006022542969,-2454.0,244.0,-2045.0,275.0,L中泰期货
AP,AP2505,0.8306658997615264,3097.0,-431.0,1046.0,-124.0,L中信建投
AP,AP2505,-0.6585678017001,636.0,183.0,-36.0,117.0,L光大期货
AP,AP2505,-0.7814056878268766,-8652.0,614.0,-1194.0,56.0,W国泰君安
AU,AU2412,0.7395796621299421,7754.0,571.0,695.0,-2080.0,W国泰君安
AU,AU2412,-0.7238121402800531,646.0,558.0,-182.0,113.0,L平安期货
B,B2501,0.7212873480895746,-971.0,-10.0,-1701.0,-30.0,L方正中期
B,B2501,0.6835440703618538,-10501.0,-442.0,-10501.0,-442.0,W乾坤期货
B,B2501,0.6403085228311862,-1474.0,270.0,-1474.0,270.0,W中金财富
B,B2501,0.625011627782446,-964.0,-151.0,-964.0,-151.0,W兴证期货
B,B2501,-0.7414294162081029,1214.0,-573.0,1396.0,-460.0,L徽商期货
B,B2501,-0.8435243690778775,5121.0,-155.0,3870.0,-206.0,W华泰期货
B,B2501,-0.8751903756979189,3575.0,-118.0,3033.0,-142.0,L中信建投
B,B2501,-0.8763372806592216,1364.0,-387.0,1364.0,-387.0,L东方财富
B,B2505,0.8158242696478255,-261.0,11.0,-261.0,11.0,L宏源期货
B,B2505,-0.7691405329873312,984.0,700.0,984.0,700.0,W东吴期货
BR,BR2501,0.8820515088919326,-2297.0,-248.0,-3813.0,-428.0,W永安期货
BR,BR2501,0.7751425421825426,-1180.0,3.0,-1180.0,3.0,W创元期货
BR,BR2501,-0.6106607642660993,-736.0,-123.0,199.0,-194.0,W华泰期货
BR,BR2501,-0.9017752223432123,984.0,71.0,1092.0,99.0,L方正中期
C,C2505,-0.6562608509015655,1687.0,-102.0,4902.0,-3.0,W创元期货
C,C2509,-0.6996500478898284,1687.0,-102.0,783.0,9.0,W创元期货
C,C2509,-0.7990433776374046,-434.0,10.0,-434.0,10.0,L宏源期货
CF,CF2503,0.6373085610142204,,,221.0,-2.0,L平安期货
CF,CF2503,-0.6540588821539719,11687.0,201.0,122.0,1.0,L方正中期
CF,CF2503,-0.8854039955769406,9660.0,225.0,415.0,31.0,L广发期货
CJ,CJ2412,0.7437906346562624,-678.0,538.0,3.0,0.0,L中泰期货
CJ,CJ2505,-0.7928879345815144,3623.0,117.0,2135.0,118.0,L光大期货
CJ,CJ2505,-0.8747381653898281,3913.0,-96.0,1421.0,5.0,L东方财富
CS,CS2501,0.8350245251583349,-4346.0,-65.0,-4407.0,-80.0,L方正中期
CS,CS2501,0.7867324458673546,-5242.0,-227.0,-5242.0,-227.0,W中金财富
CS,CS2501,0.6067978458106668,-1770.0,4.0,-3284.0,-152.0,W华泰期货
CS,CS2501,-0.6393851516208996,5213.0,-434.0,3410.0,-538.0,L中泰期货
CU,CU2412,0.6079617628360943,-2723.0,-629.0,-2270.0,412.0,W永安期货
CU,CU2412,-0.739046909336592,15241.0,414.0,3509.0,-141.0,L方正中期
CU,CU2502,0.6940761497950246,-5741.0,-418.0,-2795.0,-81.0,L光大期货
EB,EB2503,0.917425378219275,5629.0,998.0,-1356.0,-144.0,W华泰期货
EB,EB2503,0.6691238371412744,765.0,-388.0,-450.0,24.0,L广发期货
FG,FG2412,-0.6138009601080261,1521.0,-1183.0,-329.0,-4.0,L广发期货
FG,FG2501,0.7574223560050644,-38581.0,11835.0,-44423.0,10927.0,W国泰君安
FG,FG2501,-0.7304283213502063,,,16035.0,-1003.0,L东方财富
FG,FG2503,0.7629678914644615,-79027.0,-3008.0,-348.0,46.0,W永安期货
FG,FG2505,0.6702485490935528,-38581.0,11835.0,2512.0,1327.0,W国泰君安
FG,FG2509,0.6281956833395498,24190.0,-1287.0,-859.0,-1.0,L平安期货
FG,FG2509,-0.6318531184866427,41718.0,62.0,548.0,-34.0,L徽商期货
L,L2501,0.849168157772512,18951.0,1539.0,14187.0,-515.0,W中金财富
L,L2501,0.7308864216058741,62304.0,3254.0,40931.0,-8119.0,W乾坤期货
L,L2501,-0.6446433237464609,-15147.0,1109.0,-14628.0,-104.0,L南华期货
L,L2505,0.7496661697072651,10347.0,-48.0,3113.0,-578.0,L方正中期
L,L2505,0.6041027761389578,18951.0,1539.0,4764.0,2054.0,W中金财富
LC,LC2504,0.7500200027764439,-23445.0,134.0,-2703.0,81.0,L广发期货
LC,LC2505,0.6556190774796866,7330.0,-4.0,1189.0,1.0,W东吴期货
LC,LC2505,0.6545552029747811,6874.0,552.0,1757.0,104.0,L徽商期货
LC,LC2505,0.625943684703682,1226.0,126.0,1226.0,126.0,W创元期货
LH,LH2501,0.7051944776457507,-1324.0,-353.0,-1109.0,-291.0,W华泰期货
LH,LH2501,-0.7701289126365669,3024.0,380.0,1732.0,236.0,L东方财富
LH,LH2503,0.8613981266737305,-3435.0,-140.0,-1489.0,-26.0,W东吴期货
LH,LH2503,-0.73398903591045,2168.0,121.0,668.0,28.0,L平安期货
LH,LH2503,-0.7557779030952734,3024.0,380.0,879.0,131.0,L东方财富
LH,LH2503,-0.8071783527974236,509.0,68.0,-50.0,-8.0,L中信建投
M,M2505,-0.6071978344889806,54858.0,-3113.0,43320.0,-3245.0,L方正中期
M,M2505,-0.6320936439465958,64791.0,-1069.0,48778.0,-763.0,L宏源期货
M,M2505,-0.6857714510937151,35935.0,-2366.0,27427.0,-1908.0,L徽商期货
M,M2505,-0.6965364851528455,28283.0,-1201.0,30685.0,-965.0,W东吴期货
M,M2511,0.6903684964517464,-20602.0,775.0,-500.0,-75.0,W创元期货
M,M2511,0.685775953165567,28283.0,-1201.0,-505.0,-118.0,W东吴期货
MA,MA2412,-0.6537475771637569,,,-10.0,-8.0,L中信建投
MA,MA2501,0.81314829070589,30570.0,1438.0,2244.0,-5703.0,W乾坤期货
MA,MA2501,0.7763859589922714,14355.0,-2039.0,12677.0,-1994.0,W中金财富
MA,MA2501,0.696587837924391,15428.0,998.0,11468.0,982.0,W兴证期货
MA,MA2501,0.6266663290082856,8932.0,2814.0,9453.0,3579.0,W华泰期货
MA,MA2501,-0.649731742801508,-6710.0,2661.0,-14210.0,-686.0,L南华期货
MA,MA2501,-0.7545474596651864,7768.0,490.0,-10044.0,-89.0,W永安期货
MA,MA2502,0.8829401429806454,,,555.0,86.0,W创元期货
MA,MA2502,0.8660893478111329,7768.0,490.0,1143.0,38.0,W永安期货
MA,MA2502,0.7286854937585905,,,455.0,-1.0,L光大期货
MA,MA2502,0.7139727930274599,161.0,-794.0,355.0,21.0,L徽商期货
