symbol,informed_total,informed_chg,uninformed_total,uninformed_chg,net_total,net_chg
Y,34180.0,1780.0,-135353.0,267.0,169533.0,1513.0
P,79738.0,-2182.0,-18137.0,3780.0,97875.0,-5962.0
L,73751.0,5622.0,-8828.0,-1545.0,82579.0,7167.0
SR,27982.0,-1387.0,-28783.0,3756.0,56765.0,-5143.0
AO,30610.0,-1040.0,-22316.0,-844.0,52926.0,-196.0
BU,30352.0,6033.0,-8369.0,-2003.0,38721.0,8036.0
AG,45149.0,4493.0,8553.0,-1965.0,36596.0,6458.0
AU,34086.0,818.0,-336.0,-409.0,34422.0,1227.0
MA,15449.0,11751.0,-15338.0,-165.0,30787.0,11916.0
AL,19511.0,-1739.0,-4821.0,-744.0,24332.0,-995.0
ZN,17924.0,4215.0,-3000.0,-833.0,20924.0,5048.0
EB,8292.0,-1075.0,-4583.0,-1049.0,12875.0,-26.0
CU,9773.0,1455.0,-2414.0,429.0,12187.0,1026.0
LC,-1991.0,-2848.0,-11554.0,972.0,9563.0,-3820.0
OI,-5580.0,3087.0,-11920.0,-6859.0,6340.0,9946.0
PR,3950.0,126.0,-389.0,-120.0,4339.0,246.0
PB,1268.0,-2439.0,-1425.0,380.0,2693.0,-2819.0
EC,207.0,-215.0,-1427.0,-8.0,1634.0,-207.0
LU,3662.0,-1960.0,2503.0,-445.0,1159.0,-1515.0
FU,266.0,5444.0,-406.0,-4829.0,672.0,10273.0
J,489.0,-221.0,-175.0,13.0,664.0,-234.0
RS,1.0,-1.0,1.0,-2.0,0.0,1.0
CY,-633.0,-32.0,183.0,0.0,-816.0,-32.0
JM,516.0,486.0,1734.0,-600.0,-1218.0,1086.0
AP,-1406.0,8.0,524.0,-110.0,-1930.0,118.0
SH,-5441.0,1190.0,-2077.0,-2437.0,-3364.0,3627.0
JD,-2740.0,-1553.0,747.0,1033.0,-3487.0,-2586.0
PG,-774.0,-387.0,3249.0,-419.0,-4023.0,32.0
LH,107.0,1437.0,4140.0,-1241.0,-4033.0,2678.0
SN,-3699.0,520.0,1375.0,8.0,-5074.0,512.0
I,6862.0,-7440.0,12097.0,-4536.0,-5235.0,-2904.0
NR,-6669.0,878.0,-329.0,230.0,-6340.0,648.0
SI,-6125.0,508.0,640.0,379.0,-6765.0,129.0
SP,-13112.0,-1609.0,-5451.0,-281.0,-7661.0,-1328.0
BR,-7688.0,-1233.0,518.0,173.0,-8206.0,-1406.0
UR,-19771.0,3548.0,-10803.0,-4391.0,-8968.0,7939.0
SS,-2844.0,-1279.0,6445.0,365.0,-9289.0,-1644.0
PF,-5903.0,-2591.0,4349.0,877.0,-10252.0,-3468.0
HC,3274.0,399.0,14030.0,-1553.0,-10756.0,1952.0
CJ,-2658.0,-662.0,8153.0,613.0,-10811.0,-1275.0
NI,-15838.0,-1305.0,-3037.0,-707.0,-12801.0,-598.0
PX,-9989.0,-374.0,3044.0,-584.0,-13033.0,210.0
M,-87572.0,5601.0,-74290.0,-7823.0,-13282.0,13424.0
CF,-13282.0,-1069.0,4066.0,1391.0,-17348.0,-2460.0
B,-10160.0,-684.0,8479.0,-583.0,-18639.0,-101.0
PP,-4738.0,6195.0,15246.0,-17.0,-19984.0,6212.0
SF,-14021.0,-747.0,6023.0,107.0,-20044.0,-854.0
RU,-14560.0,-2430.0,6555.0,-380.0,-21115.0,-2050.0
EG,-24965.0,-637.0,4709.0,-1432.0,-29674.0,795.0
CS,-17209.0,324.0,15999.0,-485.0,-33208.0,809.0
PK,-31552.0,-831.0,6586.0,-433.0,-38138.0,-398.0
A,-22039.0,742.0,16251.0,100.0,-38290.0,642.0
SM,-44430.0,3011.0,-666.0,-20.0,-43764.0,3031.0
FG,-79899.0,7411.0,59925.0,-9140.0,-139824.0,16551.0
RM,-119588.0,4713.0,37473.0,1584.0,-157061.0,3129.0
RB,-120022.0,17179.0,44553.0,-14004.0,-164575.0,31183.0
SA,-133020.0,-15492.0,33840.0,10105.0,-166860.0,-25597.0
V,-176163.0,8002.0,41353.0,703.0,-217516.0,7299.0
C,-112497.0,1171.0,105934.0,1872.0,-218431.0,-701.0
TA,-177443.0,18517.0,96959.0,-11802.0,-274402.0,30319.0
