symbol,informed_total,informed_chg,uninformed_total,uninformed_chg,net_total,net_chg
Y,148761.0,1899.0,-32926.0,-5655.0,181687.0,7554.0
AL,38143.0,4954.0,-23318.0,-2131.0,61461.0,7085.0
AG,50737.0,7183.0,-8353.0,4647.0,59090.0,2536.0
AU,54287.0,1068.0,1251.0,-499.0,53036.0,1567.0
P,28543.0,3537.0,-21485.0,-6380.0,50028.0,9917.0
OI,29877.0,-3298.0,-3953.0,-1026.0,33830.0,-2272.0
ZN,35933.0,4234.0,3930.0,-1798.0,32003.0,6032.0
CU,17631.0,9720.0,-2260.0,306.0,19891.0,9414.0
LU,14861.0,-1453.0,-1621.0,374.0,16482.0,-1827.0
AO,12581.0,1474.0,-837.0,-2040.0,13418.0,3514.0
PR,9166.0,37.0,-4052.0,-617.0,13218.0,654.0
CF,20535.0,2447.0,7845.0,-250.0,12690.0,2697.0
JD,12375.0,2004.0,1402.0,-1823.0,10973.0,3827.0
CS,9072.0,2776.0,6298.0,207.0,2774.0,2569.0
FU,-240.0,444.0,-2500.0,-652.0,2260.0,1096.0
RS,5.0,0.0,9.0,1.0,-4.0,-1.0
J,-859.0,91.0,-651.0,-76.0,-208.0,167.0
EC,463.0,189.0,1059.0,298.0,-596.0,-109.0
CY,-462.0,32.0,193.0,-23.0,-655.0,55.0
SN,1400.0,994.0,2571.0,-745.0,-1171.0,1739.0
LH,-193.0,778.0,1287.0,-316.0,-1480.0,1094.0
SR,24388.0,-927.0,26177.0,654.0,-1789.0,-1581.0
EB,7148.0,-6170.0,10504.0,-553.0,-3356.0,-5617.0
BU,-9643.0,6244.0,-5930.0,-3672.0,-3713.0,9916.0
AP,-751.0,1377.0,3206.0,-600.0,-3957.0,1977.0
SH,-2986.0,1212.0,2518.0,76.0,-5504.0,1136.0
PG,-2325.0,329.0,3559.0,-602.0,-5884.0,931.0
JM,-6788.0,-265.0,-384.0,569.0,-6404.0,-834.0
PB,-4414.0,-2331.0,2381.0,1297.0,-6795.0,-3628.0
CJ,-1191.0,135.0,6607.0,-423.0,-7798.0,558.0
PX,-9178.0,-557.0,441.0,441.0,-9619.0,-998.0
SI,7698.0,-224.0,17573.0,685.0,-9875.0,-909.0
NR,-14959.0,-4071.0,-4831.0,-146.0,-10128.0,-3925.0
PF,-10488.0,-3690.0,2430.0,1656.0,-12918.0,-5346.0
A,-192.0,-5804.0,12964.0,915.0,-13156.0,-6719.0
BR,-11169.0,-3403.0,2929.0,1359.0,-14098.0,-4762.0
SS,-9954.0,72.0,4861.0,-366.0,-14815.0,438.0
B,-13765.0,-1882.0,1543.0,-263.0,-15308.0,-1619.0
SF,-17602.0,3315.0,2001.0,-1109.0,-19603.0,4424.0
RU,-10736.0,-2000.0,13745.0,1475.0,-24481.0,-3475.0
NI,-24296.0,1951.0,1239.0,-1225.0,-25535.0,3176.0
UR,-24261.0,-2843.0,2653.0,-915.0,-26914.0,-1928.0
SP,-16480.0,-1302.0,10449.0,-1478.0,-26929.0,176.0
PK,-25201.0,-1494.0,4604.0,-1159.0,-29805.0,-335.0
EG,-23397.0,3929.0,9547.0,1644.0,-32944.0,2285.0
HC,32276.0,6864.0,65430.0,4877.0,-33154.0,1987.0
LC,-17232.0,-410.0,19301.0,1536.0,-36533.0,-1946.0
SM,-38972.0,7963.0,9449.0,-1837.0,-48421.0,9800.0
M,9489.0,-58295.0,62986.0,-7076.0,-53497.0,-51219.0
I,-8846.0,10109.0,46217.0,-3687.0,-55063.0,13796.0
RB,62544.0,11745.0,128475.0,-20603.0,-65931.0,32348.0
PP,-49365.0,5349.0,36940.0,-1257.0,-86305.0,6606.0
L,-69357.0,5965.0,34244.0,175.0,-103601.0,5790.0
FG,-140412.0,-19814.0,-29558.0,-3035.0,-110854.0,-16779.0
SA,-110024.0,-11008.0,19766.0,-404.0,-129790.0,-10604.0
C,-101275.0,-12944.0,35465.0,24.0,-136740.0,-12968.0
RM,-149561.0,-18279.0,1293.0,-965.0,-150854.0,-17314.0
TA,-254947.0,29133.0,-93493.0,-21840.0,-161454.0,50973.0
V,-166350.0,10784.0,36772.0,-13857.0,-203122.0,24641.0
MA,-157491.0,-6410.0,57067.0,-7629.0,-214558.0,1219.0
