symbol,informed_total,informed_chg,uninformed_total,uninformed_chg,net_total,net_chg
P,102608.0,-335.0,-43440.0,-30.0,146048.0,-305.0
Y,82701.0,622.0,-12833.0,-622.0,95534.0,1244.0
OI,59763.0,-4063.0,-1657.0,829.0,61420.0,-4892.0
AU,43354.0,174.0,-1565.0,35.0,44919.0,139.0
AO,10620.0,1996.0,-30330.0,-1222.0,40950.0,3218.0
SR,27951.0,-4598.0,1690.0,-829.0,26261.0,-3769.0
AG,24217.0,-9532.0,517.0,6544.0,23700.0,-16076.0
ZN,17979.0,-4663.0,-580.0,1190.0,18559.0,-5853.0
CU,10668.0,-2277.0,-2940.0,1209.0,13608.0,-3486.0
L,5305.0,-14527.0,-5668.0,-671.0,10973.0,-13856.0
LU,2045.0,-2777.0,-7076.0,-307.0,9121.0,-2470.0
AL,-9628.0,12.0,-17955.0,894.0,8327.0,-882.0
SH,3885.0,1061.0,-4318.0,-1975.0,8203.0,3036.0
FU,2896.0,833.0,-662.0,-609.0,3558.0,1442.0
BU,-4056.0,-1987.0,-7322.0,646.0,3266.0,-2633.0
PR,2190.0,-405.0,-825.0,-77.0,3015.0,-328.0
NR,1639.0,275.0,-1140.0,345.0,2779.0,-70.0
SN,93.0,-2599.0,-1443.0,341.0,1536.0,-2940.0
PX,3091.0,97.0,3004.0,-330.0,87.0,427.0
RS,6.0,1.0,-1.0,-4.0,7.0,5.0
J,-74.0,-354.0,265.0,17.0,-339.0,-371.0
CY,-549.0,58.0,-23.0,34.0,-526.0,24.0
EB,-1699.0,-1135.0,-1150.0,-689.0,-549.0,-446.0
PG,434.0,1213.0,1057.0,-51.0,-623.0,1264.0
EC,-315.0,-411.0,1241.0,139.0,-1556.0,-550.0
BR,-1340.0,928.0,1107.0,5.0,-2447.0,923.0
PF,-2697.0,658.0,240.0,-1010.0,-2937.0,1668.0
SS,-1660.0,-442.0,1564.0,-197.0,-3224.0,-245.0
JD,-2577.0,-3062.0,1998.0,3828.0,-4575.0,-6890.0
PB,-4526.0,-1268.0,487.0,694.0,-5013.0,-1962.0
NI,-5013.0,-864.0,254.0,875.0,-5267.0,-1739.0
CJ,392.0,213.0,6801.0,-602.0,-6409.0,815.0
SI,-805.0,-1898.0,6235.0,-199.0,-7040.0,-1699.0
UR,-9456.0,316.0,676.0,4606.0,-10132.0,-4290.0
LH,-2356.0,1058.0,7879.0,183.0,-10235.0,875.0
SF,-6473.0,1801.0,4541.0,-1014.0,-11014.0,2815.0
LC,-2502.0,-289.0,9598.0,2057.0,-12100.0,-2346.0
AP,-8252.0,-303.0,5085.0,-104.0,-13337.0,-199.0
EG,-8799.0,-204.0,5203.0,329.0,-14002.0,-533.0
RU,-13735.0,2640.0,3512.0,-2184.0,-17247.0,4824.0
I,11324.0,9551.0,29292.0,1813.0,-17968.0,7738.0
HC,-2156.0,7820.0,20931.0,-17126.0,-23087.0,24946.0
SP,-11737.0,4378.0,13287.0,-1407.0,-25024.0,5785.0
JM,-18325.0,-1024.0,8619.0,2256.0,-26944.0,-3280.0
CS,-23684.0,483.0,9980.0,63.0,-33664.0,420.0
PP,-24834.0,-4523.0,9070.0,-2006.0,-33904.0,-2517.0
B,-35252.0,-2421.0,3020.0,757.0,-38272.0,-3178.0
PK,-40012.0,-2380.0,1164.0,1720.0,-41176.0,-4100.0
CF,-27943.0,-4332.0,19774.0,3872.0,-47717.0,-8204.0
SM,-39765.0,6372.0,12427.0,2047.0,-52192.0,4325.0
A,-54755.0,1311.0,7485.0,157.0,-62240.0,1154.0
FG,-66033.0,16182.0,58946.0,-28037.0,-124979.0,44219.0
MA,-106321.0,-2842.0,20718.0,-3359.0,-127039.0,517.0
RM,-126139.0,-27656.0,34824.0,7133.0,-160963.0,-34789.0
C,-130529.0,-571.0,44236.0,4330.0,-174765.0,-4901.0
RB,-113554.0,8033.0,69452.0,16691.0,-183006.0,-8658.0
SA,-99383.0,20737.0,99355.0,14510.0,-198738.0,6227.0
V,-178036.0,-2610.0,73923.0,11.0,-251959.0,-2621.0
TA,-269931.0,-23906.0,25868.0,-3187.0,-295799.0,-20719.0
M,-305199.0,-52900.0,100227.0,9475.0,-405426.0,-62375.0
