symbol,contract,net_pos_corr,net_pos,net_chg,c_net_pos,c_net_chg,broker
A,A2501,0.781732127569398,-40804.0,2989.0,-11405.0,2762.0,W乾坤期货
A,A2501,-0.7804548494729907,9218.0,255.0,8182.0,215.0,L中信建投
A,A2501,-0.8667781793805671,14746.0,-1314.0,12624.0,-1158.0,W银河期货
A,A2503,0.6665755042545892,-1823.0,428.0,-218.0,44.0,W海证期货
A,A2503,-0.7478326045361664,257.0,88.0,3786.0,-98.0,W海通期货
A,A2503,-0.8342139221976701,9218.0,255.0,1036.0,40.0,L中信建投
A,A2505,0.7109308301854448,-40804.0,2989.0,-15452.0,745.0,W乾坤期货
A,A2505,-0.6035756799814633,14746.0,-1314.0,1513.0,-269.0,W银河期货
A,A2505,-0.6200360782647049,3606.0,348.0,1826.0,379.0,L中粮期货
A,A2505,-0.6444105576096943,8167.0,1.0,1749.0,415.0,W永安期货
A,A2505,-0.6868597822345514,1335.0,-1259.0,3876.0,681.0,W国泰君安
A,A2505,-0.732581653225247,5542.0,158.0,3014.0,80.0,L徽商期货
A,A2505,-0.7706329460156756,1818.0,-30.0,1704.0,-34.0,L广发期货
AG,AG2412,0.6431423373575553,867.0,2945.0,1326.0,270.0,W华泰期货
AG,AG2502,0.8303280000988182,6186.0,2343.0,6186.0,2343.0,W乾坤期货
AG,AG2506,-0.6017521730689265,-380.0,296.0,3938.0,63.0,L中信建投
AL,AL2501,0.7651420051165603,17296.0,31.0,4852.0,-73.0,W海通期货
AL,AL2501,0.7490891076206893,23012.0,3684.0,4410.0,1189.0,W中信期货
AL,AL2501,-0.6422410271615636,-10819.0,-1180.0,-3364.0,-580.0,L中泰期货
AL,AL2501,-0.6822001514383211,-15997.0,-1743.0,-5976.0,126.0,W银河期货
AL,AL2503,-0.8326305194619452,2131.0,3035.0,-994.0,-701.0,W永安期货
AO,AO2501,0.6422926214260539,17166.0,1230.0,10554.0,-187.0,W国泰君安
AO,AO2501,0.6373225516016332,5090.0,836.0,3720.0,408.0,L南华期货
AO,AO2501,-0.7398474092610143,-4655.0,585.0,-4540.0,149.0,L徽商期货
AO,AO2501,-0.788137634496999,-14377.0,841.0,-8838.0,266.0,L东方财富
AO,AO2501,-0.8403795074258269,-4378.0,375.0,-4378.0,375.0,L平安期货
AO,AO2502,0.611683289469154,13148.0,-2656.0,4798.0,51.0,W永安期货
AO,AO2502,-0.630339732572447,-14377.0,841.0,-2304.0,273.0,L东方财富
AO,AO2502,-0.6504552697847488,8942.0,-1314.0,2742.0,19.0,W海通期货
AO,AO2505,0.6445820723664214,374.0,108.0,-1346.0,-228.0,W海证期货
AO,AO2505,-0.6337925359910009,-5729.0,561.0,-708.0,284.0,L方正中期
AP,AP2412,0.8884794775794342,2060.0,295.0,10.0,0.0,L中粮期货
AP,AP2412,0.8762648161343134,-1958.0,1123.0,7.0,-21.0,L中泰期货
AP,AP2412,0.6078920168987515,,,-19.0,1.0,W永安期货
AP,AP2501,0.7512410696364187,931.0,-29.0,624.0,66.0,W华泰期货
AP,AP2501,0.6786695092369885,1026.0,-774.0,-179.0,-444.0,W银河期货
AP,AP2501,-0.6478805452927576,-1958.0,1123.0,-1525.0,230.0,L中泰期货
AP,AP2505,0.8037217829827679,2466.0,-5.0,1401.0,-110.0,L中信建投
AP,AP2505,0.7685584983041895,1026.0,-774.0,1365.0,-325.0,W银河期货
AU,AU2502,0.6445108145671385,7287.0,-238.0,2786.0,-246.0,W银河期货
B,B2501,0.8989023819877816,-703.0,-426.0,-3889.0,301.0,W中信期货
B,B2501,0.8688494348867106,-1482.0,-62.0,-1482.0,-62.0,W海通期货
B,B2501,0.7976572236222678,-370.0,162.0,-1398.0,148.0,L方正中期
B,B2501,0.7740816533887063,-15967.0,1040.0,-11717.0,1040.0,W乾坤期货
B,B2501,0.7501861303669399,-1666.0,-30.0,-1666.0,-30.0,W中金财富
B,B2501,-0.6046501240957459,1488.0,789.0,4714.0,963.0,W国泰君安
B,B2501,-0.6055694580583558,1383.0,-199.0,1549.0,-354.0,L广发期货
B,B2501,-0.6945534399177081,4471.0,-1828.0,2051.0,-1212.0,W华泰期货
B,B2501,-0.906160818008634,5750.0,922.0,5067.0,984.0,L中信建投
B,B2505,0.8865600454562614,-15967.0,1040.0,-4250.0,0.0,W乾坤期货
B,B2505,-0.6060981805470401,217.0,-14.0,217.0,-14.0,L徽商期货
B,B2505,-0.6686848027564366,642.0,99.0,642.0,99.0,L东方财富
BR,BR2501,0.8319403813038098,-2741.0,-534.0,-463.0,43.0,W永安期货
BR,BR2501,0.816550100679069,-2017.0,303.0,-654.0,233.0,W银河期货
BR,BR2501,0.6011658315065398,-1098.0,1120.0,297.0,570.0,W中信期货
BR,BR2501,-0.6138624884647021,-46.0,44.0,-21.0,136.0,W华泰期货
BR,BR2501,-0.8847362029154782,639.0,-80.0,422.0,-106.0,L方正中期
BR,BR2502,0.7902741349189769,2584.0,416.0,1832.0,442.0,L中粮期货
BR,BR2502,0.7530306700942266,-46.0,44.0,-45.0,-92.0,W华泰期货
BR,BR2502,0.7387543700707722,639.0,-80.0,217.0,26.0,L方正中期
BR,BR2502,-0.6993285921998844,-70.0,-189.0,-165.0,-410.0,L中泰期货
BR,BR2502,-0.723519299772495,-2017.0,303.0,-1255.0,52.0,W银河期货
BR,BR2502,-0.7575514776788904,-9729.0,1495.0,-4868.0,286.0,W国泰君安
C,C2501,0.7618797586852979,-22210.0,1481.0,-17292.0,2533.0,W中金财富
C,C2501,0.685139711675093,-21489.0,1766.0,-14465.0,3743.0,W海通期货
C,C2501,0.6427764719867344,-12077.0,1135.0,-12618.0,1686.0,W兴证期货
C,C2501,-0.6722995559296655,33685.0,-4335.0,22465.0,-5614.0,L中信建投
C,C2501,-0.7359372741794907,25377.0,-7874.0,20341.0,-7154.0,L东方财富
C,C2503,0.6463408853926605,-1913.0,9475.0,-15106.0,-258.0,L中粮期货
C,C2503,-0.7437645591286327,25377.0,-7874.0,5036.0,-720.0,L东方财富
C,C2505,0.8272361637367374,-21489.0,1766.0,-5705.0,-1617.0,W海通期货
C,C2505,-0.6157379980640907,33685.0,-4335.0,5567.0,1125.0,L中信建投
C,C2507,0.7490128859131427,-21489.0,1766.0,-2082.0,-547.0,W海通期货
