symbol,informed_total,informed_chg,uninformed_total,uninformed_chg,net_total,net_chg
P,28887.0,-1118.0,-56950.0,-57.0,85837.0,-1061.0
Y,39067.0,-9735.0,-45464.0,-2392.0,84531.0,-7343.0
M,110776.0,-23841.0,40990.0,-9786.0,69786.0,-14055.0
AU,47348.0,-1036.0,-4238.0,394.0,51586.0,-1430.0
AG,35276.0,-5918.0,-11678.0,-612.0,46954.0,-5306.0
CU,24977.0,-385.0,-7783.0,145.0,32760.0,-530.0
L,16867.0,10995.0,-2539.0,-2315.0,19406.0,13310.0
OI,4975.0,-3843.0,-14256.0,686.0,19231.0,-4529.0
AO,9771.0,-166.0,-7898.0,1686.0,17669.0,-1852.0
EB,5775.0,-5698.0,-7678.0,-643.0,13453.0,-5055.0
ZN,12595.0,-2091.0,-828.0,96.0,13423.0,-2187.0
HC,37727.0,2122.0,30188.0,3541.0,7539.0,-1419.0
PR,2189.0,645.0,-1224.0,776.0,3413.0,-131.0
SN,2373.0,812.0,826.0,-305.0,1547.0,1117.0
J,-993.0,261.0,-1506.0,-13.0,513.0,274.0
BU,-5524.0,-3140.0,-5843.0,183.0,319.0,-3323.0
RS,6.0,0.0,8.0,0.0,-2.0,0.0
CY,-223.0,266.0,61.0,-30.0,-284.0,296.0
PX,-469.0,-1727.0,290.0,1727.0,-759.0,-3454.0
EC,-1502.0,112.0,-525.0,380.0,-977.0,-268.0
NR,-6770.0,-189.0,-5150.0,365.0,-1620.0,-554.0
PB,-1283.0,-1769.0,416.0,-343.0,-1699.0,-1426.0
PG,1951.0,-1145.0,3720.0,433.0,-1769.0,-1578.0
A,-2562.0,3710.0,1894.0,-2869.0,-4456.0,6579.0
SH,-4255.0,1071.0,1336.0,-518.0,-5591.0,1589.0
LH,-2032.0,1629.0,4264.0,-849.0,-6296.0,2478.0
LU,-9027.0,4725.0,-2035.0,151.0,-6992.0,4574.0
BR,-6204.0,208.0,1388.0,472.0,-7592.0,-264.0
CJ,-4938.0,366.0,4043.0,-556.0,-8981.0,922.0
AP,-6158.0,2640.0,3049.0,-2101.0,-9207.0,4741.0
SR,-2216.0,1405.0,7607.0,-1447.0,-9823.0,2852.0
TA,-15321.0,11731.0,-5043.0,-1925.0,-10278.0,13656.0
SS,-8265.0,5326.0,2886.0,359.0,-11151.0,4967.0
JD,-7977.0,1825.0,3671.0,-2257.0,-11648.0,4082.0
B,-8153.0,99.0,3654.0,-180.0,-11807.0,279.0
AL,-29071.0,698.0,-15854.0,-722.0,-13217.0,1420.0
PK,-10764.0,502.0,4006.0,-3709.0,-14770.0,4211.0
NI,-14593.0,455.0,1052.0,174.0,-15645.0,281.0
RU,-11972.0,2698.0,4381.0,-1513.0,-16353.0,4211.0
PF,-20838.0,2722.0,-3134.0,-481.0,-17704.0,3203.0
SP,-10968.0,-1860.0,6889.0,-439.0,-17857.0,-1421.0
UR,-18822.0,799.0,973.0,-2727.0,-19795.0,3526.0
SI,-536.0,1828.0,19524.0,-2457.0,-20060.0,4285.0
JM,-25309.0,3564.0,-4938.0,193.0,-20371.0,3371.0
CS,-23590.0,897.0,8572.0,-2811.0,-32162.0,3708.0
EG,-33416.0,-3802.0,1891.0,-260.0,-35307.0,-3542.0
PP,-16936.0,9828.0,19440.0,66.0,-36376.0,9762.0
LC,-19499.0,8019.0,17208.0,961.0,-36707.0,7058.0
I,-27265.0,6008.0,10103.0,3727.0,-37368.0,2281.0
FU,-28331.0,-4532.0,10857.0,-2237.0,-39188.0,-2295.0
CF,-31712.0,236.0,11645.0,-3082.0,-43357.0,3318.0
RM,-17677.0,-17739.0,26383.0,-1314.0,-44060.0,-16425.0
SF,-43716.0,531.0,2966.0,122.0,-46682.0,409.0
RB,-69766.0,1074.0,4833.0,-43631.0,-74599.0,44705.0
MA,-66152.0,-2350.0,11326.0,-7896.0,-77478.0,5546.0
SM,-99471.0,-2099.0,7050.0,1283.0,-106521.0,-3382.0
C,-118023.0,-4024.0,13478.0,-1449.0,-131501.0,-2575.0
SA,-126529.0,-9864.0,59174.0,12769.0,-185703.0,-22633.0
V,-155889.0,24922.0,31760.0,-962.0,-187649.0,25884.0
FG,-172458.0,39077.0,38305.0,-11857.0,-210763.0,50934.0
