symbol,informed_total,informed_chg,uninformed_total,uninformed_chg,net_total,net_chg
Y,94931.0,6122.0,-47407.0,-743.0,142338.0,6865.0
P,83607.0,-8058.0,-48998.0,7952.0,132605.0,-16010.0
M,105050.0,15404.0,13954.0,-10090.0,91096.0,25494.0
AU,42750.0,-916.0,-3675.0,536.0,46425.0,-1452.0
OI,29519.0,-4160.0,-13909.0,347.0,43428.0,-4507.0
RB,-7530.0,45914.0,-46302.0,-27220.0,38772.0,73134.0
AG,18335.0,-4518.0,-15618.0,2308.0,33953.0,-6826.0
HC,7798.0,-27618.0,-22893.0,-20318.0,30691.0,-7300.0
SR,31481.0,-5173.0,6786.0,-174.0,24695.0,-4999.0
CU,13539.0,-2466.0,-5854.0,751.0,19393.0,-3217.0
ZN,17991.0,-2199.0,2319.0,1423.0,15672.0,-3622.0
AL,-2533.0,1532.0,-15133.0,2740.0,12600.0,-1208.0
L,9441.0,-3664.0,-252.0,-1894.0,9693.0,-1770.0
AO,-1360.0,-2888.0,-7375.0,443.0,6015.0,-3331.0
EB,1977.0,-1113.0,-3967.0,5631.0,5944.0,-6744.0
SN,3667.0,483.0,-588.0,-198.0,4255.0,681.0
PR,2914.0,322.0,-1339.0,56.0,4253.0,266.0
PG,4504.0,477.0,1527.0,-2822.0,2977.0,3299.0
EC,-283.0,779.0,-358.0,18.0,75.0,761.0
RS,0.0,0.0,5.0,0.0,-5.0,0.0
CY,-201.0,2.0,46.0,-15.0,-247.0,17.0
J,-1139.0,98.0,-784.0,409.0,-355.0,-311.0
PX,-3601.0,1240.0,-3019.0,-1168.0,-582.0,2408.0
SS,1351.0,2669.0,2669.0,1207.0,-1318.0,1462.0
PB,-1142.0,1200.0,298.0,-670.0,-1440.0,1870.0
BU,-11126.0,-5315.0,-9014.0,-1994.0,-2112.0,-3321.0
PF,-7498.0,9441.0,-4822.0,-1688.0,-2676.0,11129.0
SH,-2255.0,1612.0,874.0,-462.0,-3129.0,2074.0
LH,-1835.0,947.0,2650.0,-1603.0,-4485.0,2550.0
NR,-9924.0,-484.0,-5435.0,25.0,-4489.0,-509.0
LU,-5006.0,2557.0,-140.0,1764.0,-4866.0,793.0
BR,-4559.0,1489.0,1670.0,-1088.0,-6229.0,2577.0
JD,-5485.0,2540.0,2715.0,-1846.0,-8200.0,4386.0
NI,-8690.0,3225.0,684.0,16.0,-9374.0,3209.0
CJ,-6359.0,-996.0,3959.0,-84.0,-10318.0,-912.0
JM,-17105.0,466.0,-5767.0,-2865.0,-11338.0,3331.0
UR,-9949.0,1360.0,1619.0,646.0,-11568.0,714.0
AP,-6457.0,-1170.0,5475.0,-73.0,-11932.0,-1097.0
SP,-8533.0,-877.0,5114.0,-1611.0,-13647.0,734.0
RU,-14800.0,-4568.0,-210.0,-316.0,-14590.0,-4252.0
A,-20599.0,3278.0,-4420.0,-6303.0,-16179.0,9581.0
B,-16914.0,1382.0,4046.0,-90.0,-20960.0,1472.0
CS,-12008.0,-1503.0,9134.0,468.0,-21142.0,-1971.0
EG,-21473.0,598.0,-306.0,-711.0,-21167.0,1309.0
I,-601.0,327.0,22742.0,-3411.0,-23343.0,3738.0
SI,-4261.0,-2698.0,20123.0,-337.0,-24384.0,-2361.0
PK,-27494.0,3435.0,-196.0,-4202.0,-27298.0,7637.0
FU,-23445.0,-2227.0,10700.0,-3696.0,-34145.0,1469.0
CF,-24983.0,5615.0,11262.0,-383.0,-36245.0,5998.0
SF,-34392.0,11387.0,3677.0,711.0,-38069.0,10676.0
PP,-29107.0,-17692.0,13185.0,-7367.0,-42292.0,-10325.0
LC,-24951.0,-4214.0,18034.0,826.0,-42985.0,-5040.0
RM,-49884.0,-5572.0,5293.0,-698.0,-55177.0,-4874.0
SM,-73069.0,10038.0,6746.0,-304.0,-79815.0,10342.0
MA,-103109.0,22337.0,20563.0,-1239.0,-123672.0,23576.0
V,-88298.0,282.0,36113.0,-6770.0,-124411.0,7052.0
C,-127025.0,-4521.0,8764.0,-9784.0,-135789.0,5263.0
FG,-100203.0,32095.0,36518.0,-1787.0,-136721.0,33882.0
SA,-116641.0,-9305.0,40785.0,-18389.0,-157426.0,9084.0
TA,-165105.0,-3524.0,3553.0,-91.0,-168658.0,-3433.0
