symbol,informed_total,informed_chg,uninformed_total,uninformed_chg,net_total,net_chg
L,98234.0,-705.0,-10921.0,2596.0,109155.0,-3301.0
SR,83263.0,-3800.0,2734.0,332.0,80529.0,-4132.0
MA,48795.0,3878.0,-20803.0,2536.0,69598.0,1342.0
Y,60368.0,-1609.0,-7825.0,3071.0,68193.0,-4680.0
I,71992.0,-318.0,8885.0,1350.0,63107.0,-1668.0
P,39321.0,-4725.0,-19861.0,11938.0,59182.0,-16663.0
ZN,49188.0,-2269.0,-91.0,14.0,49279.0,-2283.0
AU,38922.0,523.0,2339.0,500.0,36583.0,23.0
PF,32945.0,2740.0,3180.0,-39.0,29765.0,2779.0
BU,10514.0,-1518.0,-19126.0,177.0,29640.0,-1695.0
EB,19418.0,2482.0,-6553.0,-1358.0,25971.0,3840.0
AL,14980.0,-7375.0,-2991.0,964.0,17971.0,-8339.0
FU,12184.0,3263.0,-5510.0,-386.0,17694.0,3649.0
AO,6441.0,-189.0,-7304.0,1849.0,13745.0,-2038.0
AG,28697.0,2776.0,18548.0,-142.0,10149.0,2918.0
JD,4402.0,-1450.0,-2424.0,-77.0,6826.0,-1373.0
CF,13398.0,-4898.0,8303.0,53.0,5095.0,-4951.0
HC,39395.0,3475.0,34842.0,-90.0,4553.0,3565.0
NR,1356.0,-117.0,-1637.0,154.0,2993.0,-271.0
EG,626.0,869.0,-2282.0,919.0,2908.0,-50.0
EC,1710.0,-200.0,-1110.0,73.0,2820.0,-273.0
SN,2254.0,48.0,942.0,151.0,1312.0,-103.0
PB,4326.0,26.0,3212.0,-44.0,1114.0,70.0
PR,660.0,304.0,-99.0,-29.0,759.0,333.0
CY,305.0,-22.0,0.0,0.0,305.0,-22.0
RS,0.0,0.0,0.0,1.0,0.0,-1.0
SH,137.0,-1030.0,971.0,-466.0,-834.0,-564.0
PX,-960.0,458.0,456.0,329.0,-1416.0,129.0
NI,-1148.0,-410.0,817.0,777.0,-1965.0,-1187.0
BR,-613.0,692.0,1843.0,-1042.0,-2456.0,1734.0
LU,-4331.0,2004.0,-777.0,547.0,-3554.0,1457.0
AP,-382.0,387.0,3309.0,1291.0,-3691.0,-904.0
PP,4192.0,778.0,8399.0,526.0,-4207.0,252.0
SM,-9552.0,-1362.0,-4025.0,1692.0,-5527.0,-3054.0
PG,-5745.0,366.0,1996.0,138.0,-7741.0,228.0
CJ,-379.0,-697.0,7503.0,564.0,-7882.0,-1261.0
LH,-691.0,-99.0,7539.0,623.0,-8230.0,-722.0
SF,-5237.0,1630.0,5263.0,-3973.0,-10500.0,5603.0
B,-6350.0,-924.0,5579.0,-2778.0,-11929.0,1854.0
CS,-13755.0,-635.0,480.0,-4553.0,-14235.0,3918.0
SI,-4263.0,1390.0,10213.0,1046.0,-14476.0,344.0
SS,-14466.0,-453.0,120.0,-75.0,-14586.0,-378.0
JM,-1967.0,-863.0,12709.0,1585.0,-14676.0,-2448.0
RU,-8722.0,-1831.0,5975.0,1312.0,-14697.0,-3143.0
CU,-14567.0,-1773.0,770.0,179.0,-15337.0,-1952.0
C,-26733.0,2911.0,-8347.0,-24936.0,-18386.0,27847.0
SP,-11436.0,-38.0,7527.0,672.0,-18963.0,-710.0
OI,-13680.0,-1028.0,10208.0,-534.0,-23888.0,-494.0
FG,47989.0,15751.0,74225.0,-7611.0,-26236.0,23362.0
PK,-20486.0,-1208.0,7082.0,1027.0,-27568.0,-2235.0
UR,-28050.0,-931.0,3615.0,2661.0,-31665.0,-3592.0
LC,-39719.0,36.0,5690.0,3297.0,-45409.0,-3261.0
A,-42391.0,228.0,12673.0,-2042.0,-55064.0,2270.0
TA,-53325.0,16508.0,4857.0,-957.0,-58182.0,17465.0
RB,9878.0,1039.0,98157.0,-2437.0,-88279.0,3476.0
V,-90038.0,5294.0,19092.0,-2943.0,-109130.0,8237.0
SA,-98879.0,-8966.0,54167.0,-81.0,-153046.0,-8885.0
M,-101927.0,-37462.0,133277.0,2090.0,-235204.0,-39552.0
RM,-179946.0,-10051.0,64723.0,6120.0,-244669.0,-16171.0
