symbol,informed_total,informed_chg,uninformed_total,uninformed_chg,net_total,net_chg
P,97470.0,3980.0,-43090.0,-654.0,140560.0,4634.0
Y,89615.0,-4483.0,-27121.0,951.0,116736.0,-5434.0
AL,39672.0,-1207.0,-18567.0,2732.0,58239.0,-3939.0
AU,42681.0,2877.0,-10407.0,-525.0,53088.0,3402.0
AO,27346.0,-1817.0,-23116.0,1103.0,50462.0,-2920.0
OI,36784.0,-828.0,-8285.0,113.0,45069.0,-941.0
AG,52361.0,-1508.0,8629.0,1700.0,43732.0,-3208.0
SR,40724.0,703.0,964.0,-278.0,39760.0,981.0
FG,-4123.0,-7305.0,-24838.0,20188.0,20715.0,-27493.0
ZN,19258.0,724.0,700.0,-365.0,18558.0,1089.0
CS,18300.0,-951.0,4852.0,1364.0,13448.0,-2315.0
LC,-2964.0,848.0,-11900.0,1785.0,8936.0,-937.0
BU,10056.0,-5102.0,4375.0,2241.0,5681.0,-7343.0
PG,5287.0,-599.0,3106.0,540.0,2181.0,-1139.0
J,1127.0,-107.0,-790.0,270.0,1917.0,-377.0
PR,1466.0,15.0,232.0,81.0,1234.0,-66.0
LU,170.0,1271.0,-510.0,-142.0,680.0,1413.0
RS,3.0,0.0,8.0,-1.0,-5.0,1.0
SH,-1079.0,-278.0,-965.0,386.0,-114.0,-664.0
EC,204.0,-17.0,418.0,127.0,-214.0,-144.0
CJ,2087.0,-473.0,2460.0,118.0,-373.0,-591.0
CY,-374.0,-12.0,12.0,1.0,-386.0,-13.0
SN,-773.0,-1375.0,66.0,572.0,-839.0,-1947.0
BR,-578.0,136.0,282.0,-68.0,-860.0,204.0
AP,-428.0,2521.0,906.0,-2933.0,-1334.0,5454.0
UR,-2392.0,-533.0,-180.0,2869.0,-2212.0,-3402.0
NR,-5132.0,1091.0,-2500.0,294.0,-2632.0,797.0
SF,-658.0,875.0,2300.0,36.0,-2958.0,839.0
PF,-3082.0,-1229.0,490.0,470.0,-3572.0,-1699.0
PB,-2923.0,1011.0,1829.0,1025.0,-4752.0,-14.0
HC,24972.0,1169.0,29752.0,4809.0,-4780.0,-3640.0
SS,-6398.0,-903.0,-392.0,-287.0,-6006.0,-616.0
FU,5634.0,2108.0,11981.0,2348.0,-6347.0,-240.0
JM,874.0,-4458.0,7371.0,2339.0,-6497.0,-6797.0
CU,165.0,-691.0,6777.0,1118.0,-6612.0,-1809.0
EB,-9925.0,-5873.0,-2198.0,711.0,-7727.0,-6584.0
SI,-4031.0,-3967.0,3783.0,4720.0,-7814.0,-8687.0
JD,-3205.0,-2227.0,4660.0,2817.0,-7865.0,-5044.0
PX,-3860.0,-3148.0,5658.0,507.0,-9518.0,-3655.0
LH,-3141.0,153.0,8639.0,88.0,-11780.0,65.0
RU,-8174.0,-1424.0,4156.0,70.0,-12330.0,-1494.0
L,-21526.0,-4728.0,-8085.0,-460.0,-13441.0,-4268.0
I,8685.0,5634.0,22342.0,718.0,-13657.0,4916.0
PK,-10300.0,-1397.0,5621.0,2797.0,-15921.0,-4194.0
NI,-15461.0,-1980.0,1512.0,123.0,-16973.0,-2103.0
CF,-7329.0,-4699.0,10311.0,510.0,-17640.0,-5209.0
A,-14774.0,1641.0,3081.0,-1144.0,-17855.0,2785.0
B,-17240.0,22.0,3243.0,-578.0,-20483.0,600.0
SP,-12408.0,-4663.0,11828.0,3232.0,-24236.0,-7895.0
PP,-8940.0,-101.0,15378.0,864.0,-24318.0,-965.0
EG,-21827.0,-2185.0,4799.0,1481.0,-26626.0,-3666.0
SM,-20533.0,-1689.0,8749.0,-1100.0,-29282.0,-589.0
C,-23328.0,3476.0,52068.0,1846.0,-75396.0,1630.0
SA,-90111.0,-10193.0,8315.0,17265.0,-98426.0,-27458.0
MA,-95515.0,-6750.0,7957.0,3164.0,-103472.0,-9914.0
RM,-87687.0,-747.0,16096.0,608.0,-103783.0,-1355.0
RB,-61399.0,-16370.0,64713.0,-1696.0,-126112.0,-14674.0
V,-88924.0,-13537.0,50582.0,2716.0,-139506.0,-16253.0
TA,-155138.0,-17056.0,45405.0,9465.0,-200543.0,-26521.0
M,-102284.0,12938.0,113225.0,-6578.0,-215509.0,19516.0
