symbol,informed_total,informed_chg,uninformed_total,uninformed_chg,net_total,net_chg
Y,67134.0,4870.0,-21378.0,-1192.0,88512.0,6062.0
P,57013.0,4722.0,-6424.0,781.0,63437.0,3941.0
AU,32082.0,2844.0,1067.0,664.0,31015.0,2180.0
AG,19059.0,1534.0,-11787.0,1250.0,30846.0,284.0
OI,24139.0,12358.0,3624.0,-2103.0,20515.0,14461.0
PR,11539.0,2446.0,-4894.0,-986.0,16433.0,3432.0
ZN,20860.0,1075.0,7969.0,-1261.0,12891.0,2336.0
HC,49409.0,6302.0,41357.0,-2298.0,8052.0,8600.0
CS,5182.0,609.0,280.0,322.0,4902.0,287.0
BU,2347.0,842.0,-1428.0,296.0,3775.0,546.0
LU,-404.0,-2175.0,-3328.0,1702.0,2924.0,-3877.0
PG,4706.0,1262.0,4414.0,325.0,292.0,937.0
RS,-1.0,4.0,6.0,-3.0,-7.0,7.0
EC,152.0,104.0,192.0,-42.0,-40.0,146.0
CY,-793.0,-39.0,242.0,-1.0,-1035.0,-38.0
LH,-1049.0,-1058.0,976.0,2608.0,-2025.0,-3666.0
NR,-6812.0,-441.0,-3918.0,-10.0,-2894.0,-431.0
A,-2023.0,997.0,1008.0,-2074.0,-3031.0,3071.0
SH,-2778.0,2176.0,673.0,-300.0,-3451.0,2476.0
PX,-201.0,1768.0,3488.0,-1673.0,-3689.0,3441.0
J,-3978.0,367.0,-272.0,-159.0,-3706.0,526.0
PB,-1921.0,1031.0,2470.0,-26.0,-4391.0,1057.0
SN,-342.0,646.0,4628.0,-404.0,-4970.0,1050.0
AO,5153.0,544.0,10714.0,-1827.0,-5561.0,2371.0
BR,-4497.0,490.0,1184.0,410.0,-5681.0,80.0
FU,-6409.0,3456.0,696.0,-3898.0,-7105.0,7354.0
CU,-9651.0,-1505.0,-1684.0,-74.0,-7967.0,-1431.0
JD,-3028.0,-2318.0,5309.0,1333.0,-8337.0,-3651.0
CJ,-3942.0,670.0,6246.0,-113.0,-10188.0,783.0
EB,-4549.0,3166.0,8522.0,1220.0,-13071.0,1946.0
AP,-6885.0,1876.0,7046.0,-584.0,-13931.0,2460.0
RU,-2151.0,-31.0,11826.0,-133.0,-13977.0,102.0
SS,-8665.0,1571.0,5480.0,-1725.0,-14145.0,3296.0
UR,-11098.0,3453.0,4835.0,659.0,-15933.0,2794.0
B,-17345.0,5347.0,750.0,-797.0,-18095.0,6144.0
PF,-16578.0,2144.0,2355.0,-440.0,-18933.0,2584.0
JM,-23539.0,3449.0,-2348.0,162.0,-21191.0,3287.0
SP,-15245.0,-280.0,6110.0,361.0,-21355.0,-641.0
SI,-5901.0,-1029.0,17974.0,-1287.0,-23875.0,258.0
AL,-36633.0,-809.0,-12254.0,1876.0,-24379.0,-2685.0
NI,-24246.0,1755.0,549.0,-197.0,-24795.0,1952.0
SR,-7189.0,-1031.0,17703.0,49.0,-24892.0,-1080.0
PK,-19372.0,593.0,5734.0,-1511.0,-25106.0,2104.0
CF,-17740.0,797.0,10241.0,1880.0,-27981.0,-1083.0
EG,-24483.0,4642.0,6515.0,-1209.0,-30998.0,5851.0
SF,-34597.0,-977.0,-757.0,-457.0,-33840.0,-520.0
LC,-11869.0,-2539.0,27145.0,2629.0,-39014.0,-5168.0
M,15955.0,19629.0,82074.0,-247.0,-66119.0,19876.0
I,-20882.0,1699.0,52021.0,-894.0,-72903.0,2593.0
SA,-59396.0,19631.0,16821.0,-9338.0,-76217.0,28969.0
L,-37484.0,7749.0,39531.0,-508.0,-77015.0,8257.0
PP,-46627.0,4248.0,47502.0,-3549.0,-94129.0,7797.0
SM,-78642.0,673.0,15815.0,264.0,-94457.0,409.0
C,-87706.0,-7833.0,44444.0,3041.0,-132150.0,-10874.0
TA,-215849.0,39315.0,-76348.0,5273.0,-139501.0,34042.0
RM,-123216.0,21134.0,42247.0,-5390.0,-165463.0,26524.0
MA,-111872.0,-9621.0,56872.0,4731.0,-168744.0,-14352.0
FG,-159772.0,38668.0,10563.0,-14376.0,-170335.0,53044.0
V,-167415.0,26199.0,27250.0,-17444.0,-194665.0,43643.0
RB,-67165.0,45297.0,146538.0,5990.0,-213703.0,39307.0
