symbol,contract,net_pos_corr,net_pos,net_chg,c_net_pos,c_net_chg,broker
A,A2501,0.85349250302605,-2773.0,-403.0,-2773.0,-403.0,W瑞银期货
A,A2501,0.8450441496999028,-41544.0,-427.0,-14266.0,-268.0,W乾坤期货
A,A2501,-0.7931907914890476,9166.0,-387.0,9491.0,-204.0,L中信建投
A,A2503,-0.6564740543655925,288.0,-117.0,3800.0,12.0,W海通期货
A,A2503,-0.7177519558829744,1930.0,-87.0,287.0,-3.0,L广发期货
A,A2503,-0.788894446184641,9166.0,-387.0,433.0,-8.0,L中信建投
A,A2505,-0.6070759858574271,3554.0,-2375.0,3253.0,9.0,W国泰君安
A,A2505,-0.6083270070961739,5200.0,-9.0,2876.0,68.0,L徽商期货
A,A2505,-0.6669167955820855,1930.0,-87.0,1643.0,-84.0,L广发期货
AG,AG2412,0.6626248802989605,-2122.0,-1441.0,959.0,286.0,W华泰期货
AG,AG2412,-0.6302141741330979,10699.0,372.0,1540.0,686.0,L国投安信
AG,AG2412,-0.7460777514098555,-2866.0,-2167.0,482.0,-173.0,L东方财富
AG,AG2506,0.6253829046556739,-1297.0,6192.0,-1440.0,256.0,L东证期货
AG,AG2506,-0.6289008676852065,5371.0,-2884.0,3533.0,310.0,L中信建投
AL,AL2501,0.765670886684307,21508.0,1803.0,4102.0,798.0,W中信期货
AL,AL2501,0.7280553671267601,17525.0,1062.0,4812.0,853.0,W海通期货
AL,AL2504,-0.6440841496498434,299.0,0.0,299.0,0.0,L弘业期货
AO,AO2412,0.6996659161492971,6403.0,482.0,570.0,-19.0,L南华期货
AO,AO2412,0.6465455971438683,-195.0,15.0,-195.0,15.0,L国富期货
AO,AO2412,0.6077385153837244,3501.0,-22.0,195.0,-21.0,W创元期货
AO,AO2501,0.8403356943525702,6403.0,482.0,4340.0,263.0,L南华期货
AO,AO2501,0.777895248611028,12671.0,360.0,12044.0,5.0,W国泰君安
AO,AO2501,0.6015915077935283,6226.0,-303.0,3043.0,605.0,W海通期货
AO,AO2501,-0.6290445200443552,-1953.0,-94.0,-2340.0,-573.0,L中信建投
AO,AO2501,-0.8243416618986461,-4710.0,-273.0,-4792.0,-140.0,L徽商期货
AO,AO2501,-0.8948297977623828,-12819.0,-426.0,-8144.0,-418.0,L东方财富
AO,AO2502,-0.812541857563299,6226.0,-303.0,1570.0,-862.0,W海通期货
AO,AO2505,0.6286561147599853,12671.0,360.0,2067.0,-3193.0,W国泰君安
AP,AP2412,0.8559157690994483,-2888.0,671.0,30.0,20.0,L中泰期货
AP,AP2412,0.8142189254230547,859.0,-847.0,22.0,-1.0,W中信期货
AP,AP2412,-0.6371490208638932,-5675.0,1635.0,-116.0,41.0,W国泰君安
AP,AP2501,0.8324614013535312,1107.0,180.0,1384.0,188.0,W华泰期货
AP,AP2501,0.8032937526458483,-506.0,-450.0,715.0,-276.0,W海通期货
AP,AP2501,0.7826416493087679,5060.0,389.0,1611.0,-1220.0,L东证期货
AP,AP2501,-0.7126169432128701,-2888.0,671.0,-2237.0,407.0,L中泰期货
AP,AP2505,0.8150187583171193,2703.0,-41.0,1616.0,-136.0,L中信建投
AP,AP2505,-0.736533093995067,-5675.0,1635.0,-2132.0,204.0,W国泰君安
AU,AU2412,0.8050906352021089,-174.0,95.0,-174.0,95.0,L国富期货
AU,AU2412,0.6541438470690635,7195.0,-21.0,696.0,177.0,W国泰君安
AU,AU2508,-0.6376123792781588,10656.0,-645.0,232.0,-16.0,L东证期货
B,B2501,0.8705895486988741,1452.0,-567.0,-3394.0,-811.0,W中信期货
B,B2501,0.864210386989008,-1669.0,-365.0,-1669.0,-365.0,W海通期货
B,B2501,0.7733104331530571,-1752.0,24.0,-1752.0,24.0,W瑞银期货
B,B2501,0.7178047935036708,-14035.0,-330.0,-11235.0,470.0,W乾坤期货
B,B2501,0.6900836489034642,-1088.0,267.0,-1088.0,267.0,W中金财富
B,B2501,-0.7663724242665305,1213.0,-248.0,1226.0,-186.0,L徽商期货
B,B2501,-0.8200869443087618,5469.0,32.0,3118.0,-28.0,W华泰期货
B,B2501,-0.8206172614399214,-1070.0,1667.0,2303.0,1265.0,L东证期货
B,B2501,-0.8916960278731989,3865.0,208.0,3252.0,220.0,L中信建投
BR,BR2501,0.8380204489009888,506.0,1253.0,-401.0,264.0,W永安期货
BR,BR2501,0.7128249949921607,-2807.0,-74.0,-230.0,44.0,W中信期货
