symbol,informed_total,informed_chg,uninformed_total,uninformed_chg,net_total,net_chg
P,101486.0,9451.0,-46394.0,-8316.0,147880.0,17767.0
L,70688.0,-1900.0,-26921.0,-2450.0,97609.0,550.0
BU,52381.0,2435.0,-19408.0,-75.0,71789.0,2510.0
SR,66719.0,2806.0,-1618.0,-3838.0,68337.0,6644.0
MA,29951.0,5300.0,-6198.0,5001.0,36149.0,299.0
AO,15353.0,-311.0,-9043.0,-622.0,24396.0,311.0
CF,29169.0,2257.0,6150.0,1390.0,23019.0,867.0
ZN,24293.0,-5237.0,2355.0,1081.0,21938.0,-6318.0
Y,14452.0,4913.0,-3199.0,-1461.0,17651.0,6374.0
PB,11222.0,1125.0,-3275.0,-349.0,14497.0,1474.0
FU,10364.0,-163.0,-3963.0,1093.0,14327.0,-1256.0
JD,6388.0,4989.0,-7287.0,-2401.0,13675.0,7390.0
AU,14091.0,1137.0,609.0,-425.0,13482.0,1562.0
PP,11944.0,1348.0,587.0,-753.0,11357.0,2101.0
EB,4690.0,-3327.0,-5909.0,-1546.0,10599.0,-1781.0
AG,-4084.0,6950.0,-10653.0,-5543.0,6569.0,12493.0
LU,8083.0,2318.0,2519.0,-949.0,5564.0,3267.0
AL,833.0,681.0,-3254.0,675.0,4087.0,6.0
PR,2815.0,526.0,0.0,0.0,2815.0,526.0
PG,3418.0,545.0,937.0,-857.0,2481.0,1402.0
SH,564.0,-6.0,-704.0,-126.0,1268.0,120.0
NR,-1805.0,-1056.0,-2844.0,589.0,1039.0,-1645.0
EC,350.0,-78.0,-281.0,91.0,631.0,-169.0
RS,-2.0,-4.0,2.0,2.0,-4.0,-6.0
LG,153.0,-168.0,928.0,-360.0,-775.0,192.0
PF,-5429.0,-152.0,-4506.0,-1374.0,-923.0,1222.0
CY,-972.0,52.0,75.0,26.0,-1047.0,26.0
CU,-536.0,-2396.0,1222.0,505.0,-1758.0,-2901.0
I,18274.0,-1917.0,20173.0,-6173.0,-1899.0,4256.0
J,-2617.0,329.0,423.0,-173.0,-3040.0,502.0
NI,-2419.0,583.0,1424.0,-50.0,-3843.0,633.0
AP,-6684.0,1899.0,-2614.0,709.0,-4070.0,1190.0
EG,-6909.0,1738.0,-2504.0,-363.0,-4405.0,2101.0
SN,-1832.0,1454.0,3504.0,-940.0,-5336.0,2394.0
LC,4784.0,130.0,11248.0,-976.0,-6464.0,1106.0
SP,-2930.0,567.0,3787.0,-1423.0,-6717.0,1990.0
UR,-8795.0,-1446.0,-335.0,2936.0,-8460.0,-4382.0
LH,-4758.0,-486.0,4638.0,1137.0,-9396.0,-1623.0
PX,-11891.0,-4306.0,-2185.0,-144.0,-9706.0,-4162.0
CJ,-1720.0,1538.0,8529.0,-754.0,-10249.0,2292.0
BR,-10923.0,-2303.0,-430.0,-239.0,-10493.0,-2064.0
SI,-4446.0,-2989.0,6410.0,-4569.0,-10856.0,1580.0
SS,-3996.0,472.0,7974.0,1413.0,-11970.0,-941.0
B,-8547.0,1492.0,5220.0,-360.0,-13767.0,1852.0
RU,-16155.0,455.0,1849.0,-59.0,-18004.0,514.0
SF,-18981.0,-2476.0,1367.0,916.0,-20348.0,-3392.0
HC,-11612.0,5216.0,14725.0,-7984.0,-26337.0,13200.0
JM,-16901.0,499.0,11380.0,-1559.0,-28281.0,2058.0
SM,-32413.0,-1526.0,-3704.0,183.0,-28709.0,-1709.0
CS,-6297.0,-4317.0,24047.0,3174.0,-30344.0,-7491.0
OI,-20936.0,-3549.0,13300.0,1808.0,-34236.0,-5357.0
PK,-32060.0,-1138.0,7335.0,-40.0,-39395.0,-1098.0
A,-40109.0,-3199.0,14933.0,2144.0,-55042.0,-5343.0
FG,-12782.0,13983.0,45239.0,-12575.0,-58021.0,26558.0
RB,-65819.0,14365.0,62050.0,-3416.0,-127869.0,17781.0
M,-80231.0,-1641.0,67001.0,-1834.0,-147232.0,193.0
RM,-115617.0,408.0,54381.0,-469.0,-169998.0,877.0
SA,-120760.0,12340.0,53867.0,-7625.0,-174627.0,19965.0
V,-127126.0,2191.0,72923.0,-5444.0,-200049.0,7635.0
TA,-179395.0,6449.0,64571.0,30740.0,-243966.0,-24291.0
C,-169178.0,-20474.0,110756.0,8729.0,-279934.0,-29203.0
