,future_mkt_val_chg,call_mkt_val_chg,put_mkt_val_chg
CJ,0.4260252327319529,1.6161402414576558,-0.35138927433745804
BU,0.18851090114218394,0.0,0.0
CY,0.1543368792227231,0.0,0.0
P,0.1474554581044385,0.2915929195848126,-0.2286079100723446
AP,0.13123954210287114,4.7661789508019305,0.028390142314099753
ZN,0.09691176513278688,0.13712180008757002,0.22709984061051536
PG,0.09250727418863702,-0.0298671720217073,0.4538933406980068
BR,0.09221193214328793,0.13689225556680418,0.5248475871102243
L,0.07727886574328369,-0.16211437848053656,0.07724288283651104
TA,0.06421983725777114,-0.09522484883150495,0.47573656427798205
B,0.05238806716887079,0.18401621072816154,-0.11579879996989662
PB,0.047522116759999955,0.014659239245085498,0.09163468972066213
BC,0.046105398322772606,0.0,0.0
NI,0.045426989163044995,-0.03543349520306194,0.24794139485192468
M,0.037637782842512735,-0.007070479510215777,0.05660218805205908
SH,0.03558893741978575,-0.0011766368148435902,-0.3092098701925853
C,0.032298682100607934,0.057366601498166636,-0.16636692664395536
PP,0.03141564943830155,-0.18813679275034445,0.2346932717075576
CF,0.02519389042390685,0.08283023254643407,0.08397859515703554
Y,0.025035006780934843,-0.0054988156322033355,-0.12791990714105028
RU,0.02458125917966192,-0.051555155060117985,0.006164344861233628
SR,0.02121133799563024,0.28730705799187417,-0.23758507814449148
OI,0.020658705230278462,0.07098096706626045,-0.13745583706881614
LH,0.018929616267501226,0.2160459186185033,-0.05682182945612979
A,0.012920467166462002,0.21472600485336346,-0.23992015073490036
SP,0.012112135471940455,0.0,0.0
AO,0.008175704475155143,0.0011556660471252478,0.3259381203082201
V,0.007306460349223887,-0.36728724584552586,0.38058871728301025
ZC,0.0,0.0,0.0
JR,0.0,0.0,0.0
RI,0.0,0.0,0.0
LR,0.0,0.0,0.0
PM,0.0,0.0,0.0
FG,-0.0008011146597214358,-0.4569977393464314,0.017228568432634983
EC,-0.0020111890749324735,0.0,0.0
PR,-0.008256425195020567,0.0,0.0
SA,-0.00947480952317259,-0.23469299937542687,-0.09202538024012208
FU,-0.0118478277663574,0.0,0.0
AG,-0.015714015123163838,-0.27738709241316806,0.2964004491768677
EB,-0.016657411047723558,-0.23138236757749764,0.8329754224613255
CU,-0.017124931477799255,0.21957972996825936,0.2847757615169688
AU,-0.017407913380388718,0.0357002212304256,0.3172712218237381
HC,-0.01872434879646334,0.0,0.0
RM,-0.022097013561551138,-0.15479491834283188,0.25082683496374125
EG,-0.024752952994334665,-0.31321933556922776,0.10222545055004395
WR,-0.02601191104645939,0.0,0.0
SM,-0.02603544389252388,-0.3439000332023865,-0.023365891931338978
PX,-0.027480043377084984,-0.25487119014149495,-0.3694026696280691
UR,-0.02750788636692425,-0.10633380906657464,-0.27557197310003756
SN,-0.028452468887493754,-0.09790840464441108,-0.018204706879524912
RR,-0.03327006791665388,0.0,0.0
AL,-0.0334007028520954,-0.0581941876095049,0.3037989824838021
I,-0.040611021529700086,-0.19671144428787346,0.12956200057221423
NR,-0.04090612046773168,0.0,0.0
MA,-0.041109316075019886,-0.1813805049438355,0.03035955118884104
J,-0.04404284787935353,0.0,0.0
JD,-0.05615668819328157,0.048782253826425315,0.008875195103512645
RB,-0.06257418927601432,-0.22263411947915823,0.26861170345428653
SS,-0.07302563593616507,0.0,0.0
PF,-0.07928390979810418,0.047652766172090244,-0.20778976389798887
PK,-0.0801227797200188,0.6807397867277958,0.04212754393637663
JM,-0.08501660306995162,0.0,0.0
CS,-0.08654865171193415,0.010013636071753762,-0.05080024609530953
LC,-0.08956730588815975,-0.11381129179587302,-0.08914378893565367
LU,-0.09071355793807867,0.0,0.0
SF,-0.11941941707739812,-0.4378198518125358,-0.09711352017330699
SC,-0.12311173846035772,0.22827860618171547,-0.3012328670220271
BB,-0.13278893475154785,0.0,0.0
SI,-0.13398453995954096,-0.35987040375457413,0.36853472920448893
FB,-0.20173193186203353,0.0,0.0
RS,-0.9681124665485004,0.0,0.0
