symbol,informed_total,informed_chg,uninformed_total,uninformed_chg,net_total,net_chg
Y,100014.0,3196.0,-45344.0,-358.0,145358.0,3554.0
P,83992.0,12299.0,-42662.0,-2404.0,126654.0,14703.0
OI,38495.0,5663.0,-18656.0,-1141.0,57151.0,6804.0
AU,38337.0,-2759.0,-1311.0,-114.0,39648.0,-2645.0
L,20218.0,-2975.0,-11785.0,659.0,32003.0,-3634.0
SR,28340.0,-18652.0,3240.0,813.0,25100.0,-19465.0
AG,21705.0,7346.0,-1783.0,-248.0,23488.0,7594.0
CU,13891.0,56.0,-3644.0,-363.0,17535.0,419.0
AL,4397.0,-2645.0,-12169.0,192.0,16566.0,-2837.0
FU,8791.0,5184.0,-5639.0,735.0,14430.0,4449.0
PF,8688.0,-3353.0,-4039.0,-392.0,12727.0,-2961.0
BU,2846.0,-1648.0,-9243.0,-428.0,12089.0,-1220.0
ZN,13025.0,-1872.0,1148.0,-576.0,11877.0,-1296.0
AO,5426.0,4441.0,-4707.0,1217.0,10133.0,3224.0
PR,4659.0,-166.0,-2161.0,366.0,6820.0,-532.0
HC,-2258.0,5877.0,-8730.0,-3378.0,6472.0,9255.0
SN,3776.0,841.0,-1020.0,-261.0,4796.0,1102.0
SS,5426.0,181.0,1297.0,-439.0,4129.0,620.0
SH,720.0,-319.0,-2601.0,-1599.0,3321.0,1280.0
PX,-806.0,-2135.0,-3822.0,764.0,3016.0,-2899.0
EC,646.0,306.0,-581.0,991.0,1227.0,-685.0
PG,2268.0,-823.0,1442.0,-194.0,826.0,-629.0
J,4.0,16.0,-262.0,-50.0,266.0,66.0
LU,-881.0,246.0,-963.0,-20.0,82.0,266.0
RS,3.0,6.0,7.0,1.0,-4.0,5.0
CY,-344.0,-19.0,81.0,-8.0,-425.0,-11.0
EB,-7736.0,-4022.0,-5912.0,2750.0,-1824.0,-6772.0
NI,-2591.0,-269.0,-309.0,-442.0,-2282.0,173.0
BR,-2395.0,2418.0,1389.0,-182.0,-3784.0,2600.0
PB,-3741.0,-479.0,1599.0,1411.0,-5340.0,-1890.0
NR,-11904.0,1405.0,-5919.0,933.0,-5985.0,472.0
LH,-4176.0,-2024.0,3663.0,1432.0,-7839.0,-3456.0
JM,-9326.0,1315.0,-180.0,539.0,-9146.0,776.0
CJ,-4938.0,-1039.0,5051.0,-229.0,-9989.0,-810.0
JD,-8698.0,1458.0,5345.0,539.0,-14043.0,919.0
AP,-5147.0,-896.0,10883.0,359.0,-16030.0,-1255.0
CS,-6531.0,-1379.0,9963.0,-667.0,-16494.0,-712.0
EG,-17749.0,-9987.0,-1062.0,-1340.0,-16687.0,-8647.0
RU,-16313.0,-3148.0,3821.0,-2212.0,-20134.0,-936.0
SF,-14375.0,1464.0,5874.0,-9.0,-20249.0,1473.0
SP,-12917.0,1927.0,7868.0,715.0,-20785.0,1212.0
UR,-9663.0,-2503.0,11257.0,363.0,-20920.0,-2866.0
B,-16991.0,1101.0,4083.0,188.0,-21074.0,913.0
PK,-26152.0,307.0,-1249.0,-185.0,-24903.0,492.0
SI,-8290.0,529.0,18549.0,939.0,-26839.0,-410.0
CF,-13058.0,-3490.0,13953.0,395.0,-27011.0,-3885.0
PP,-7919.0,1487.0,20251.0,181.0,-28170.0,1306.0
LC,-10389.0,2190.0,20566.0,4078.0,-30955.0,-1888.0
A,-34341.0,-2587.0,350.0,-1171.0,-34691.0,-1416.0
I,-2555.0,-9016.0,37427.0,-142.0,-39982.0,-8874.0
SM,-36316.0,1665.0,7875.0,-2027.0,-44191.0,3692.0
FG,-42736.0,24419.0,52778.0,-10936.0,-95514.0,35355.0
RM,-68249.0,9549.0,27844.0,207.0,-96093.0,9342.0
M,-21017.0,-5790.0,93175.0,3380.0,-114192.0,-9170.0
SA,-114173.0,6407.0,4925.0,-15757.0,-119098.0,22164.0
MA,-96041.0,1965.0,23929.0,614.0,-119970.0,1351.0
V,-96408.0,-3285.0,40815.0,-1840.0,-137223.0,-1445.0
C,-119070.0,996.0,23325.0,4420.0,-142395.0,-3424.0
RB,-105821.0,-15645.0,38843.0,760.0,-144664.0,-16405.0
TA,-150899.0,-1900.0,-104.0,2112.0,-150795.0,-4012.0
