symbol,informed_total,informed_chg,uninformed_total,uninformed_chg,net_total,net_chg
P,82012.0,10765.0,-58555.0,-3824.0,140567.0,14589.0
Y,76668.0,1196.0,-45674.0,-330.0,122342.0,1526.0
AU,60931.0,1754.0,-1226.0,28.0,62157.0,1726.0
SR,52937.0,13700.0,2075.0,-1165.0,50862.0,14865.0
AG,44196.0,28.0,-5151.0,-3144.0,49347.0,3172.0
L,30683.0,5792.0,-13249.0,-1464.0,43932.0,7256.0
AL,28087.0,9013.0,-13700.0,-1832.0,41787.0,10845.0
OI,23693.0,-6571.0,-17559.0,1097.0,41252.0,-7668.0
ZN,22226.0,1402.0,-990.0,-568.0,23216.0,1970.0
HC,3467.0,9429.0,-17078.0,-9931.0,20545.0,19360.0
AO,6957.0,-1567.0,-6023.0,842.0,12980.0,-2409.0
LU,6496.0,-157.0,-6025.0,-813.0,12521.0,656.0
BU,759.0,1899.0,-11375.0,-1321.0,12134.0,3220.0
FU,6322.0,-6480.0,-4891.0,748.0,11213.0,-7228.0
CU,3191.0,-937.0,-7869.0,39.0,11060.0,-976.0
SN,5967.0,963.0,-930.0,-140.0,6897.0,1103.0
SH,3012.0,2292.0,-2993.0,-392.0,6005.0,2684.0
PR,3776.0,-789.0,-2214.0,-53.0,5990.0,-736.0
PF,2731.0,-6175.0,-1236.0,698.0,3967.0,-6873.0
JM,1752.0,1784.0,-1503.0,-1002.0,3255.0,2786.0
PX,-656.0,150.0,-3741.0,81.0,3085.0,69.0
SS,3436.0,-1990.0,923.0,-374.0,2513.0,-1616.0
J,2189.0,82.0,-150.0,112.0,2339.0,-30.0
PG,1426.0,-718.0,-36.0,-664.0,1462.0,-54.0
EC,1350.0,484.0,383.0,475.0,967.0,9.0
RS,3.0,-1.0,2.0,-1.0,1.0,0.0
EB,-3360.0,1451.0,-3270.0,608.0,-90.0,843.0
CY,-460.0,-19.0,62.0,-19.0,-522.0,0.0
EG,-2372.0,2113.0,-316.0,920.0,-2056.0,1193.0
NI,-2505.0,2045.0,-303.0,173.0,-2202.0,1872.0
PB,-2125.0,666.0,825.0,-1236.0,-2950.0,1902.0
CJ,154.0,151.0,4610.0,-441.0,-4456.0,592.0
BR,-3474.0,-862.0,1615.0,-52.0,-5089.0,-810.0
SP,589.0,11598.0,8131.0,-2660.0,-7542.0,14258.0
NR,-14075.0,-317.0,-6156.0,-301.0,-7919.0,-16.0
LH,-4348.0,-292.0,5255.0,1266.0,-9603.0,-1558.0
CF,1547.0,-695.0,13777.0,-176.0,-12230.0,-519.0
SF,-8724.0,2394.0,3561.0,35.0,-12285.0,2359.0
AP,-5680.0,-1190.0,10393.0,-490.0,-16073.0,-700.0
SI,-515.0,2770.0,15850.0,-3056.0,-16365.0,5826.0
JD,-12049.0,-2610.0,5452.0,-234.0,-17501.0,-2376.0
CS,-7967.0,-821.0,10976.0,-354.0,-18943.0,-467.0
I,9477.0,1098.0,29442.0,-1760.0,-19965.0,2858.0
B,-16939.0,862.0,4359.0,717.0,-21298.0,145.0
RU,-15666.0,1719.0,6958.0,759.0,-22624.0,960.0
PP,-2896.0,-664.0,19786.0,-465.0,-22682.0,-199.0
A,-28021.0,-344.0,-2312.0,-1610.0,-25709.0,1266.0
UR,-13882.0,1123.0,12325.0,-1766.0,-26207.0,2889.0
LC,-7712.0,3029.0,18857.0,-2516.0,-26569.0,5545.0
PK,-26690.0,-538.0,3.0,1252.0,-26693.0,-1790.0
SM,-36434.0,-118.0,14472.0,234.0,-50906.0,-352.0
RB,-87673.0,18297.0,-13378.0,-18461.0,-74295.0,36758.0
SA,-108801.0,5372.0,2185.0,-2740.0,-110986.0,8112.0
MA,-96677.0,2504.0,26376.0,2447.0,-123053.0,57.0
TA,-145518.0,5381.0,-18988.0,88.0,-126530.0,5293.0
FG,-57631.0,3085.0,69285.0,-1109.0,-126916.0,4194.0
RM,-106351.0,-16474.0,31906.0,4062.0,-138257.0,-20536.0
C,-119737.0,5965.0,22409.0,-610.0,-142146.0,6575.0
M,-82159.0,-35311.0,89697.0,16624.0,-171856.0,-51935.0
V,-114552.0,-7940.0,69108.0,5347.0,-183660.0,-13287.0
