symbol,informed_total,informed_chg,uninformed_total,uninformed_chg,net_total,net_chg
Y,86273.0,4179.0,-33159.0,-2802.0,119432.0,6981.0
P,74145.0,-2189.0,-36436.0,-46.0,110581.0,-2143.0
AU,45200.0,-2123.0,-4459.0,667.0,49659.0,-2790.0
OI,28354.0,1289.0,-17885.0,865.0,46239.0,424.0
AG,29304.0,3445.0,-14472.0,2537.0,43776.0,908.0
ZN,26903.0,3526.0,-4993.0,-431.0,31896.0,3957.0
AO,2217.0,-610.0,-12597.0,1793.0,14814.0,-2403.0
CU,9551.0,-1465.0,-2473.0,106.0,12024.0,-1571.0
SR,22250.0,2025.0,10490.0,-943.0,11760.0,2968.0
BU,2152.0,3836.0,-8824.0,-303.0,10976.0,4139.0
PR,2666.0,-4650.0,-2476.0,1848.0,5142.0,-6498.0
EB,6817.0,6510.0,2532.0,-351.0,4285.0,6861.0
PG,4431.0,1053.0,2348.0,-407.0,2083.0,1460.0
PX,-1110.0,979.0,-2190.0,-4908.0,1080.0,5887.0
SN,1276.0,-173.0,1016.0,-63.0,260.0,-110.0
RS,-1.0,1.0,9.0,7.0,-10.0,-6.0
CY,-429.0,120.0,85.0,-62.0,-514.0,182.0
EC,-1120.0,-397.0,-567.0,1096.0,-553.0,-1493.0
LU,-5525.0,-1947.0,-4292.0,690.0,-1233.0,-2637.0
J,-1872.0,1250.0,-303.0,-127.0,-1569.0,1377.0
CS,8372.0,-1660.0,12378.0,507.0,-4006.0,-2167.0
SS,-1021.0,3913.0,3072.0,-1941.0,-4093.0,5854.0
I,-7068.0,9813.0,-2520.0,927.0,-4548.0,8886.0
HC,15048.0,-12771.0,19643.0,-7523.0,-4595.0,-5248.0
BR,-5669.0,389.0,-600.0,890.0,-5069.0,-501.0
PB,-2317.0,-530.0,3476.0,596.0,-5793.0,-1126.0
AL,-6247.0,4869.0,-31.0,-306.0,-6216.0,5175.0
NR,-11503.0,-266.0,-4940.0,564.0,-6563.0,-830.0
SH,-6001.0,-730.0,3314.0,-178.0,-9315.0,-552.0
EG,-14368.0,3548.0,-5031.0,-337.0,-9337.0,3885.0
FU,-2064.0,261.0,7304.0,311.0,-9368.0,-50.0
LH,-6087.0,-1391.0,7097.0,738.0,-13184.0,-2129.0
CJ,-6401.0,1282.0,7033.0,18.0,-13434.0,1264.0
AP,-7970.0,536.0,7977.0,420.0,-15947.0,116.0
RU,-12585.0,-4902.0,4051.0,128.0,-16636.0,-5030.0
L,-9918.0,10213.0,7110.0,-952.0,-17028.0,11165.0
PF,-21079.0,658.0,-3616.0,-828.0,-17463.0,1486.0
UR,-10626.0,-1746.0,7037.0,120.0,-17663.0,-1866.0
SP,-11086.0,3001.0,7714.0,-1167.0,-18800.0,4168.0
JM,-22391.0,5825.0,-3122.0,-796.0,-19269.0,6621.0
M,42756.0,-22504.0,62770.0,1009.0,-20014.0,-23513.0
B,-18148.0,-3665.0,2135.0,457.0,-20283.0,-4122.0
NI,-16434.0,665.0,3969.0,-185.0,-20403.0,850.0
JD,-9910.0,-1806.0,11266.0,3658.0,-21176.0,-5464.0
SI,-3283.0,-1146.0,22026.0,786.0,-25309.0,-1932.0
A,-30680.0,-40.0,1918.0,-28.0,-32598.0,-12.0
PK,-29010.0,1185.0,4751.0,-785.0,-33761.0,1970.0
PP,-13916.0,-19624.0,21415.0,971.0,-35331.0,-20595.0
CF,-24312.0,10087.0,13648.0,-656.0,-37960.0,10743.0
LC,-27008.0,1732.0,17043.0,-2220.0,-44051.0,3952.0
SF,-42705.0,2389.0,2379.0,274.0,-45084.0,2115.0
SM,-86668.0,4475.0,8139.0,1236.0,-94807.0,3239.0
RM,-83379.0,-23419.0,16331.0,1775.0,-99710.0,-25194.0
SA,-93492.0,3496.0,19948.0,-13550.0,-113440.0,17046.0
V,-104712.0,21753.0,27186.0,-6699.0,-131898.0,28452.0
MA,-127127.0,3278.0,13435.0,-1429.0,-140562.0,4707.0
TA,-147176.0,32438.0,-3062.0,91.0,-144114.0,32347.0
RB,-60145.0,-33977.0,89242.0,-18086.0,-149387.0,-15891.0
C,-126723.0,257.0,23852.0,1946.0,-150575.0,-1689.0
FG,-183848.0,51231.0,62243.0,8761.0,-246091.0,42470.0
