symbol,informed_total,informed_chg,uninformed_total,uninformed_chg,net_total,net_chg
Y,85567.0,2516.0,-31772.0,-542.0,117339.0,3058.0
P,72481.0,-3163.0,-34578.0,627.0,107059.0,-3790.0
OI,29998.0,13284.0,-18750.0,-1058.0,48748.0,14342.0
AU,41986.0,0.0,-4009.0,1508.0,45995.0,-1508.0
AG,22885.0,-1537.0,-15656.0,-5438.0,38541.0,3901.0
HC,64193.0,30784.0,39215.0,13968.0,24978.0,16816.0
ZN,20148.0,2963.0,-2795.0,-75.0,22943.0,3038.0
AO,6297.0,3991.0,-14530.0,1416.0,20827.0,2575.0
BU,5576.0,2108.0,-9077.0,-1129.0,14653.0,3237.0
SR,25787.0,-1179.0,12070.0,-331.0,13717.0,-848.0
PR,8423.0,-302.0,-4751.0,-17.0,13174.0,-285.0
CU,12489.0,5829.0,1114.0,-235.0,11375.0,6064.0
CS,15842.0,-3148.0,9961.0,-23.0,5881.0,-3125.0
PG,6447.0,864.0,2755.0,110.0,3692.0,754.0
LU,-1972.0,-1102.0,-4617.0,-1553.0,2645.0,451.0
M,48589.0,42163.0,48303.0,-184.0,286.0,42347.0
SN,1033.0,1853.0,775.0,-143.0,258.0,1996.0
RS,-2.0,-1.0,2.0,-9.0,-4.0,8.0
CY,-442.0,84.0,147.0,3.0,-589.0,81.0
EC,-2419.0,161.0,-1158.0,36.0,-1261.0,125.0
FU,5676.0,-1990.0,6993.0,934.0,-1317.0,-2924.0
J,-1891.0,521.0,-529.0,-202.0,-1362.0,723.0
PX,-852.0,447.0,777.0,275.0,-1629.0,172.0
AL,-3303.0,1971.0,-1629.0,-898.0,-1674.0,2869.0
I,-7734.0,9092.0,-3447.0,-8708.0,-4287.0,17800.0
PB,-1937.0,3764.0,2829.0,-889.0,-4766.0,4653.0
BR,-6129.0,1715.0,-1291.0,-372.0,-4838.0,2087.0
SH,-2093.0,-1387.0,3492.0,-351.0,-5585.0,-1036.0
NR,-11984.0,2186.0,-5953.0,-724.0,-6031.0,2910.0
EB,-2361.0,-7326.0,5107.0,2130.0,-7468.0,-9456.0
AP,-2431.0,1453.0,5242.0,239.0,-7673.0,1214.0
CJ,-856.0,1774.0,7015.0,-921.0,-7871.0,2695.0
SS,-2884.0,1948.0,5013.0,-1086.0,-7897.0,3034.0
JD,-2724.0,2690.0,6438.0,-1418.0,-9162.0,4108.0
EG,-10088.0,4045.0,-366.0,-957.0,-9722.0,5002.0
LH,-3602.0,412.0,6267.0,736.0,-9869.0,-324.0
RU,-1918.0,-4235.0,8592.0,1263.0,-10510.0,-5498.0
JM,-17379.0,5161.0,-2353.0,-462.0,-15026.0,5623.0
PF,-18001.0,-11.0,-2788.0,-1404.0,-15213.0,1393.0
B,-15382.0,2165.0,2235.0,475.0,-17617.0,1690.0
NI,-16531.0,1688.0,4361.0,-940.0,-20892.0,2628.0
UR,-17791.0,-2865.0,6917.0,-228.0,-24708.0,-2637.0
SI,-7375.0,4078.0,21240.0,-2724.0,-28615.0,6802.0
PP,-8475.0,17122.0,20444.0,-1424.0,-28919.0,18546.0
SP,-18185.0,-2609.0,11039.0,-461.0,-29224.0,-2148.0
LC,-10284.0,-1675.0,19988.0,-1480.0,-30272.0,-195.0
SF,-34251.0,-1211.0,-1574.0,-27.0,-32677.0,-1184.0
A,-32168.0,-572.0,1992.0,-362.0,-34160.0,-210.0
PK,-30195.0,-28.0,5536.0,-282.0,-35731.0,254.0
CF,-23165.0,-5720.0,14304.0,459.0,-37469.0,-6179.0
L,-38370.0,11180.0,7745.0,-4028.0,-46115.0,15208.0
RM,-59217.0,18722.0,2535.0,-1560.0,-61752.0,20282.0
SM,-62415.0,-1289.0,6903.0,-759.0,-69318.0,-530.0
RB,-24730.0,64279.0,46119.0,-22256.0,-70849.0,86535.0
SA,-64359.0,25174.0,33498.0,-12664.0,-97857.0,37838.0
MA,-104661.0,-2993.0,14864.0,-36.0,-119525.0,-2957.0
C,-97893.0,-12775.0,23212.0,37.0,-121105.0,-12812.0
TA,-161406.0,-2674.0,-22992.0,2050.0,-138414.0,-4724.0
V,-124671.0,32706.0,43912.0,-9170.0,-168583.0,41876.0
FG,-157808.0,-36130.0,53482.0,9439.0,-211290.0,-45569.0
