symbol,contract,net_pos_corr,net_pos,net_chg,c_net_pos,c_net_chg,broker
A,A2501,0.6405609816801547,-21891.0,-511.0,-9110.0,1298.0,W乾坤期货
A,A2501,0.6233401104110662,-28728.0,-991.0,-28728.0,-991.0,W摩根大通
A,A2501,-0.6233738127044759,2357.0,475.0,2742.0,485.0,L中泰期货
AG,AG2410,0.6513500373724466,80.0,-66.0,457.0,86.0,W浙商期货
AG,AG2412,-0.6172212226173428,-5443.0,-924.0,-6038.0,-837.0,L东方财富
AG,AG2412,-0.6934758794003135,-5857.0,-206.0,-6581.0,-540.0,L中泰期货
AG,AG2504,0.6328449287415627,4836.0,561.0,-403.0,-73.0,W华泰期货
AG,AG2504,0.6216798449291634,-8855.0,-2604.0,-1420.0,-2.0,L国信期货
AL,AL2501,0.6982287962121928,6283.0,-603.0,3901.0,-976.0,W东吴期货
AL,AL2501,0.6844008220955503,-2802.0,91.0,1056.0,6.0,L中信建投
AL,AL2501,-0.8041819683813025,-11447.0,-786.0,-1016.0,37.0,L中泰期货
AO,AO2410,-0.6658154063148998,1606.0,2628.0,-364.0,24.0,L南华期货
AO,AO2411,-0.6618585412058737,-2187.0,-663.0,-1145.0,-435.0,L中信建投
AO,AO2411,-0.6875441272574726,-3415.0,454.0,-1344.0,718.0,L方正中期
AO,AO2411,-0.7299073944034424,-7679.0,-1107.0,-4784.0,-1085.0,L东方财富
AO,AO2411,-0.7926093302695991,-2855.0,104.0,-1995.0,125.0,L徽商期货
AO,AO2412,0.7007158911297391,3395.0,249.0,1337.0,28.0,W华泰期货
AO,AO2412,0.6194234924996739,14960.0,359.0,2122.0,438.0,L永安期货
AO,AO2412,-0.657958365661837,-2176.0,851.0,929.0,938.0,W浙商期货
AO,AO2501,0.9118932533327914,5423.0,-1502.0,4301.0,1780.0,W中信期货
AO,AO2501,0.7767881187332519,3362.0,2700.0,2835.0,229.0,W国泰君安
AO,AO2501,0.7630508140854423,3395.0,249.0,-27.0,-5.0,W华泰期货
AO,AO2501,0.7431127457669711,-311.0,-972.0,-1132.0,-201.0,W一德期货
AO,AO2501,0.6321732959788069,-2176.0,851.0,-669.0,211.0,W浙商期货
AO,AO2501,-0.6418090452498237,-3415.0,454.0,-1626.0,-48.0,L方正中期
AO,AO2501,-0.8754790370084988,-2187.0,-663.0,-1007.0,-125.0,L中信建投
AO,AO2501,-0.9468894886442081,-7679.0,-1107.0,-1794.0,-134.0,L东方财富
AP,AP2501,0.6346154057622375,-1834.0,701.0,-625.0,772.0,W华泰期货
AP,AP2501,-0.8356290352119325,-4288.0,-283.0,-3745.0,-377.0,W创元期货
AU,AU2412,0.701791949069613,19997.0,483.0,14478.0,821.0,W东证期货
AU,AU2412,0.6945123464080241,12394.0,-848.0,12916.0,-932.0,W中信期货
AU,AU2412,0.6704609816233378,-492.0,1427.0,3306.0,-159.0,L中信建投
AU,AU2412,0.670211174536652,2737.0,216.0,2046.0,67.0,W创元期货
AU,AU2412,0.620404896055688,13202.0,-27.0,8652.0,627.0,W国泰君安
AU,AU2412,-0.7404869294177914,-4322.0,510.0,-2779.0,320.0,L方正中期
AU,AU2412,-0.9622204895078592,-2267.0,293.0,-1872.0,190.0,L中辉期货
AU,AU2502,0.6526052713258229,19997.0,483.0,5446.0,-113.0,W东证期货
AU,AU2502,-0.7453737623698667,-4322.0,510.0,-306.0,225.0,L方正中期
AU,AU2504,0.735855910800769,2737.0,216.0,115.0,-21.0,W创元期货
AU,AU2504,-0.6376769443439311,449.0,-434.0,-927.0,-34.0,L南华期货
AU,AU2506,0.6576839733501114,356.0,5.0,356.0,5.0,L东方财富
AU,AU2506,0.6071100993485964,5228.0,-26.0,1153.0,0.0,W浙商期货
AU,AU2506,-0.6217100692194464,-492.0,1427.0,-1317.0,-1.0,L中信建投
AU,AU2506,-0.6276716159946003,109.0,48.0,-58.0,3.0,L中泰期货
AU,AU2506,-0.7350181550140148,285.0,44.0,-12.0,39.0,L国信期货
B,B2411,0.662423714339628,1468.0,256.0,1279.0,266.0,L中信建投
B,B2411,0.6191286584093174,521.0,266.0,1027.0,261.0,W创元期货
B,B2411,-0.6952195224357475,-9720.0,3630.0,-3319.0,2882.0,W国泰君安
B,B2505,0.6471140658839797,-9720.0,3630.0,-6401.0,748.0,W国泰君安
B,B2505,-0.617449059168096,-1575.0,586.0,-1539.0,9.0,W东证期货
BR,BR2410,-0.8251536881491743,-124.0,-59.0,-124.0,-59.0,L徽商期货
BR,BR2411,0.8600628723153592,879.0,46.0,822.0,45.0,L方正中期
BR,BR2411,0.6365328875062116,1012.0,-307.0,1116.0,-67.0,L中泰期货
BR,BR2411,-0.7834665145563637,-7309.0,3190.0,-6856.0,3446.0,W国泰君安
C,C2411,0.6252466610111025,-6176.0,-82.0,-7611.0,-82.0,W摩根大通
C,C2411,-0.726617126596797,16699.0,-948.0,9985.0,-833.0,L东方财富
C,C2411,-0.9639749904026431,-10391.0,-7611.0,11521.0,2002.0,W一德期货
C,C2501,-0.7677973076479365,16665.0,1427.0,13306.0,176.0,L中信建投
C,C2501,-0.8647018709551908,16699.0,-948.0,5269.0,-43.0,L东方财富
C,C2503,0.6217928161712878,-6176.0,-82.0,-1000.0,0.0,W摩根大通
C,C2503,-0.7732076561420304,2306.0,-335.0,2710.0,-387.0,L中辉期货
C,C2503,-0.7814619082270233,850.0,47.0,1387.0,25.0,L安粮期货
