symbol,informed_total,informed_chg,uninformed_total,uninformed_chg,net_total,net_chg
P,72171.0,-1446.0,-41064.0,1335.0,113235.0,-2781.0
L,93126.0,-839.0,-11315.0,632.0,104441.0,-1471.0
Y,91425.0,193.0,-2638.0,-485.0,94063.0,678.0
SR,102173.0,-6965.0,12916.0,1024.0,89257.0,-7989.0
BU,45917.0,2570.0,-23900.0,-162.0,69817.0,2732.0
I,72683.0,7618.0,5953.0,610.0,66730.0,7008.0
AG,58585.0,9278.0,-6818.0,2150.0,65403.0,7128.0
ZN,57611.0,18.0,-6688.0,-2357.0,64299.0,2375.0
AU,54059.0,2181.0,-1001.0,147.0,55060.0,2034.0
MA,23787.0,10928.0,-29133.0,-7464.0,52920.0,18392.0
HC,85645.0,4351.0,33497.0,3245.0,52148.0,1106.0
AL,37715.0,6728.0,-12812.0,-1493.0,50527.0,8221.0
CF,47187.0,-236.0,4586.0,-336.0,42601.0,100.0
FU,31273.0,21053.0,-9690.0,-10851.0,40963.0,31904.0
AO,17015.0,757.0,-7573.0,-4437.0,24588.0,5194.0
JD,7810.0,2948.0,-13227.0,443.0,21037.0,2505.0
SN,6199.0,1129.0,-2107.0,-817.0,8306.0,1946.0
NI,7417.0,9279.0,189.0,-4530.0,7228.0,13809.0
PF,920.0,-1206.0,-5207.0,-1214.0,6127.0,8.0
PB,5083.0,-1535.0,-982.0,1305.0,6065.0,-2840.0
EC,2769.0,507.0,-993.0,-391.0,3762.0,898.0
PR,2251.0,278.0,-414.0,88.0,2665.0,190.0
SH,303.0,1105.0,-741.0,58.0,1044.0,1047.0
PG,1339.0,594.0,878.0,-100.0,461.0,694.0
CY,-256.0,-33.0,172.0,19.0,-428.0,-52.0
CJ,-392.0,2451.0,4109.0,-1230.0,-4501.0,3681.0
PX,-6033.0,-563.0,-1242.0,-394.0,-4791.0,-169.0
AP,-3704.0,376.0,1924.0,712.0,-5628.0,-336.0
BR,-6171.0,-13.0,-112.0,136.0,-6059.0,-149.0
NR,-8602.0,580.0,-2497.0,279.0,-6105.0,301.0
LH,-3920.0,-1128.0,4590.0,766.0,-8510.0,-1894.0
SF,-7348.0,-2536.0,4252.0,111.0,-11600.0,-2647.0
CU,1781.0,-233.0,13437.0,942.0,-11656.0,-1175.0
SP,-9104.0,-609.0,3067.0,1586.0,-12171.0,-2195.0
SS,-14468.0,3875.0,-1537.0,-45.0,-12931.0,3920.0
LU,-14701.0,3960.0,-1343.0,-872.0,-13358.0,4832.0
EB,-13445.0,-1201.0,475.0,-1454.0,-13920.0,253.0
PP,-9532.0,508.0,7113.0,-2013.0,-16645.0,2521.0
EG,-19079.0,-10021.0,-722.0,-1895.0,-18357.0,-8126.0
SI,-2744.0,-910.0,15676.0,17.0,-18420.0,-927.0
JM,-9463.0,4431.0,12979.0,-2248.0,-22442.0,6679.0
CS,-17788.0,1135.0,5914.0,-852.0,-23702.0,1987.0
B,-14146.0,3142.0,10875.0,264.0,-25021.0,2878.0
PK,-21353.0,1334.0,5558.0,1329.0,-26911.0,5.0
SM,-40169.0,-1684.0,-13239.0,2442.0,-26930.0,-4126.0
OI,-14378.0,-9689.0,13158.0,3911.0,-27536.0,-13600.0
RU,-22266.0,-5757.0,12243.0,978.0,-34509.0,-6735.0
UR,-34908.0,-2231.0,1812.0,560.0,-36720.0,-2791.0
LC,-38502.0,1158.0,5925.0,-1592.0,-44427.0,2750.0
A,-33928.0,4105.0,16567.0,-72.0,-50495.0,4177.0
RB,45609.0,32027.0,127387.0,-9542.0,-81778.0,41569.0
FG,-37336.0,6891.0,81222.0,-5814.0,-118558.0,12705.0
SA,-142822.0,3892.0,11925.0,-2513.0,-154747.0,6405.0
C,-132506.0,-1903.0,41324.0,-5884.0,-173830.0,3981.0
TA,-184800.0,5821.0,26677.0,-3414.0,-211477.0,9235.0
RM,-145778.0,4697.0,68283.0,2754.0,-214061.0,1943.0
V,-176810.0,19803.0,65353.0,-2598.0,-242163.0,22401.0
M,-149787.0,-4249.0,282070.0,5228.0,-431857.0,-9477.0
