symbol,contract,net_pos_corr,net_pos,net_chg,c_net_pos,c_net_chg,broker
A,A2501,0.6691548033902008,2818.0,64.0,1318.0,-39.0,L东方财富
A,A2501,0.6161237092963947,-4884.0,1112.0,-7328.0,-1217.0,W中信期货
A,A2501,0.6123185581489394,-33537.0,2200.0,-2740.0,3953.0,W乾坤期货
A,A2501,-0.7199150596108681,7862.0,-164.0,6636.0,-114.0,L中信建投
A,A2501,-0.8564847253181455,13954.0,23.0,10535.0,-8.0,W银河期货
A,A2503,0.6460707799327549,-1017.0,-69.0,-734.0,-7.0,W海证期货
A,A2503,-0.8003120968327091,4128.0,236.0,3793.0,-6.0,W海通期货
A,A2503,-0.8125029343030677,7862.0,-164.0,1226.0,-50.0,L中信建投
A,A2505,0.7997560543738166,-33537.0,2200.0,-17531.0,-1759.0,W乾坤期货
A,A2505,-0.6084572722222165,2818.0,64.0,1500.0,103.0,L东方财富
A,A2505,-0.6337865411989064,4282.0,-195.0,1882.0,113.0,L徽商期货
A,A2505,-0.6468145667064459,13954.0,23.0,2017.0,8.0,W银河期货
A,A2505,-0.8031869635482722,1293.0,642.0,5486.0,627.0,W国泰君安
A,A2505,-0.8277783056697936,4708.0,-916.0,1173.0,-425.0,W永安期货
AG,AG2412,0.6051406631615007,-3683.0,-674.0,-104.0,0.0,L徽商期货
AG,AG2502,0.7308209294528447,3519.0,-36.0,4444.0,-12.0,W乾坤期货
AL,AL2501,0.7662582458683034,14798.0,-122.0,2627.0,-299.0,W海通期货
AL,AL2501,0.7475130650543538,13623.0,3842.0,1176.0,28.0,W中信期货
AL,AL2501,-0.660945601538701,-12348.0,-170.0,-4167.0,-226.0,L中泰期货
AL,AL2503,0.8748231630978279,2458.0,-721.0,-1702.0,-259.0,W永安期货
AL,AL2503,-0.6336728837450811,2125.0,9.0,1069.0,9.0,W海证期货
AL,AL2503,-0.6394780438328538,14798.0,-122.0,925.0,-3.0,W海通期货
AL,AL2503,-0.6656147055038586,13623.0,3842.0,9225.0,816.0,W中信期货
AO,AO2501,0.7815999351423344,6031.0,-284.0,2427.0,34.0,L中粮期货
AO,AO2501,0.6328715708417048,127.0,-202.0,-594.0,349.0,L南华期货
AO,AO2501,-0.6315206587095563,-4598.0,408.0,-3194.0,-237.0,L徽商期货
AO,AO2501,-0.740937550080564,-11265.0,-1189.0,-5753.0,-204.0,L东方财富
AO,AO2502,-0.6034783613745658,3308.0,-772.0,587.0,-165.0,L中泰期货
AO,AO2503,-0.6984235640055518,-159.0,60.0,1556.0,202.0,L宏源期货
AO,AO2505,0.6626595068596183,4314.0,787.0,-2437.0,424.0,W银河期货
AO,AO2505,0.6557508727143828,-1673.0,-57.0,-1673.0,-57.0,W海证期货
AO,AO2505,-0.6667115311304557,6031.0,-284.0,3784.0,-288.0,L中粮期货
AP,AP2412,0.8501474156406099,-1503.0,-2.0,-13.0,0.0,W永安期货
AP,AP2412,0.8224026938159342,1860.0,-391.0,10.0,0.0,L中粮期货
