symbol,informed_total,informed_chg,uninformed_total,uninformed_chg,net_total,net_chg
Y,135567.0,-7499.0,-41608.0,-8887.0,177175.0,1388.0
TA,-26264.0,-707.0,-92004.0,1489.0,65740.0,-2196.0
HC,113188.0,-23691.0,48188.0,-8506.0,65000.0,-15185.0
AU,48793.0,2334.0,1709.0,882.0,47084.0,1452.0
AG,35374.0,4109.0,-5859.0,2619.0,41233.0,1490.0
AL,15740.0,-1718.0,-23157.0,266.0,38897.0,-1984.0
CU,27010.0,-662.0,-6299.0,-1418.0,33309.0,756.0
OI,8755.0,899.0,-8346.0,1507.0,17101.0,-608.0
ZN,19602.0,502.0,3643.0,-287.0,15959.0,789.0
P,-9525.0,1192.0,-25125.0,-3625.0,15600.0,4817.0
JD,12610.0,2600.0,-70.0,-1000.0,12680.0,3600.0
FU,9934.0,5349.0,-2198.0,1929.0,12132.0,3420.0
AO,10569.0,-1182.0,30.0,-1417.0,10539.0,235.0
CS,18388.0,-1308.0,7852.0,1554.0,10536.0,-2862.0
PR,9233.0,-1151.0,-1301.0,764.0,10534.0,-1915.0
LU,-2270.0,-3903.0,-4830.0,-2176.0,2560.0,-1727.0
RS,6.0,1.0,12.0,2.0,-6.0,-1.0
CY,-532.0,76.0,210.0,17.0,-742.0,59.0
SN,1383.0,1354.0,2571.0,-516.0,-1188.0,1870.0
J,-2286.0,-272.0,-426.0,225.0,-1860.0,-497.0
PX,-3386.0,212.0,-1183.0,-1624.0,-2203.0,1836.0
LH,-1563.0,-318.0,854.0,-433.0,-2417.0,115.0
EC,-1649.0,-223.0,1319.0,-229.0,-2968.0,6.0
SH,-1513.0,89.0,2145.0,-373.0,-3658.0,462.0
CF,1957.0,-4107.0,5963.0,-1882.0,-4006.0,-2225.0
AP,-1970.0,5593.0,2073.0,-1133.0,-4043.0,6726.0
BU,-8388.0,87.0,-3384.0,-3939.0,-5004.0,4026.0
PG,-1492.0,-975.0,3656.0,97.0,-5148.0,-1072.0
CJ,-2055.0,-1412.0,4328.0,406.0,-6383.0,-1818.0
SR,14189.0,-877.0,20668.0,1154.0,-6479.0,-2031.0
EB,3722.0,-4735.0,10808.0,1068.0,-7086.0,-5803.0
PB,-6369.0,2484.0,2041.0,110.0,-8410.0,2374.0
BR,-7696.0,3289.0,2316.0,-1073.0,-10012.0,4362.0
M,26457.0,8751.0,38635.0,-24012.0,-12178.0,32763.0
SS,-8759.0,522.0,4118.0,-743.0,-12877.0,1265.0
PF,-10840.0,-2013.0,2556.0,126.0,-13396.0,-2139.0
NR,-16943.0,300.0,-3413.0,824.0,-13530.0,-524.0
A,-3558.0,300.0,10711.0,1.0,-14269.0,299.0
B,-12040.0,345.0,2526.0,-688.0,-14566.0,1033.0
RU,-3859.0,2201.0,11238.0,267.0,-15097.0,1934.0
PK,-10366.0,-3882.0,5434.0,830.0,-15800.0,-4712.0
JM,-24924.0,-4889.0,-133.0,-374.0,-24791.0,-4515.0
NI,-23885.0,499.0,1442.0,310.0,-25327.0,189.0
UR,-27576.0,-4216.0,2215.0,2272.0,-29791.0,-6488.0
SP,-17818.0,4892.0,12642.0,-1441.0,-30460.0,6333.0
SF,-29727.0,-2962.0,2149.0,148.0,-31876.0,-3110.0
LC,-15191.0,1049.0,21254.0,-653.0,-36445.0,1702.0
EG,-27309.0,-3281.0,9870.0,323.0,-37179.0,-3604.0
SI,-17766.0,-13321.0,23688.0,6115.0,-41454.0,-19436.0
I,-15638.0,-2688.0,35819.0,-10242.0,-51457.0,7554.0
SM,-49129.0,-1201.0,11130.0,1681.0,-60259.0,-2882.0
RM,-46260.0,33128.0,17277.0,872.0,-63537.0,32256.0
L,-65331.0,6071.0,33279.0,-2055.0,-98610.0,8126.0
RB,10500.0,-59550.0,113327.0,-6022.0,-102827.0,-53528.0
PP,-66937.0,-8172.0,41294.0,-198.0,-108231.0,-7974.0
C,-111242.0,-1881.0,29958.0,-3895.0,-141200.0,2014.0
MA,-112239.0,-26303.0,60549.0,3482.0,-172788.0,-29785.0
FG,-202203.0,-30273.0,-18827.0,10731.0,-183376.0,-41004.0
V,-178355.0,706.0,24511.0,-12261.0,-202866.0,12967.0
SA,-183370.0,-62009.0,34689.0,14923.0,-218059.0,-76932.0
