symbol,informed_total,informed_chg,uninformed_total,uninformed_chg,net_total,net_chg
P,149180.0,16971.0,-60152.0,-5093.0,209332.0,22064.0
Y,116555.0,6163.0,-47529.0,-597.0,164084.0,6760.0
OI,61742.0,-2477.0,14746.0,513.0,46996.0,-2990.0
AO,16138.0,1439.0,-25843.0,386.0,41981.0,1053.0
AU,32746.0,-6449.0,-4432.0,733.0,37178.0,-7182.0
SR,34146.0,-196.0,2152.0,-860.0,31994.0,664.0
AL,13698.0,-8763.0,-16153.0,2577.0,29851.0,-11340.0
ZN,18664.0,6960.0,-1844.0,-3008.0,20508.0,9968.0
BU,8073.0,-2581.0,-8095.0,1973.0,16168.0,-4554.0
LU,8502.0,532.0,-1986.0,-236.0,10488.0,768.0
SH,2633.0,394.0,-6143.0,-897.0,8776.0,1291.0
CU,9549.0,2337.0,4351.0,868.0,5198.0,1469.0
NR,-137.0,26.0,-4593.0,163.0,4456.0,-137.0
L,-8510.0,8170.0,-11265.0,-1071.0,2755.0,9241.0
LC,-4161.0,-990.0,-6335.0,-4341.0,2174.0,3351.0
PR,2337.0,132.0,172.0,-51.0,2165.0,183.0
EC,961.0,-225.0,786.0,283.0,175.0,-508.0
J,718.0,-226.0,661.0,234.0,57.0,-460.0
BR,-306.0,154.0,34.0,-4.0,-340.0,158.0
SN,-384.0,887.0,473.0,-186.0,-857.0,1073.0
CY,-842.0,-61.0,356.0,33.0,-1198.0,-94.0
CS,5888.0,865.0,7553.0,-2547.0,-1665.0,3412.0
PG,3535.0,385.0,5350.0,40.0,-1815.0,345.0
PX,-3632.0,-505.0,173.0,-1485.0,-3805.0,980.0
PF,-4474.0,-384.0,-38.0,-459.0,-4436.0,75.0
SI,375.0,-822.0,5494.0,61.0,-5119.0,-883.0
FU,2662.0,10558.0,8156.0,-721.0,-5494.0,11279.0
AP,-3022.0,-3853.0,3001.0,-850.0,-6023.0,-3003.0
RU,-2641.0,-701.0,3519.0,-351.0,-6160.0,-350.0
SF,-6454.0,-109.0,92.0,180.0,-6546.0,-289.0
PB,-5536.0,-48.0,1516.0,112.0,-7052.0,-160.0
AG,4024.0,-8642.0,12113.0,1905.0,-8089.0,-10547.0
JD,-2155.0,-450.0,6125.0,698.0,-8280.0,-1148.0
LH,-3691.0,-593.0,4615.0,431.0,-8306.0,-1024.0
CJ,242.0,-1261.0,9525.0,652.0,-9283.0,-1913.0
SS,-7418.0,868.0,3541.0,866.0,-10959.0,2.0
EG,-11179.0,4822.0,2036.0,-667.0,-13215.0,5489.0
NI,-12029.0,-2820.0,4413.0,432.0,-16442.0,-3252.0
JM,-11002.0,508.0,6453.0,582.0,-17455.0,-74.0
UR,-14888.0,-1281.0,3238.0,1177.0,-18126.0,-2458.0
EB,-11608.0,4937.0,7916.0,-596.0,-19524.0,5533.0
SP,-6511.0,2772.0,13854.0,-755.0,-20365.0,3527.0
PP,-5869.0,7871.0,23663.0,-651.0,-29532.0,8522.0
PK,-26697.0,3521.0,6533.0,955.0,-33230.0,2566.0
B,-38312.0,-391.0,417.0,-430.0,-38729.0,39.0
I,-5627.0,-3433.0,34255.0,2422.0,-39882.0,-5855.0
SM,-36686.0,-1136.0,14365.0,-1115.0,-51051.0,-21.0
CF,-20683.0,-4207.0,33931.0,1951.0,-54614.0,-6158.0
A,-57209.0,3765.0,13295.0,-937.0,-70504.0,4702.0
HC,-35647.0,-11635.0,38949.0,1502.0,-74596.0,-13137.0
MA,-89169.0,32361.0,-11254.0,-8589.0,-77915.0,40950.0
FG,-18300.0,-6571.0,116595.0,1027.0,-134895.0,-7598.0
SA,-89595.0,-14925.0,45437.0,-13790.0,-135032.0,-1135.0
V,-87173.0,-3262.0,89178.0,977.0,-176351.0,-4239.0
C,-166027.0,-5806.0,19136.0,331.0,-185163.0,-6137.0
RB,-105166.0,-16910.0,92572.0,14837.0,-197738.0,-31747.0
RM,-164360.0,-19676.0,47172.0,2905.0,-211532.0,-22581.0
TA,-275142.0,3819.0,43453.0,206.0,-318595.0,3613.0
M,-412715.0,201.0,-6047.0,-201.0,-406668.0,402.0
