symbol,informed_total,informed_chg,uninformed_total,uninformed_chg,net_total,net_chg
P,98069.0,7916.0,-68140.0,-5591.0,166209.0,13507.0
Y,94302.0,7622.0,-12211.0,1664.0,106513.0,5958.0
OI,41662.0,10289.0,-21263.0,-2517.0,62925.0,12806.0
SR,49393.0,7747.0,2519.0,-354.0,46874.0,8101.0
AU,40762.0,-486.0,-2039.0,296.0,42801.0,-782.0
AL,14729.0,2073.0,-24158.0,-1401.0,38887.0,3474.0
AG,27102.0,5685.0,-9121.0,-2192.0,36223.0,7877.0
L,16426.0,30.0,-10027.0,-359.0,26453.0,389.0
AO,7009.0,3681.0,-15345.0,-3702.0,22354.0,7383.0
ZN,12998.0,1016.0,-7551.0,1443.0,20549.0,-427.0
BU,7170.0,-526.0,-6775.0,-834.0,13945.0,308.0
CU,6063.0,2929.0,-3199.0,1410.0,9262.0,1519.0
LU,3237.0,217.0,-5983.0,-1111.0,9220.0,1328.0
FU,7052.0,232.0,-2123.0,-613.0,9175.0,845.0
SN,4643.0,1037.0,-1309.0,-180.0,5952.0,1217.0
SS,2479.0,1434.0,-2935.0,-89.0,5414.0,1523.0
SH,3117.0,490.0,-1637.0,-284.0,4754.0,774.0
PR,2121.0,-621.0,-526.0,295.0,2647.0,-916.0
JD,-656.0,7093.0,-2500.0,-3267.0,1844.0,10360.0
PG,1646.0,-1025.0,162.0,-20.0,1484.0,-1005.0
RS,-1.0,1.0,3.0,2.0,-4.0,-1.0
J,-108.0,-19.0,248.0,106.0,-356.0,-125.0
NI,-3886.0,-1216.0,-3524.0,357.0,-362.0,-1573.0
CY,-593.0,-57.0,13.0,7.0,-606.0,-64.0
EC,383.0,-138.0,1677.0,442.0,-1294.0,-580.0
EB,-2725.0,3668.0,-1244.0,-769.0,-1481.0,4437.0
UR,-6959.0,385.0,-3930.0,-6745.0,-3029.0,7130.0
BR,-1997.0,-424.0,1440.0,-169.0,-3437.0,-255.0
PB,-3599.0,2176.0,-95.0,-1341.0,-3504.0,3517.0
NR,-10912.0,2943.0,-4323.0,1366.0,-6589.0,1577.0
CF,-11774.0,3395.0,-3193.0,4.0,-8581.0,3391.0
LC,-10034.0,-2090.0,-384.0,3792.0,-9650.0,-5882.0
PF,-3665.0,-2222.0,6825.0,-282.0,-10490.0,-1940.0
CJ,-5324.0,-961.0,5551.0,609.0,-10875.0,-1570.0
AP,-6749.0,-286.0,5189.0,-70.0,-11938.0,-216.0
LH,-6153.0,-223.0,5857.0,39.0,-12010.0,-262.0
SF,-7126.0,960.0,4953.0,361.0,-12079.0,599.0
B,-12602.0,789.0,1742.0,-259.0,-14344.0,1048.0
PX,-7466.0,-1969.0,7228.0,730.0,-14694.0,-2699.0
PP,-9380.0,-4348.0,6461.0,-5923.0,-15841.0,1575.0
CS,-4979.0,-1602.0,12279.0,513.0,-17258.0,-2115.0
RU,-16112.0,-1426.0,1402.0,1431.0,-17514.0,-2857.0
JM,-13025.0,-2201.0,4499.0,1925.0,-17524.0,-4126.0
SI,-6105.0,-236.0,15232.0,-2384.0,-21337.0,2148.0
EG,-28782.0,3272.0,-7203.0,206.0,-21579.0,3066.0
SP,-15126.0,-5958.0,10874.0,3013.0,-26000.0,-8971.0
PK,-27804.0,-1189.0,-556.0,-1147.0,-27248.0,-42.0
I,-3250.0,6023.0,25804.0,3296.0,-29054.0,2727.0
HC,-11966.0,-959.0,20632.0,4598.0,-32598.0,-5557.0
SM,-35253.0,-1477.0,10380.0,1286.0,-45633.0,-2763.0
A,-39401.0,-4957.0,7328.0,110.0,-46729.0,-5067.0
RM,-71960.0,1780.0,12998.0,913.0,-84958.0,867.0
FG,-44530.0,-6358.0,53458.0,5574.0,-97988.0,-11932.0
M,-13408.0,24749.0,84782.0,-1497.0,-98190.0,26246.0
MA,-107952.0,-1630.0,29796.0,-817.0,-137748.0,-813.0
C,-149265.0,-2127.0,-3810.0,-2837.0,-145455.0,710.0
SA,-126894.0,-10570.0,28807.0,4792.0,-155701.0,-15362.0
V,-118279.0,-11265.0,52549.0,6801.0,-170828.0,-18066.0
RB,-142227.0,-8510.0,56514.0,18367.0,-198741.0,-26877.0
TA,-152794.0,-12569.0,75914.0,7927.0,-228708.0,-20496.0
