symbol,informed_total,informed_chg,uninformed_total,uninformed_chg,net_total,net_chg
Y,60159.0,-7959.0,-115263.0,-478.0,175422.0,-7481.0
P,90737.0,-1348.0,-45977.0,-6004.0,136714.0,4656.0
L,94304.0,6646.0,-22051.0,411.0,116355.0,6235.0
SR,51426.0,-3433.0,-50495.0,6042.0,101921.0,-9475.0
AO,38214.0,2970.0,-1900.0,-592.0,40114.0,3562.0
BU,22212.0,-2362.0,-11180.0,1422.0,33392.0,-3784.0
LC,17548.0,4620.0,-8216.0,1438.0,25764.0,3182.0
ZN,16919.0,1770.0,-2261.0,-1015.0,19180.0,2785.0
AU,11906.0,-628.0,-1541.0,75.0,13447.0,-703.0
LU,13348.0,-436.0,1721.0,-40.0,11627.0,-396.0
EB,13115.0,2417.0,3092.0,413.0,10023.0,2004.0
AL,8822.0,1502.0,3002.0,300.0,5820.0,1202.0
PR,4442.0,48.0,-211.0,-94.0,4653.0,142.0
JD,2031.0,-2317.0,-2512.0,1178.0,4543.0,-3495.0
PB,233.0,-2980.0,-3098.0,572.0,3331.0,-3552.0
SS,4030.0,1586.0,875.0,-167.0,3155.0,1753.0
CU,-6208.0,-12.0,-8733.0,-848.0,2525.0,836.0
OI,10823.0,2814.0,8546.0,1175.0,2277.0,1639.0
PG,4704.0,-1437.0,3477.0,-408.0,1227.0,-1029.0
PF,-1370.0,3597.0,-1490.0,311.0,120.0,3286.0
RS,1.0,3.0,-4.0,1.0,5.0,2.0
EC,1325.0,-268.0,1461.0,-163.0,-136.0,-105.0
SH,-88.0,2142.0,315.0,-1575.0,-403.0,3717.0
CY,-342.0,6.0,198.0,-11.0,-540.0,17.0
J,-896.0,226.0,-243.0,-212.0,-653.0,438.0
SN,-2659.0,95.0,47.0,-74.0,-2706.0,169.0
SP,752.0,-307.0,5190.0,-2458.0,-4438.0,2151.0
BR,-4771.0,-980.0,1064.0,-665.0,-5835.0,-315.0
LH,-5845.0,-603.0,1532.0,159.0,-7377.0,-762.0
NR,-8301.0,979.0,-877.0,-11.0,-7424.0,990.0
PX,-5869.0,-1222.0,3398.0,-74.0,-9267.0,-1148.0
CJ,-4818.0,334.0,5171.0,-87.0,-9989.0,421.0
AP,-6472.0,-1108.0,3964.0,-257.0,-10436.0,-851.0
CF,10348.0,2461.0,20967.0,5401.0,-10619.0,-2940.0
SI,-9161.0,2344.0,2919.0,-52.0,-12080.0,2396.0
B,-5221.0,-83.0,7589.0,371.0,-12810.0,-454.0
CS,182.0,-2262.0,14207.0,1013.0,-14025.0,-3275.0
AG,-6062.0,8950.0,8422.0,-3159.0,-14484.0,12109.0
PP,5144.0,1616.0,19759.0,-470.0,-14615.0,2086.0
NI,-14794.0,-1425.0,-78.0,1515.0,-14716.0,-2940.0
SF,-12573.0,-2194.0,2540.0,-162.0,-15113.0,-2032.0
EG,-11524.0,611.0,6479.0,233.0,-18003.0,378.0
RU,-10571.0,-825.0,7686.0,901.0,-18257.0,-1726.0
UR,-21856.0,-611.0,2255.0,491.0,-24111.0,-1102.0
JM,-17244.0,68.0,7266.0,433.0,-24510.0,-365.0
MA,-38947.0,-2822.0,-12322.0,-1862.0,-26625.0,-960.0
FU,-21327.0,-9305.0,11109.0,1446.0,-32436.0,-10751.0
PK,-20112.0,-6785.0,15560.0,4349.0,-35672.0,-11134.0
SM,-37293.0,-78.0,7289.0,-2165.0,-44582.0,2087.0
A,-42421.0,-3589.0,13170.0,4959.0,-55591.0,-8548.0
I,-26168.0,-14472.0,37014.0,6611.0,-63182.0,-21083.0
HC,11527.0,-12265.0,85348.0,1704.0,-73821.0,-13969.0
C,-46330.0,-4810.0,42111.0,6723.0,-88441.0,-11533.0
M,-152163.0,-55187.0,-60568.0,50516.0,-91595.0,-105703.0
RM,-128818.0,-19066.0,48466.0,16456.0,-177284.0,-35522.0
V,-135387.0,-3627.0,79449.0,-1731.0,-214836.0,-1896.0
SA,-169250.0,-18173.0,60254.0,15202.0,-229504.0,-33375.0
FG,-101277.0,6803.0,131912.0,-2174.0,-233189.0,8977.0
TA,-195223.0,-8726.0,83957.0,12206.0,-279180.0,-20932.0
RB,-237915.0,-114194.0,76148.0,3273.0,-314063.0,-117467.0
