symbol,informed_total,informed_chg,uninformed_total,uninformed_chg,net_total,net_chg
Y,97959.0,-11840.0,-10052.0,-3441.0,108011.0,-8399.0
L,92359.0,-1342.0,-12481.0,203.0,104840.0,-1545.0
BU,56389.0,816.0,-34470.0,1118.0,90859.0,-302.0
P,60687.0,517.0,-15272.0,-7439.0,75959.0,7956.0
ZN,63224.0,2901.0,-2322.0,2090.0,65546.0,811.0
AU,57018.0,-1077.0,-267.0,260.0,57285.0,-1337.0
HC,60544.0,-14998.0,14298.0,4013.0,46246.0,-19011.0
FU,31725.0,9174.0,-12449.0,-70.0,44174.0,9244.0
I,56291.0,-4403.0,13848.0,649.0,42443.0,-5052.0
AL,35395.0,-1658.0,-5161.0,2108.0,40556.0,-3766.0
AO,24689.0,-218.0,-14025.0,-658.0,38714.0,440.0
JD,12575.0,1575.0,-5020.0,1965.0,17595.0,-390.0
NI,5612.0,2803.0,-879.0,101.0,6491.0,2702.0
EC,3013.0,542.0,-1085.0,-39.0,4098.0,581.0
SN,4185.0,-854.0,617.0,122.0,3568.0,-976.0
AG,27144.0,-31434.0,23766.0,10103.0,3378.0,-41537.0
PG,3069.0,-737.0,2118.0,-421.0,951.0,-316.0
EB,5078.0,5167.0,4642.0,-836.0,436.0,6003.0
PP,1318.0,5538.0,1223.0,-355.0,95.0,5893.0
PB,368.0,-1543.0,1527.0,996.0,-1159.0,-2539.0
CU,-3058.0,-5905.0,294.0,547.0,-3352.0,-6452.0
NR,-7307.0,-1539.0,-50.0,25.0,-7257.0,-1564.0
EG,-10669.0,5070.0,-451.0,655.0,-10218.0,4415.0
LU,-9938.0,2274.0,1080.0,-33.0,-11018.0,2307.0
BR,-10616.0,-1475.0,892.0,121.0,-11508.0,-1596.0
SI,-8132.0,-1347.0,6359.0,308.0,-14491.0,-1655.0
SS,-11751.0,-592.0,3771.0,-555.0,-15522.0,-37.0
B,-6721.0,4652.0,10084.0,-21.0,-16805.0,4673.0
LH,-7871.0,327.0,8973.0,-51.0,-16844.0,378.0
SP,-10464.0,556.0,7586.0,1097.0,-18050.0,-541.0
JM,-11764.0,-3605.0,11040.0,1866.0,-22804.0,-5471.0
C,8915.0,21882.0,34365.0,-7543.0,-25450.0,29425.0
RU,-19134.0,-78.0,8593.0,-61.0,-27727.0,-17.0
CS,-17334.0,-4001.0,12959.0,-118.0,-30293.0,-3883.0
LC,-35270.0,-2076.0,754.0,2921.0,-36024.0,-4997.0
A,-25416.0,1925.0,15956.0,-396.0,-41372.0,2321.0
RB,-55061.0,-70107.0,76270.0,2875.0,-131331.0,-72982.0
V,-173390.0,-5873.0,30563.0,1093.0,-203953.0,-6966.0
M,-243608.0,1272.0,174863.0,-2677.0,-418471.0,3949.0
