symbol,informed_total,informed_chg,uninformed_total,uninformed_chg,net_total,net_chg
Y,62054.0,-13032.0,-180943.0,10906.0,242997.0,-23938.0
M,53547.0,-3685.0,-161049.0,-11192.0,214596.0,7507.0
P,101598.0,-26101.0,-55953.0,5487.0,157551.0,-31588.0
SR,56768.0,3838.0,-49549.0,-3191.0,106317.0,7029.0
L,42811.0,9254.0,-25449.0,-2703.0,68260.0,11957.0
BU,31465.0,1540.0,-6586.0,-388.0,38051.0,1928.0
AL,24875.0,-2775.0,-9435.0,1646.0,34310.0,-4421.0
HC,23981.0,13132.0,-7482.0,710.0,31463.0,12422.0
LC,6762.0,1238.0,-21241.0,-1831.0,28003.0,3069.0
AO,25053.0,2519.0,3240.0,249.0,21813.0,2270.0
AU,15422.0,-550.0,-639.0,-102.0,16061.0,-448.0
PB,5003.0,2514.0,-7829.0,-2855.0,12832.0,5369.0
CF,11091.0,513.0,-1477.0,-268.0,12568.0,781.0
LU,13663.0,1605.0,1573.0,-41.0,12090.0,1646.0
JD,6236.0,-243.0,-4774.0,465.0,11010.0,-708.0
CU,7265.0,-5522.0,-2520.0,-1423.0,9785.0,-4099.0
ZN,7651.0,-2153.0,-1594.0,1954.0,9245.0,-4107.0
OI,3629.0,-6014.0,-1941.0,-246.0,5570.0,-5768.0
EB,3041.0,3979.0,-2040.0,-908.0,5081.0,4887.0
FG,-4641.0,28454.0,-9296.0,-13490.0,4655.0,41944.0
PF,1600.0,1504.0,-3031.0,-254.0,4631.0,1758.0
PR,3101.0,-82.0,-405.0,-26.0,3506.0,-56.0
FU,5343.0,650.0,2884.0,275.0,2459.0,375.0
EC,928.0,327.0,-873.0,-214.0,1801.0,541.0
RS,0.0,-2.0,0.0,0.0,0.0,-2.0
CY,-389.0,-11.0,185.0,9.0,-574.0,-20.0
PX,-5696.0,-474.0,-4872.0,-682.0,-824.0,208.0
SH,-1220.0,-1851.0,-280.0,1034.0,-940.0,-2885.0
PK,-5642.0,-1272.0,-4659.0,691.0,-983.0,-1963.0
NR,-8218.0,1123.0,-6987.0,1400.0,-1231.0,-277.0
CJ,-3651.0,-776.0,-2172.0,-298.0,-1479.0,-478.0
J,-1100.0,212.0,454.0,18.0,-1554.0,194.0
LH,-4105.0,-180.0,-2278.0,-847.0,-1827.0,667.0
PG,2154.0,-664.0,4230.0,48.0,-2076.0,-712.0
SS,-523.0,-639.0,3248.0,649.0,-3771.0,-1288.0
SN,-1864.0,-2106.0,2393.0,1438.0,-4257.0,-3544.0
AG,-3837.0,5740.0,1267.0,-1948.0,-5104.0,7688.0
NI,-5992.0,-183.0,-567.0,-95.0,-5425.0,-88.0
BR,-6096.0,1075.0,-364.0,-1080.0,-5732.0,2155.0
B,-3850.0,-3905.0,1937.0,-427.0,-5787.0,-3478.0
SP,-5040.0,9291.0,1254.0,-4967.0,-6294.0,14258.0
AP,-4419.0,335.0,4714.0,545.0,-9133.0,-210.0
UR,-16243.0,-694.0,-6516.0,-786.0,-9727.0,92.0
RU,-8375.0,-2499.0,1774.0,678.0,-10149.0,-3177.0
CS,4184.0,-593.0,15935.0,560.0,-11751.0,-1153.0
SI,-927.0,14.0,11422.0,-1718.0,-12349.0,1732.0
SF,-12479.0,-360.0,3689.0,-661.0,-16168.0,301.0
JM,-12980.0,1069.0,3781.0,-2005.0,-16761.0,3074.0
EG,-18757.0,709.0,4399.0,559.0,-23156.0,150.0
I,11343.0,4758.0,36556.0,-3086.0,-25213.0,7844.0
PP,-9826.0,1152.0,19761.0,586.0,-29587.0,566.0
SA,-66083.0,41970.0,-29114.0,-15709.0,-36969.0,57679.0
A,-34682.0,-13900.0,6895.0,5774.0,-41577.0,-19674.0
SM,-37200.0,1744.0,10873.0,-915.0,-48073.0,2659.0
MA,-62986.0,5329.0,-13000.0,-361.0,-49986.0,5690.0
RB,-57851.0,26622.0,44226.0,356.0,-102077.0,26266.0
V,-110513.0,5746.0,54208.0,-4510.0,-164721.0,10256.0
RM,-106514.0,-5843.0,80584.0,1709.0,-187098.0,-7552.0
C,-101773.0,9037.0,85551.0,-5224.0,-187324.0,14261.0
TA,-105092.0,4908.0,90351.0,1206.0,-195443.0,3702.0
