symbol,informed_total,informed_chg,uninformed_total,uninformed_chg,net_total,net_chg
P,72082.0,1560.0,-42410.0,992.0,114492.0,568.0
L,76024.0,5874.0,-32274.0,-587.0,108298.0,6461.0
Y,83278.0,2945.0,7783.0,2513.0,75495.0,432.0
BU,46426.0,-2318.0,-28217.0,-137.0,74643.0,-2181.0
SR,84577.0,-14981.0,10515.0,-142.0,74062.0,-14839.0
I,71728.0,493.0,3242.0,-1266.0,68486.0,1759.0
ZN,52797.0,-1936.0,-10564.0,983.0,63361.0,-2919.0
MA,27523.0,3516.0,-23668.0,1133.0,51191.0,2383.0
AU,47746.0,-4998.0,-2792.0,174.0,50538.0,-5172.0
CF,48943.0,938.0,100.0,1851.0,48843.0,-913.0
AL,26695.0,-5378.0,-21255.0,1969.0,47950.0,-7347.0
FU,32185.0,-6894.0,-9997.0,655.0,42182.0,-7549.0
AO,21656.0,453.0,-17764.0,-794.0,39420.0,1247.0
HC,50958.0,2392.0,12423.0,-750.0,38535.0,3142.0
JD,13319.0,1990.0,-11116.0,577.0,24435.0,1413.0
PF,4684.0,-1995.0,-8277.0,-2226.0,12961.0,231.0
EC,2857.0,-499.0,-1614.0,-82.0,4471.0,-417.0
PR,3418.0,557.0,72.0,116.0,3346.0,441.0
AG,23550.0,5293.0,20230.0,-1963.0,3320.0,7256.0
PB,4028.0,1405.0,783.0,282.0,3245.0,1123.0
NI,3327.0,-5126.0,290.0,605.0,3037.0,-5731.0
SN,2384.0,-1773.0,383.0,-69.0,2001.0,-1704.0
SH,491.0,677.0,-1220.0,-1319.0,1711.0,1996.0
PP,-6102.0,83.0,-7712.0,1007.0,1610.0,-924.0
RS,0.0,0.0,0.0,-1.0,0.0,1.0
CY,-331.0,-21.0,411.0,3.0,-742.0,-24.0
CJ,1677.0,2329.0,3040.0,-362.0,-1363.0,2691.0
AP,-5841.0,-4249.0,-2663.0,1386.0,-3178.0,-5635.0
EG,-18447.0,-495.0,-15192.0,-5000.0,-3255.0,4505.0
PX,-4198.0,-86.0,0.0,0.0,-4198.0,-86.0
PG,-2455.0,-511.0,2253.0,128.0,-4708.0,-639.0
NR,-9910.0,-196.0,-2422.0,-201.0,-7488.0,5.0
B,-4875.0,3059.0,3780.0,1465.0,-8655.0,1594.0
OI,-13471.0,13822.0,-3425.0,-3899.0,-10046.0,17721.0
BR,-10450.0,-425.0,304.0,-250.0,-10754.0,-175.0
LU,-11904.0,1778.0,559.0,-209.0,-12463.0,1987.0
LH,-4307.0,-381.0,10359.0,812.0,-14666.0,-1193.0
EB,-14985.0,-4935.0,88.0,-123.0,-15073.0,-4812.0
SF,-8545.0,1040.0,6835.0,3280.0,-15380.0,-2240.0
CS,-9828.0,7746.0,5666.0,-620.0,-15494.0,8366.0
RU,-19329.0,1934.0,-3395.0,586.0,-15934.0,1348.0
SP,-11475.0,1448.0,5165.0,251.0,-16640.0,1197.0
SI,-5766.0,2134.0,11764.0,-922.0,-17530.0,3056.0
SS,-16986.0,-2732.0,1325.0,194.0,-18311.0,-2926.0
CU,-9809.0,-3105.0,11411.0,1113.0,-21220.0,-4218.0
JM,-11759.0,-1758.0,12366.0,1562.0,-24125.0,-3320.0
PK,-21716.0,-4432.0,6459.0,3035.0,-28175.0,-7467.0
SM,-40222.0,1340.0,-6874.0,-1740.0,-33348.0,3080.0
UR,-30400.0,-1488.0,10233.0,884.0,-40633.0,-2372.0
A,-38150.0,-5088.0,3655.0,125.0,-41805.0,-5213.0
LC,-43194.0,623.0,2718.0,-1835.0,-45912.0,2458.0
C,-113720.0,-13964.0,-57570.0,-5874.0,-56150.0,-8090.0
FG,-25032.0,8901.0,56554.0,-3392.0,-81586.0,12293.0
TA,-110895.0,51433.0,-8230.0,-17735.0,-102665.0,69168.0
RB,-70635.0,7034.0,101649.0,-1991.0,-172284.0,9025.0
V,-145253.0,13271.0,32929.0,-3143.0,-178182.0,16414.0
RM,-162316.0,2183.0,20565.0,-2316.0,-182881.0,4499.0
SA,-175481.0,-3159.0,70129.0,10168.0,-245610.0,-13327.0
M,-107431.0,4763.0,210658.0,-5168.0,-318089.0,9931.0
