symbol,informed_total,informed_chg,uninformed_total,uninformed_chg,net_total,net_chg
P,99845.0,-10419.0,-43276.0,-111.0,143121.0,-10308.0
Y,94419.0,-795.0,-14701.0,-1868.0,109120.0,1073.0
OI,64808.0,13102.0,-2317.0,-660.0,67125.0,13762.0
AU,54462.0,-1793.0,-1812.0,89.0,56274.0,-1882.0
AG,48623.0,3571.0,-6893.0,-2042.0,55516.0,5613.0
SR,45152.0,842.0,1208.0,-482.0,43944.0,1324.0
AO,11091.0,2297.0,-26889.0,1950.0,37980.0,347.0
AL,20171.0,-2124.0,-17526.0,1132.0,37697.0,-3256.0
ZN,24584.0,5184.0,-2207.0,-729.0,26791.0,5913.0
BU,7733.0,957.0,-9250.0,-2314.0,16983.0,3271.0
LU,7584.0,-2413.0,-7350.0,-272.0,14934.0,-2141.0
SH,5881.0,3192.0,-7759.0,-3441.0,13640.0,6633.0
FU,9178.0,-4204.0,-2320.0,1241.0,11498.0,-5445.0
JD,4302.0,6559.0,-553.0,-2115.0,4855.0,8674.0
PG,3811.0,1953.0,-440.0,-378.0,4251.0,2331.0
CU,2829.0,4387.0,-1052.0,-239.0,3881.0,4626.0
PR,2307.0,72.0,-226.0,172.0,2533.0,-100.0
L,-6229.0,2183.0,-8494.0,692.0,2265.0,1491.0
SN,1304.0,-490.0,-576.0,867.0,1880.0,-1357.0
NR,642.0,-433.0,-784.0,400.0,1426.0,-833.0
J,1554.0,398.0,205.0,-60.0,1349.0,458.0
EC,1168.0,539.0,649.0,-406.0,519.0,945.0
RS,3.0,0.0,-3.0,2.0,6.0,-2.0
CY,-597.0,5.0,22.0,0.0,-619.0,5.0
BR,-247.0,1084.0,683.0,-348.0,-930.0,1432.0
PF,-1895.0,-19.0,187.0,-53.0,-2082.0,34.0
PX,27.0,310.0,2574.0,-430.0,-2547.0,740.0
EB,-6255.0,915.0,-3120.0,-330.0,-3135.0,1245.0
SS,-1651.0,-2196.0,1607.0,43.0,-3258.0,-2239.0
PB,-3137.0,457.0,886.0,90.0,-4023.0,367.0
UR,-7973.0,-178.0,-2677.0,-3353.0,-5296.0,3175.0
JM,-1539.0,2258.0,5416.0,424.0,-6955.0,1834.0
CJ,-840.0,-1057.0,7190.0,389.0,-8030.0,-1446.0
RU,-8610.0,5717.0,-68.0,-1878.0,-8542.0,7595.0
LH,-2023.0,330.0,7251.0,-628.0,-9274.0,958.0
I,19500.0,-1550.0,29450.0,158.0,-9950.0,-1708.0
NI,-9364.0,-972.0,1072.0,824.0,-10436.0,-1796.0
EG,-12504.0,-48.0,-1447.0,-522.0,-11057.0,474.0
AP,-5312.0,-704.0,6470.0,1385.0,-11782.0,-2089.0
SF,-7004.0,-2003.0,4895.0,354.0,-11899.0,-2357.0
SI,-688.0,-832.0,11522.0,2569.0,-12210.0,-3401.0
CS,-3996.0,408.0,9934.0,23.0,-13930.0,385.0
LC,-6490.0,-382.0,7986.0,-861.0,-14476.0,479.0
SP,-1978.0,5608.0,13442.0,-1569.0,-15420.0,7177.0
PP,-11092.0,7945.0,9365.0,295.0,-20457.0,7650.0
CF,-5167.0,9939.0,18467.0,-1307.0,-23634.0,11246.0
HC,-12404.0,14643.0,16254.0,7855.0,-28658.0,6788.0
PK,-37349.0,2690.0,-1603.0,-2767.0,-35746.0,5457.0
B,-38043.0,419.0,2593.0,-427.0,-40636.0,846.0
SM,-32902.0,-4332.0,12383.0,-44.0,-45285.0,-4288.0
A,-63166.0,1729.0,9433.0,-116.0,-72599.0,1845.0
FG,-23382.0,15970.0,67915.0,8969.0,-91297.0,7001.0
MA,-93624.0,5735.0,21292.0,574.0,-114916.0,5161.0
RM,-130798.0,17542.0,15133.0,-6731.0,-145931.0,24273.0
RB,-45183.0,69820.0,104922.0,-15766.0,-150105.0,85586.0
C,-126688.0,2207.0,46869.0,-3725.0,-173557.0,5932.0
V,-120247.0,14556.0,81499.0,5584.0,-201746.0,8972.0
SA,-103221.0,-17066.0,100852.0,1497.0,-204073.0,-18563.0
TA,-273695.0,1310.0,25620.0,-248.0,-299315.0,1558.0
M,-295125.0,46996.0,88616.0,-11611.0,-383741.0,58607.0
