symbol,informed_total,informed_chg,uninformed_total,uninformed_chg,net_total,net_chg
P,119259.0,13923.0,-58652.0,-6532.0,177911.0,20455.0
Y,97444.0,6502.0,-14334.0,3219.0,111778.0,3283.0
AU,55437.0,714.0,-6717.0,-303.0,62154.0,1017.0
AG,60798.0,-166.0,2108.0,4283.0,58690.0,-4449.0
OI,51264.0,11420.0,-2463.0,-864.0,53727.0,12284.0
SR,43819.0,1272.0,1422.0,-260.0,42397.0,1532.0
AO,17922.0,-2760.0,-24032.0,-60.0,41954.0,-2700.0
AL,24168.0,-3460.0,-16090.0,-116.0,40258.0,-3344.0
ZN,19469.0,-4598.0,532.0,56.0,18937.0,-4654.0
BU,9814.0,827.0,-8542.0,-171.0,18356.0,998.0
LU,9298.0,2603.0,-4485.0,-270.0,13783.0,2873.0
L,-1392.0,1151.0,-11784.0,-753.0,10392.0,1904.0
PG,6503.0,412.0,-200.0,-187.0,6703.0,599.0
JD,5205.0,-1204.0,-38.0,499.0,5243.0,-1703.0
CU,2855.0,-3885.0,-952.0,573.0,3807.0,-4458.0
SI,4161.0,1808.0,1408.0,-4246.0,2753.0,6054.0
PR,2354.0,-70.0,-171.0,220.0,2525.0,-290.0
SH,445.0,266.0,-1067.0,-289.0,1512.0,555.0
J,1754.0,-12.0,270.0,-28.0,1484.0,16.0
FU,4046.0,-1063.0,3480.0,3024.0,566.0,-4087.0
NR,-882.0,2179.0,-1203.0,251.0,321.0,1928.0
EC,1485.0,51.0,1230.0,49.0,255.0,2.0
SN,-212.0,-313.0,-258.0,110.0,46.0,-423.0
RS,3.0,0.0,5.0,4.0,-2.0,-4.0
PF,593.0,147.0,626.0,452.0,-33.0,-305.0
CY,-371.0,177.0,5.0,-39.0,-376.0,216.0
BR,-380.0,301.0,770.0,-31.0,-1150.0,332.0
PB,-1159.0,1078.0,150.0,-755.0,-1309.0,1833.0
SS,299.0,-2001.0,1706.0,591.0,-1407.0,-2592.0
EB,-8437.0,-2593.0,-6697.0,-1992.0,-1740.0,-601.0
PX,-890.0,-553.0,1140.0,386.0,-2030.0,-939.0
CJ,333.0,-497.0,4991.0,-564.0,-4658.0,67.0
LH,-210.0,946.0,6909.0,-243.0,-7119.0,1189.0
NI,-8922.0,-2033.0,303.0,513.0,-9225.0,-2546.0
SF,-7350.0,-2250.0,2080.0,151.0,-9430.0,-2401.0
SP,-625.0,-620.0,11061.0,93.0,-11686.0,-713.0
EG,-12752.0,3844.0,-911.0,-392.0,-11841.0,4236.0
JM,-3461.0,-3452.0,10551.0,800.0,-14012.0,-4252.0
CS,-4197.0,3855.0,10013.0,-349.0,-14210.0,4204.0
RU,-10816.0,2272.0,3699.0,-52.0,-14515.0,2324.0
UR,-14969.0,-1578.0,25.0,-1880.0,-14994.0,302.0
I,12105.0,-9580.0,29585.0,1834.0,-17480.0,-11414.0
LC,-10671.0,-1340.0,8275.0,-723.0,-18946.0,-617.0
CF,1364.0,503.0,20759.0,1603.0,-19395.0,-1100.0
AP,-10219.0,-1123.0,10628.0,1673.0,-20847.0,-2796.0
PP,-14027.0,1978.0,15025.0,321.0,-29052.0,1657.0
PK,-29465.0,2922.0,-109.0,-544.0,-29356.0,3466.0
B,-35108.0,4663.0,578.0,-765.0,-35686.0,5428.0
SM,-32743.0,385.0,3456.0,42.0,-36199.0,343.0
HC,-14138.0,1750.0,29711.0,4678.0,-43849.0,-2928.0
FG,-11353.0,-1616.0,56170.0,-13245.0,-67523.0,11629.0
A,-63257.0,-3354.0,8121.0,-47.0,-71378.0,-3307.0
MA,-98482.0,9211.0,6237.0,-4847.0,-104719.0,14058.0
RB,-46980.0,-9275.0,65726.0,3777.0,-112706.0,-13052.0
RM,-141028.0,7994.0,13324.0,-4578.0,-154352.0,12572.0
V,-116592.0,3711.0,41851.0,-6090.0,-158443.0,9801.0
SA,-93072.0,156.0,77238.0,-5790.0,-170310.0,5946.0
C,-135336.0,4361.0,48875.0,-923.0,-184211.0,5284.0
TA,-241968.0,-2362.0,24878.0,-1003.0,-266846.0,-1359.0
M,-319313.0,-6930.0,84335.0,624.0,-403648.0,-7554.0
