symbol,informed_total,informed_chg,uninformed_total,uninformed_chg,net_total,net_chg
P,129068.0,7185.0,-63975.0,2038.0,193043.0,5147.0
Y,118404.0,19111.0,-27429.0,-3758.0,145833.0,22869.0
OI,67962.0,-352.0,-17829.0,112.0,85791.0,-464.0
SR,56488.0,743.0,1912.0,414.0,54576.0,329.0
AL,31150.0,932.0,-15066.0,5840.0,46216.0,-4908.0
AU,37046.0,934.0,-4852.0,-613.0,41898.0,1547.0
AO,17568.0,-1311.0,-21137.0,4306.0,38705.0,-5617.0
AG,38827.0,-4948.0,3489.0,3996.0,35338.0,-8944.0
BU,19472.0,-3825.0,-11957.0,-692.0,31429.0,-3133.0
ZN,19409.0,-5552.0,-957.0,2756.0,20366.0,-8308.0
LU,13294.0,3967.0,-2140.0,-168.0,15434.0,4135.0
CS,17530.0,2120.0,3786.0,-1750.0,13744.0,3870.0
L,-220.0,-954.0,-6172.0,4257.0,5952.0,-5211.0
PG,5898.0,-530.0,18.0,382.0,5880.0,-912.0
SI,7752.0,2392.0,2091.0,-2028.0,5661.0,4420.0
JD,349.0,-796.0,-4303.0,-104.0,4652.0,-692.0
FU,7807.0,307.0,3690.0,-217.0,4117.0,524.0
UR,-1099.0,-272.0,-3657.0,-618.0,2558.0,346.0
PR,2069.0,-410.0,-183.0,125.0,2252.0,-535.0
J,1543.0,247.0,211.0,-131.0,1332.0,378.0
SN,-120.0,-561.0,-572.0,159.0,452.0,-720.0
NR,-1728.0,49.0,-2002.0,247.0,274.0,-198.0
RS,3.0,0.0,4.0,0.0,-1.0,0.0
SF,-1637.0,3296.0,-1531.0,-3499.0,-106.0,6795.0
LC,-5863.0,-209.0,-5463.0,-2710.0,-400.0,2501.0
CY,-458.0,21.0,37.0,27.0,-495.0,-6.0
EC,1066.0,-176.0,1624.0,-256.0,-558.0,80.0
PB,-1495.0,-76.0,-763.0,559.0,-732.0,-635.0
BR,-737.0,29.0,407.0,53.0,-1144.0,-24.0
SH,-388.0,-1041.0,924.0,1117.0,-1312.0,-2158.0
PX,1157.0,-2414.0,3605.0,471.0,-2448.0,-2885.0
SS,-1713.0,1276.0,1547.0,-622.0,-3260.0,1898.0
JM,6974.0,1294.0,10269.0,-688.0,-3295.0,1982.0
PF,-4685.0,-1257.0,179.0,-156.0,-4864.0,-1101.0
EB,-7363.0,-2433.0,-2000.0,-574.0,-5363.0,-1859.0
LH,-1111.0,-709.0,5754.0,751.0,-6865.0,-1460.0
CJ,1032.0,-198.0,8423.0,748.0,-7391.0,-946.0
I,12860.0,477.0,22747.0,-6194.0,-9887.0,6671.0
AP,-2618.0,1901.0,7809.0,-75.0,-10427.0,1976.0
CU,-9159.0,-86.0,3417.0,2424.0,-12576.0,-2510.0
NI,-12531.0,-459.0,2254.0,612.0,-14785.0,-1071.0
PK,-17239.0,782.0,1590.0,427.0,-18829.0,355.0
EG,-18648.0,1125.0,258.0,1539.0,-18906.0,-414.0
SP,-8084.0,-3174.0,12726.0,2441.0,-20810.0,-5615.0
RU,-13889.0,-3492.0,9171.0,2234.0,-23060.0,-5726.0
SM,-23663.0,3207.0,146.0,-3293.0,-23809.0,6500.0
HC,4111.0,4357.0,29565.0,-3713.0,-25454.0,8070.0
PP,-8585.0,-1604.0,17168.0,1469.0,-25753.0,-3073.0
FG,10417.0,-7442.0,41728.0,12880.0,-31311.0,-20322.0
B,-28547.0,-995.0,3639.0,442.0,-32186.0,-1437.0
CF,-4473.0,-1797.0,29732.0,1903.0,-34205.0,-3700.0
C,-20035.0,-1765.0,23583.0,1529.0,-43618.0,-3294.0
RB,-17937.0,17009.0,45259.0,-1730.0,-63196.0,18739.0
MA,-61613.0,6137.0,6855.0,-661.0,-68468.0,6798.0
A,-54666.0,-4261.0,14744.0,1703.0,-69410.0,-5964.0
SA,-90985.0,-27431.0,65175.0,24081.0,-156160.0,-51512.0
V,-84752.0,16975.0,73019.0,11.0,-157771.0,16964.0
RM,-158887.0,-13812.0,4662.0,952.0,-163549.0,-14764.0
TA,-258959.0,-12644.0,26556.0,-20.0,-285515.0,-12624.0
M,-354325.0,-47106.0,96900.0,9482.0,-451225.0,-56588.0
