symbol,informed_total,informed_chg,uninformed_total,uninformed_chg,net_total,net_chg
Y,87981.0,-3826.0,-23149.0,280.0,111130.0,-4106.0
P,79803.0,-3642.0,-24013.0,-1200.0,103816.0,-2442.0
AU,48257.0,2285.0,-4339.0,-942.0,52596.0,3227.0
AG,23529.0,-3502.0,441.0,-1466.0,23088.0,-2036.0
ZN,21924.0,-3309.0,5640.0,986.0,16284.0,-4295.0
OI,13953.0,-3116.0,-1614.0,518.0,15567.0,-3634.0
AL,-14462.0,-518.0,-23808.0,1429.0,9346.0,-1947.0
PR,7270.0,1034.0,-856.0,445.0,8126.0,589.0
CS,10203.0,-796.0,3263.0,-342.0,6940.0,-454.0
PG,7427.0,218.0,1701.0,325.0,5726.0,-107.0
EB,6061.0,3371.0,2049.0,-3900.0,4012.0,7271.0
CU,4910.0,-2702.0,1064.0,1176.0,3846.0,-3878.0
SR,21839.0,2066.0,18414.0,-1023.0,3425.0,3089.0
RS,-1.0,-1.0,11.0,2.0,-12.0,-3.0
CY,-722.0,37.0,102.0,-12.0,-824.0,49.0
BU,-5048.0,-99.0,-3689.0,716.0,-1359.0,-815.0
FU,-211.0,1269.0,1644.0,1862.0,-1855.0,-593.0
EC,-1420.0,203.0,785.0,242.0,-2205.0,-39.0
PX,-1803.0,99.0,511.0,-35.0,-2314.0,134.0
SN,-556.0,-1293.0,1921.0,580.0,-2477.0,-1873.0
LU,-2325.0,155.0,950.0,896.0,-3275.0,-741.0
J,-3904.0,-28.0,104.0,200.0,-4008.0,-228.0
AO,-227.0,-1655.0,3967.0,1129.0,-4194.0,-2784.0
SH,-4106.0,472.0,1900.0,-48.0,-6006.0,520.0
LH,-4237.0,-938.0,3669.0,968.0,-7906.0,-1906.0
BR,-7799.0,1554.0,527.0,-1836.0,-8326.0,3390.0
PB,-5146.0,-3367.0,4013.0,703.0,-9159.0,-4070.0
SS,-7955.0,-2385.0,5054.0,2530.0,-13009.0,-4915.0
M,40984.0,30683.0,55156.0,2561.0,-14172.0,28122.0
NR,-14043.0,478.0,1262.0,-139.0,-15305.0,617.0
UR,-11357.0,1786.0,4009.0,-1433.0,-15366.0,3219.0
RU,-3678.0,2334.0,11709.0,-441.0,-15387.0,2775.0
AP,-9038.0,563.0,7023.0,322.0,-16061.0,241.0
SI,-2186.0,1161.0,14467.0,-3381.0,-16653.0,4542.0
CJ,-9493.0,311.0,7426.0,168.0,-16919.0,143.0
JD,-11613.0,-10912.0,6310.0,5100.0,-17923.0,-16012.0
B,-17270.0,722.0,2215.0,-119.0,-19485.0,841.0
NI,-19846.0,1614.0,1915.0,104.0,-21761.0,1510.0
SP,-13996.0,-968.0,10590.0,-905.0,-24586.0,-63.0
PP,-7547.0,2771.0,23167.0,1556.0,-30714.0,1215.0
PF,-21946.0,-715.0,8858.0,520.0,-30804.0,-1235.0
EG,-22088.0,2414.0,11191.0,1321.0,-33279.0,1093.0
PK,-29805.0,-988.0,5176.0,-258.0,-34981.0,-730.0
LC,-23990.0,821.0,11028.0,-968.0,-35018.0,1789.0
A,-33389.0,-617.0,3746.0,-2476.0,-37135.0,1859.0
CF,-30275.0,-3682.0,9026.0,3063.0,-39301.0,-6745.0
SF,-43180.0,-870.0,1721.0,-40.0,-44901.0,-830.0
JM,-33609.0,-2007.0,11470.0,180.0,-45079.0,-2187.0
L,-31678.0,-9627.0,35492.0,736.0,-67170.0,-10363.0
I,-28303.0,836.0,43429.0,1967.0,-71732.0,-1131.0
HC,-3925.0,5307.0,77199.0,-216.0,-81124.0,5523.0
RM,-73251.0,23477.0,14631.0,-2646.0,-87882.0,26123.0
SM,-90202.0,-6020.0,12472.0,1342.0,-102674.0,-7362.0
TA,-186240.0,-13994.0,-57051.0,-2579.0,-129189.0,-11415.0
C,-107741.0,8220.0,48460.0,3593.0,-156201.0,4627.0
RB,-54755.0,-3753.0,111656.0,-19981.0,-166411.0,16228.0
SA,-107664.0,22566.0,61004.0,-5330.0,-168668.0,27896.0
MA,-125628.0,15979.0,67072.0,-5770.0,-192700.0,21749.0
V,-159619.0,-10939.0,35009.0,18149.0,-194628.0,-29088.0
FG,-196435.0,21701.0,26658.0,7860.0,-223093.0,13841.0
