symbol,informed_total,informed_chg,uninformed_total,uninformed_chg,net_total,net_chg
P,116365.0,4063.0,-39996.0,-392.0,156361.0,4455.0
Y,95025.0,559.0,-23852.0,-4885.0,118877.0,5444.0
FG,27805.0,34562.0,-81615.0,-7306.0,109420.0,41868.0
AL,43323.0,4242.0,-15640.0,-2123.0,58963.0,6365.0
HC,42092.0,2911.0,-6941.0,-5027.0,49033.0,7938.0
SR,51366.0,-11184.0,4190.0,165.0,47176.0,-11349.0
AO,30845.0,4832.0,-16245.0,2862.0,47090.0,1970.0
AU,37040.0,-304.0,-2336.0,-8.0,39376.0,-296.0
I,23254.0,-322.0,-8259.0,-6736.0,31513.0,6414.0
ZN,22320.0,-2822.0,-3062.0,156.0,25382.0,-2978.0
AG,28270.0,-916.0,8269.0,-125.0,20001.0,-791.0
LC,-7050.0,1184.0,-26667.0,-746.0,19617.0,1930.0
L,22675.0,5462.0,3320.0,-69.0,19355.0,5531.0
CU,16133.0,-665.0,-2129.0,414.0,18262.0,-1079.0
LU,10933.0,1596.0,-5917.0,-199.0,16850.0,1795.0
BU,15531.0,3492.0,-487.0,-798.0,16018.0,4290.0
A,-8305.0,30.0,-16362.0,-1177.0,8057.0,1207.0
JM,955.0,-1239.0,-4273.0,805.0,5228.0,-2044.0
SN,4112.0,-89.0,-797.0,-14.0,4909.0,-75.0
SS,5380.0,-225.0,1988.0,58.0,3392.0,-283.0
PR,3022.0,0.0,-147.0,-46.0,3169.0,46.0
JD,6278.0,-2228.0,3708.0,399.0,2570.0,-2627.0
CS,7155.0,-2233.0,4873.0,723.0,2282.0,-2956.0
J,1560.0,-284.0,-346.0,41.0,1906.0,-325.0
PG,4631.0,690.0,3056.0,-284.0,1575.0,974.0
EC,225.0,736.0,-486.0,-51.0,711.0,787.0
SI,3667.0,-1253.0,3151.0,-529.0,516.0,-724.0
RS,-3.0,-3.0,0.0,0.0,-3.0,-3.0
CY,-300.0,18.0,181.0,12.0,-481.0,6.0
EB,-943.0,-661.0,-324.0,-401.0,-619.0,-260.0
PB,1098.0,-384.0,1797.0,417.0,-699.0,-801.0
SH,472.0,48.0,2413.0,-366.0,-1941.0,414.0
CJ,-2534.0,-804.0,-224.0,1242.0,-2310.0,-2046.0
FU,1841.0,935.0,4297.0,-728.0,-2456.0,1663.0
B,-5846.0,2543.0,-2545.0,-822.0,-3301.0,3365.0
NR,-6519.0,673.0,-2968.0,-1514.0,-3551.0,2187.0
PX,-9081.0,539.0,-5079.0,2120.0,-4002.0,-1581.0
LH,-1109.0,-205.0,3352.0,55.0,-4461.0,-260.0
BR,-6310.0,-134.0,-518.0,-200.0,-5792.0,66.0
AP,-2259.0,902.0,5829.0,-496.0,-8088.0,1398.0
PF,-8437.0,-104.0,-135.0,-82.0,-8302.0,-22.0
UR,-9852.0,-169.0,-260.0,-816.0,-9592.0,647.0
SF,-7909.0,326.0,1821.0,381.0,-9730.0,-55.0
PK,-8272.0,-3141.0,2313.0,380.0,-10585.0,-3521.0
OI,13306.0,-13321.0,26945.0,2869.0,-13639.0,-16190.0
RU,-3954.0,5387.0,10524.0,-1386.0,-14478.0,6773.0
CF,3443.0,-2798.0,22604.0,680.0,-19161.0,-3478.0
PP,-14916.0,1103.0,7725.0,-1820.0,-22641.0,2923.0
NI,-17258.0,186.0,6846.0,138.0,-24104.0,48.0
EG,-19615.0,-1152.0,11440.0,-3325.0,-31055.0,2173.0
SP,-21111.0,459.0,10613.0,-743.0,-31724.0,1202.0
RB,-44354.0,8603.0,-10508.0,-532.0,-33846.0,9135.0
SM,-28885.0,-555.0,5743.0,1601.0,-34628.0,-2156.0
SA,-83490.0,20962.0,-48099.0,-19719.0,-35391.0,40681.0
MA,-56400.0,9734.0,3020.0,1149.0,-59420.0,8585.0
C,-80540.0,1090.0,13382.0,-2718.0,-93922.0,3808.0
V,-86891.0,-6844.0,46079.0,3585.0,-132970.0,-10429.0
TA,-168099.0,17540.0,-3200.0,-1478.0,-164899.0,19018.0
M,-181741.0,-57421.0,13462.0,14834.0,-195203.0,-72255.0
RM,-147152.0,-20297.0,67156.0,22547.0,-214308.0,-42844.0
