symbol,informed_total,informed_chg,uninformed_total,uninformed_chg,net_total,net_chg
Y,71521.0,-3590.0,-32618.0,541.0,104139.0,-4131.0
P,45290.0,239.0,-45762.0,-3792.0,91052.0,4031.0
M,125523.0,-983.0,40881.0,-4553.0,84642.0,3570.0
AG,32218.0,-2454.0,-10747.0,2735.0,42965.0,-5189.0
AU,29240.0,161.0,-4211.0,-95.0,33451.0,256.0
OI,7501.0,-3174.0,-19491.0,-1606.0,26992.0,-1568.0
CU,24016.0,723.0,-1233.0,2437.0,25249.0,-1714.0
AO,10118.0,919.0,-12919.0,213.0,23037.0,706.0
EB,14224.0,3972.0,-939.0,-2110.0,15163.0,6082.0
ZN,11011.0,-1764.0,-3764.0,32.0,14775.0,-1796.0
BU,3098.0,-2170.0,-8747.0,-751.0,11845.0,-1419.0
PR,1291.0,-1371.0,-2381.0,338.0,3672.0,-1709.0
PX,-636.0,-706.0,-1420.0,770.0,784.0,-1476.0
PG,3383.0,-1327.0,2657.0,-239.0,726.0,-1088.0
SN,2090.0,560.0,1688.0,677.0,402.0,-117.0
RS,7.0,0.0,8.0,-1.0,-1.0,1.0
A,2663.0,-1533.0,2921.0,-1252.0,-258.0,-281.0
EC,-1169.0,7.0,-633.0,-191.0,-536.0,198.0
CY,-505.0,28.0,91.0,6.0,-596.0,22.0
PK,3823.0,-2143.0,5214.0,463.0,-1391.0,-2606.0
J,-1816.0,694.0,-342.0,-39.0,-1474.0,733.0
NR,-7017.0,4367.0,-4997.0,-67.0,-2020.0,4434.0
PB,-1776.0,-360.0,2412.0,902.0,-4188.0,-1262.0
BR,-6495.0,618.0,-756.0,-505.0,-5739.0,1123.0
SH,-3136.0,617.0,3022.0,-292.0,-6158.0,909.0
LU,-8571.0,-674.0,-1933.0,-173.0,-6638.0,-501.0
B,-6719.0,-562.0,2702.0,314.0,-9421.0,-876.0
LH,-3594.0,361.0,5972.0,-1125.0,-9566.0,1486.0
SP,-5874.0,2540.0,7787.0,-254.0,-13661.0,2794.0
L,-6575.0,3175.0,9097.0,1987.0,-15672.0,1188.0
SS,-11859.0,-1955.0,4488.0,376.0,-16347.0,-2331.0
EG,-20958.0,872.0,-4395.0,636.0,-16563.0,236.0
JD,-6563.0,-1368.0,10142.0,402.0,-16705.0,-1770.0
RU,-9144.0,-483.0,7811.0,662.0,-16955.0,-1145.0
AP,-11943.0,171.0,7094.0,-833.0,-19037.0,1004.0
NI,-16413.0,2942.0,2689.0,-451.0,-19102.0,3393.0
SR,-10106.0,-2475.0,9054.0,-1436.0,-19160.0,-1039.0
JM,-21693.0,-1342.0,-2414.0,125.0,-19279.0,-1467.0
CJ,-12656.0,-453.0,7041.0,8.0,-19697.0,-461.0
UR,-12159.0,3731.0,8400.0,1363.0,-20559.0,2368.0
AL,-21384.0,-478.0,1089.0,-1197.0,-22473.0,719.0
TA,-28128.0,-20399.0,-2451.0,3024.0,-25677.0,-23423.0
PF,-25936.0,1071.0,263.0,-1857.0,-26199.0,2928.0
RM,-28343.0,-8261.0,1996.0,-3424.0,-30339.0,-4837.0
HC,-34720.0,-2800.0,-1766.0,-7185.0,-32954.0,4385.0
CS,-22220.0,-3037.0,12079.0,-299.0,-34299.0,-2738.0
SF,-32981.0,-1404.0,2406.0,27.0,-35387.0,-1431.0
LC,-20311.0,-499.0,16247.0,-796.0,-36558.0,297.0
PP,-17424.0,2250.0,19374.0,-2041.0,-36798.0,4291.0
SI,-15421.0,1187.0,21797.0,-229.0,-37218.0,1416.0
CF,-27830.0,3981.0,12192.0,-1456.0,-40022.0,5437.0
FU,-24011.0,-10387.0,20309.0,6052.0,-44320.0,-16439.0
I,-54684.0,-9162.0,426.0,2946.0,-55110.0,-12108.0
MA,-44403.0,-10334.0,14556.0,1121.0,-58959.0,-11455.0
SM,-83747.0,-3206.0,6894.0,-1245.0,-90641.0,-1961.0
C,-72615.0,10230.0,23764.0,-88.0,-96379.0,10318.0
SA,-137088.0,-5014.0,60751.0,17698.0,-197839.0,-22712.0
V,-169081.0,-3661.0,33092.0,5906.0,-202173.0,-9567.0
RB,-128071.0,2571.0,84391.0,29838.0,-212462.0,-27267.0
FG,-184352.0,11804.0,69131.0,6888.0,-253483.0,4916.0
