symbol,informed_total,informed_chg,uninformed_total,uninformed_chg,net_total,net_chg
P,76677.0,-5335.0,-57363.0,1192.0,134040.0,-6527.0
Y,59126.0,-17834.0,-24783.0,10671.0,83909.0,-28505.0
AU,62473.0,2442.0,-1770.0,120.0,64243.0,2322.0
AG,47858.0,3514.0,-7877.0,868.0,55735.0,2646.0
SR,55022.0,2085.0,2254.0,179.0,52768.0,1906.0
AL,25957.0,-2400.0,-19438.0,-752.0,45395.0,-1648.0
L,24970.0,-5713.0,-18036.0,-202.0,43006.0,-5511.0
OI,15125.0,-8568.0,-15721.0,1838.0,30846.0,-10406.0
ZN,21938.0,-288.0,-1804.0,-1244.0,23742.0,956.0
AO,10528.0,3283.0,-7315.0,-1276.0,17843.0,4559.0
CU,4484.0,-650.0,-7418.0,-723.0,11902.0,73.0
LU,4755.0,-1741.0,-5735.0,209.0,10490.0,-1950.0
BU,2936.0,2177.0,-6278.0,-21.0,9214.0,2198.0
SN,4799.0,-1168.0,-1405.0,-122.0,6204.0,-1046.0
FU,1053.0,-4533.0,-3673.0,-965.0,4726.0,-3568.0
SH,2306.0,-706.0,-2181.0,812.0,4487.0,-1518.0
PF,2236.0,-495.0,-1296.0,-60.0,3532.0,-435.0
PR,2424.0,-1352.0,-1046.0,155.0,3470.0,-1507.0
J,1676.0,-199.0,-51.0,99.0,1727.0,-298.0
JM,-289.0,-2041.0,-1471.0,32.0,1182.0,-2073.0
RS,1.0,-2.0,11.0,4.0,-10.0,-6.0
EC,1160.0,-534.0,1197.0,429.0,-37.0,-963.0
PG,179.0,-1247.0,533.0,-226.0,-354.0,-1021.0
CY,-480.0,-20.0,76.0,14.0,-556.0,-34.0
SS,1461.0,-1975.0,2455.0,1371.0,-994.0,-3346.0
HC,2189.0,-1278.0,3977.0,11238.0,-1788.0,-12516.0
PB,-2234.0,-109.0,-58.0,-147.0,-2176.0,38.0
PX,-5641.0,-4985.0,-3384.0,357.0,-2257.0,-5342.0
NI,-3133.0,-596.0,-80.0,-1139.0,-3053.0,543.0
BR,-3119.0,315.0,1357.0,-258.0,-4476.0,573.0
CJ,271.0,117.0,4904.0,294.0,-4633.0,-177.0
EB,-4517.0,-1157.0,275.0,99.0,-4792.0,-1256.0
LH,-4356.0,-8.0,4742.0,-169.0,-9098.0,161.0
NR,-15036.0,-330.0,-5894.0,180.0,-9142.0,-510.0
JD,-5916.0,4066.0,3510.0,-3540.0,-9426.0,7606.0
SP,-2102.0,-2691.0,8953.0,822.0,-11055.0,-3513.0
AP,-4703.0,977.0,7929.0,-250.0,-12632.0,1227.0
SI,680.0,1195.0,13777.0,-2472.0,-13097.0,3667.0
SF,-9848.0,-1124.0,3692.0,131.0,-13540.0,-1255.0
I,371.0,-8156.0,14328.0,-8892.0,-13957.0,736.0
B,-13523.0,5385.0,2133.0,-108.0,-15656.0,5493.0
RU,-14177.0,1489.0,1547.0,-511.0,-15724.0,2000.0
CS,-3943.0,2590.0,11991.0,-307.0,-15934.0,2897.0
CF,-2298.0,-3845.0,15097.0,1320.0,-17395.0,-5165.0
EG,-17216.0,-14844.0,916.0,1293.0,-18132.0,-16137.0
PP,155.0,3051.0,23510.0,-340.0,-23355.0,3391.0
PK,-22994.0,3696.0,575.0,572.0,-23569.0,3124.0
A,-27162.0,1034.0,-2566.0,-402.0,-24596.0,1436.0
LC,-8958.0,-941.0,15658.0,-5779.0,-24616.0,4838.0
UR,-18212.0,-4330.0,9195.0,-542.0,-27407.0,-3788.0
SM,-36259.0,175.0,15627.0,1155.0,-51886.0,-980.0
RM,-70805.0,27694.0,25993.0,-5913.0,-96798.0,33607.0
FG,-58856.0,-20761.0,45321.0,8637.0,-104177.0,-29398.0
RB,-91130.0,-5892.0,29469.0,22551.0,-120599.0,-28443.0
MA,-100763.0,-4086.0,26033.0,-343.0,-126796.0,-3743.0
TA,-169930.0,-12334.0,-17571.0,1417.0,-152359.0,-13751.0
C,-142886.0,-19359.0,15617.0,1686.0,-158503.0,-21045.0
SA,-163345.0,-38476.0,15933.0,13748.0,-179278.0,-52224.0
M,-91373.0,-20250.0,89308.0,-2027.0,-180681.0,-18223.0
V,-124252.0,-11405.0,74584.0,4555.0,-198836.0,-15960.0
