symbol,informed_total,informed_chg,uninformed_total,uninformed_chg,net_total,net_chg
Y,24088.0,3595.0,-124470.0,3378.0,148558.0,217.0
P,95357.0,8349.0,-33176.0,9619.0,128533.0,-1270.0
L,56367.0,-14162.0,-38523.0,3699.0,94890.0,-17861.0
SR,26011.0,-6123.0,-46034.0,4461.0,72045.0,-10584.0
M,-46258.0,12570.0,-110930.0,-7810.0,64672.0,20380.0
BU,23188.0,7200.0,-5504.0,-692.0,28692.0,7892.0
CU,12298.0,1251.0,-10918.0,1931.0,23216.0,-680.0
AO,25918.0,115.0,6977.0,-1268.0,18941.0,1383.0
ZN,13341.0,-1915.0,-2057.0,375.0,15398.0,-2290.0
AU,15105.0,-246.0,-173.0,78.0,15278.0,-324.0
LC,8231.0,155.0,-3604.0,-47.0,11835.0,202.0
PR,2975.0,-61.0,-403.0,28.0,3378.0,-89.0
AG,12730.0,2058.0,9807.0,-1083.0,2923.0,3141.0
PB,-1597.0,684.0,-3729.0,1035.0,2132.0,-351.0
EC,1536.0,-50.0,-304.0,79.0,1840.0,-129.0
PF,-155.0,-261.0,-1801.0,1858.0,1646.0,-2119.0
EB,670.0,-6847.0,-865.0,-2271.0,1535.0,-4576.0
J,723.0,109.0,-669.0,25.0,1392.0,84.0
LU,3230.0,108.0,3165.0,-378.0,65.0,486.0
RS,0.0,0.0,-2.0,0.0,2.0,0.0
AL,3939.0,-6755.0,4270.0,-1721.0,-331.0,-5034.0
JD,-1665.0,-1965.0,-1118.0,1110.0,-547.0,-3075.0
OI,-6123.0,-2333.0,-5495.0,2870.0,-628.0,-5203.0
CY,-601.0,-3.0,647.0,-16.0,-1248.0,13.0
PX,-2534.0,-1191.0,-552.0,-319.0,-1982.0,-872.0
LH,-3359.0,-349.0,-548.0,-77.0,-2811.0,-272.0
NR,-6659.0,365.0,-3586.0,38.0,-3073.0,327.0
CJ,2361.0,-254.0,5862.0,-215.0,-3501.0,-39.0
FU,2419.0,1830.0,6066.0,-405.0,-3647.0,2235.0
SF,-466.0,501.0,3439.0,238.0,-3905.0,263.0
SN,-2267.0,-1149.0,2312.0,377.0,-4579.0,-1526.0
SI,981.0,-712.0,6147.0,294.0,-5166.0,-1006.0
PG,-835.0,-667.0,4447.0,834.0,-5282.0,-1501.0
BR,-6261.0,-567.0,-315.0,-344.0,-5946.0,-223.0
SH,-4155.0,-1852.0,2276.0,1475.0,-6431.0,-3327.0
NI,-7598.0,2403.0,105.0,-256.0,-7703.0,2659.0
SP,-15900.0,-1186.0,-5178.0,-1052.0,-10722.0,-134.0
AP,-6390.0,-730.0,4679.0,884.0,-11069.0,-1614.0
SS,-12378.0,217.0,500.0,-50.0,-12878.0,267.0
JM,-9806.0,1889.0,3415.0,-1362.0,-13221.0,3251.0
UR,-17940.0,1829.0,-2378.0,6.0,-15562.0,1823.0
RU,-9947.0,1194.0,8502.0,1939.0,-18449.0,-745.0
MA,-32770.0,14812.0,-14125.0,281.0,-18645.0,14531.0
B,-11427.0,-2928.0,8356.0,1330.0,-19783.0,-4258.0
CS,-16384.0,3059.0,11863.0,-33.0,-28247.0,3092.0
EG,-25210.0,-1784.0,3076.0,-300.0,-28286.0,-1484.0
CF,-12096.0,-1078.0,17917.0,-3050.0,-30013.0,1972.0
I,2414.0,10251.0,33988.0,-3509.0,-31574.0,13760.0
SM,-33032.0,1610.0,-646.0,-427.0,-32386.0,2037.0
PP,-5973.0,-779.0,27866.0,1222.0,-33839.0,-2001.0
PK,-25824.0,-1638.0,14166.0,1752.0,-39990.0,-3390.0
A,-28662.0,2717.0,11699.0,-2372.0,-40361.0,5089.0
HC,-9444.0,4430.0,65868.0,456.0,-75312.0,3974.0
SA,-110950.0,551.0,-20796.0,-14210.0,-90154.0,14761.0
FG,-60463.0,-4454.0,43046.0,-9926.0,-103509.0,5472.0
C,-69303.0,8523.0,38953.0,-3491.0,-108256.0,12014.0
RM,-89981.0,15811.0,50180.0,2032.0,-140161.0,13779.0
RB,-133332.0,47406.0,36393.0,-13672.0,-169725.0,61078.0
TA,-149415.0,-17783.0,88474.0,777.0,-237889.0,-18560.0
V,-214768.0,-4278.0,64697.0,-1331.0,-279465.0,-2947.0
