,future_mkt_val_chg,call_mkt_val_chg,put_mkt_val_chg
NR,0.4468195548197258,0.0,0.0
RU,0.18227039513863086,0.5911673397767692,-0.15533516694599858
SC,0.11975906406057235,-0.145354194180091,0.09567288960532383
B,0.11111432107025787,-0.003188916134164943,0.5123035738285486
BR,0.10835804734691101,0.0018383826938157544,0.0988318035969018
RM,0.09755072218644201,-0.16364547284773379,0.14141211796887654
PB,0.09692792583378607,0.24327570597422454,0.35971760372435657
UR,0.0810748876948062,-0.2427816893646476,0.8138889604439521
BU,0.07934547932914593,0.0,0.0
PX,0.07067838049178454,1.3398338682272986,4.198691987349199
LU,0.06686537548303151,0.0,0.0
RB,0.06182059998593581,-0.2616675363574137,0.575972014264152
JM,0.05685453846824262,0.0,0.0
V,0.05372770128998616,0.0760568555255392,0.7955400880634824
PG,0.05077228152386781,-0.5412476924341736,1.0369448919523352
AG,0.04428082475779238,0.42797244081428576,-0.18234521905308154
SI,0.04389152622346271,-0.597396987517722,-0.32264363436814736
CS,0.04222852493869578,-0.09099946199411746,0.12814005489723512
PR,0.041328442737137205,0.0,0.0
NI,0.031728101864826996,0.08800658082937485,-0.04763972663739713
SS,0.030719103635486356,0.0,0.0
EG,0.02956649748290907,-0.10701718787136305,-0.10737669185133436
SF,0.026383410748707314,-0.37811024767510215,0.23855746748536544
RR,0.015245126584803703,0.0,0.0
Y,0.014706099600568567,-0.27611143911718017,0.23153019694813315
CF,0.013676102209802421,-0.2586289063308683,0.2167453836474682
M,0.01212034665620254,0.13314447341312463,0.29063837678282933
AU,0.010164272304158173,0.05887272375318475,-0.03808882379599132
OI,0.008276151831613454,-0.26458108871079655,-0.3799066837687214
HC,0.007988256380741854,0.0,0.0
C,0.005900413158050899,0.6699749775853892,0.6744561257301069
WR,0.0030112364597292274,0.0,0.0
J,0.0029207287658792325,0.0,0.0
P,0.0014170296238313895,-0.08045606893376411,-0.0013666025815646243
RI,0.0,0.0,0.0
PM,0.0,0.0,0.0
ZC,0.0,0.0,0.0
JR,0.0,0.0,0.0
LR,0.0,0.0,0.0
TA,-0.00247953409312629,-0.3139452518831011,0.1429585855802793
AL,-0.0047285350090341405,0.05573067575759261,0.11236488766618513
SH,-0.0066327474484936255,-0.5886050766163388,-0.060340934564865
SN,-0.011048068023060464,0.1415076255338623,-0.10454288040763582
CU,-0.011579304273356072,0.41562696035834423,-0.2500549635728194
SA,-0.018118447538096216,-0.31710445549995636,0.6270273883709478
SP,-0.022445473932990456,0.0,0.0
A,-0.02629183584672168,-0.04884735859186384,0.18261476658919085
EB,-0.03111299988833416,-0.43911080548983683,0.7116464011669534
JD,-0.034637204371835595,-0.3184598083709169,0.34775146542792745
BC,-0.03681854478495972,0.0,0.0
LH,-0.03898314624054322,-0.024589285440877018,0.02253905937218681
CY,-0.03901484250588316,0.0,0.0
I,-0.041215767738952636,-0.15220810086853398,0.22040759649733643
SM,-0.04292873575538636,-0.2651236661125217,0.27801668289198145
PF,-0.044370850634452896,-0.30487027195357264,0.19636358537722454
ZN,-0.0447428537853265,-0.0014300129068385292,-0.08122196337292353
BB,-0.05196341463414633,0.0,0.0
SR,-0.0594058860022999,-0.352238108287549,0.10059934429043138
CJ,-0.059869347808365614,0.030174429132421743,0.513824792186891
AO,-0.06462939911766319,-0.04938771349416127,0.7067358062375595
MA,-0.07243656487740313,-0.2209315134737665,0.4169950586026774
PK,-0.07380737431420725,-0.15509922486912053,0.12636620304904067
FG,-0.08597132725403278,-0.6394871586018529,0.5403783105334949
LC,-0.09045752522307182,-0.5422814064950692,-0.5719864770695635
EC,-0.11077693518174148,0.0,0.0
RS,-0.1131328741810852,0.0,0.0
PP,-0.12677921339560194,-0.586716321352355,0.6963529427994648
L,-0.1267961006928472,-0.6578493834681292,0.7710410545130839
FU,-0.12788708865194698,0.0,0.0
FB,-0.16736684347209818,0.0,0.0
AP,-0.18380515623148463,-0.6145740261068642,0.1484026030822827
LG,-0.30835056286416107,-0.09251963131447116,0.06295382537043026
