symbol,informed_total,informed_chg,uninformed_total,uninformed_chg,net_total,net_chg
P,94091.0,2928.0,-35090.0,2704.0,129181.0,224.0
L,74080.0,-5262.0,-30273.0,1488.0,104353.0,-6750.0
BU,47394.0,1254.0,-19300.0,-285.0,66694.0,1539.0
SR,51066.0,2428.0,1946.0,2792.0,49120.0,-364.0
MA,24917.0,-8601.0,-12452.0,-2246.0,37369.0,-6355.0
AO,18910.0,1358.0,-16160.0,2692.0,35070.0,-1334.0
ZN,29579.0,1167.0,-275.0,1139.0,29854.0,28.0
Y,15105.0,-2770.0,-7474.0,-408.0,22579.0,-2362.0
CF,22974.0,4767.0,3551.0,664.0,19423.0,4103.0
FU,8417.0,2148.0,-8201.0,-259.0,16618.0,2407.0
PB,9433.0,1044.0,-3086.0,-358.0,12519.0,1402.0
AU,13339.0,-752.0,1474.0,373.0,11865.0,-1125.0
AL,4935.0,-1057.0,-6452.0,185.0,11387.0,-1242.0
SH,3052.0,1051.0,-1941.0,-609.0,4993.0,1660.0
CU,4792.0,1088.0,810.0,-460.0,3982.0,1548.0
JD,359.0,405.0,-3074.0,-2331.0,3433.0,2736.0
PR,2520.0,-44.0,0.0,0.0,2520.0,-44.0
NR,-727.0,2968.0,-2942.0,242.0,2215.0,2726.0
EB,-1860.0,-795.0,-3571.0,1869.0,1711.0,-2664.0
PP,14723.0,2818.0,13432.0,377.0,1291.0,2441.0
PG,2746.0,270.0,2171.0,-149.0,575.0,419.0
EC,549.0,620.0,268.0,-314.0,281.0,934.0
LU,3606.0,-9075.0,3385.0,-818.0,221.0,-8257.0
RS,2.0,2.0,0.0,0.0,2.0,2.0
LG,126.0,-754.0,1015.0,284.0,-889.0,-1038.0
CY,-992.0,23.0,61.0,4.0,-1053.0,19.0
PF,-5529.0,939.0,-4259.0,-52.0,-1270.0,991.0
I,24077.0,4902.0,25965.0,-2299.0,-1888.0,7201.0
AP,-5923.0,1735.0,-3531.0,-1927.0,-2392.0,3662.0
J,-1982.0,-269.0,449.0,175.0,-2431.0,-444.0
UR,-8390.0,1127.0,-5704.0,-2468.0,-2686.0,3595.0
PX,-8160.0,1413.0,-3316.0,492.0,-4844.0,921.0
AG,-4974.0,10050.0,403.0,-3227.0,-5377.0,13277.0
EG,-5439.0,2569.0,184.0,-1250.0,-5623.0,3819.0
NI,-3895.0,-2516.0,3013.0,779.0,-6908.0,-3295.0
LH,-4193.0,-442.0,3483.0,-235.0,-7676.0,-207.0
SN,-2831.0,-695.0,5061.0,1367.0,-7892.0,-2062.0
SP,-4818.0,1057.0,4498.0,-1660.0,-9316.0,2717.0
LC,5147.0,-1194.0,14892.0,-593.0,-9745.0,-601.0
BR,-9729.0,-386.0,607.0,-232.0,-10336.0,-154.0
SI,1063.0,455.0,11578.0,-6363.0,-10515.0,6818.0
CJ,-2534.0,58.0,9172.0,-1094.0,-11706.0,1152.0
SS,-7090.0,352.0,8438.0,-531.0,-15528.0,883.0
SF,-15523.0,-49.0,2649.0,30.0,-18172.0,-79.0
HC,-10631.0,-12707.0,8077.0,-257.0,-18708.0,-12450.0
B,-13655.0,-4156.0,7725.0,396.0,-21380.0,-4552.0
CS,-3408.0,329.0,19369.0,1379.0,-22777.0,-1050.0
RU,-18165.0,2129.0,8332.0,-746.0,-26497.0,2875.0
OI,-16326.0,-2021.0,11106.0,-1551.0,-27432.0,-470.0
JM,-16436.0,-739.0,11925.0,1834.0,-28361.0,-2573.0
SM,-31657.0,826.0,3434.0,218.0,-35091.0,608.0
PK,-36015.0,987.0,8373.0,-188.0,-44388.0,1175.0
A,-38535.0,1028.0,17218.0,-1323.0,-55753.0,2351.0
FG,-29073.0,-2157.0,80113.0,-3244.0,-109186.0,1087.0
SA,-100005.0,-7110.0,36070.0,1720.0,-136075.0,-8830.0
TA,-135679.0,2433.0,12230.0,-7060.0,-147909.0,9493.0
M,-77132.0,2239.0,73302.0,6530.0,-150434.0,-4291.0
RM,-121133.0,2313.0,29942.0,-1912.0,-151075.0,4225.0
RB,-88063.0,-15047.0,67377.0,-1311.0,-155440.0,-13736.0
V,-139998.0,-4724.0,82990.0,-510.0,-222988.0,-4214.0
C,-140273.0,-13199.0,83612.0,3091.0,-223885.0,-16290.0
