symbol,informed_total,informed_chg,uninformed_total,uninformed_chg,net_total,net_chg
P,140223.0,-2186.0,-43892.0,2178.0,184115.0,-4364.0
Y,104814.0,1179.0,-23418.0,-1535.0,128232.0,2714.0
AL,51868.0,6049.0,-16840.0,-3155.0,68708.0,9204.0
AO,27123.0,-1910.0,-19294.0,4057.0,46417.0,-5967.0
SR,42010.0,-1857.0,4304.0,-261.0,37706.0,-1596.0
AU,31415.0,-2279.0,-4451.0,16.0,35866.0,-2295.0
LU,29504.0,6615.0,-5992.0,-289.0,35496.0,6904.0
I,27291.0,1843.0,-4720.0,-2717.0,32011.0,4560.0
L,37129.0,12684.0,5244.0,45.0,31885.0,12639.0
BU,23873.0,3077.0,-7124.0,876.0,30997.0,2201.0
ZN,21233.0,1856.0,-4146.0,-1136.0,25379.0,2992.0
HC,18164.0,151.0,-4519.0,-178.0,22683.0,329.0
FU,20718.0,4845.0,-619.0,-1933.0,21337.0,6778.0
LC,-664.0,-31.0,-13304.0,-349.0,12640.0,318.0
B,810.0,8283.0,-10059.0,-4069.0,10869.0,12352.0
SH,3685.0,2956.0,-5941.0,-3435.0,9626.0,6391.0
OI,35531.0,-1641.0,27716.0,2283.0,7815.0,-3924.0
NR,2096.0,1023.0,-2201.0,-433.0,4297.0,1456.0
EB,5142.0,4489.0,1468.0,-1882.0,3674.0,6371.0
PR,2815.0,-124.0,97.0,-5.0,2718.0,-119.0
JD,6703.0,1926.0,4037.0,-1104.0,2666.0,3030.0
SN,2323.0,205.0,-241.0,141.0,2564.0,64.0
PX,-171.0,604.0,-2211.0,-159.0,2040.0,763.0
CF,22339.0,25451.0,20831.0,-2372.0,1508.0,27823.0
PB,2469.0,2943.0,1421.0,-734.0,1048.0,3677.0
J,1241.0,131.0,460.0,-188.0,781.0,319.0
RS,0.0,0.0,-25.0,0.0,25.0,0.0
EC,1257.0,293.0,1247.0,-233.0,10.0,526.0
CY,-405.0,-10.0,212.0,32.0,-617.0,-42.0
LH,383.0,140.0,1080.0,-917.0,-697.0,1057.0
AG,13776.0,1147.0,14544.0,894.0,-768.0,253.0
SI,5316.0,203.0,6104.0,1327.0,-788.0,-1124.0
JM,2086.0,2646.0,2923.0,-1422.0,-837.0,4068.0
PG,-230.0,-898.0,1553.0,-267.0,-1783.0,-631.0
SF,-3118.0,1162.0,-1247.0,-1984.0,-1871.0,3146.0
BR,-4411.0,-4.0,-304.0,155.0,-4107.0,-159.0
SS,-298.0,1037.0,3868.0,637.0,-4166.0,400.0
CS,1643.0,-1537.0,6228.0,1155.0,-4585.0,-2692.0
CJ,-509.0,405.0,4364.0,-7.0,-4873.0,412.0
PF,-4770.0,1555.0,477.0,353.0,-5247.0,1202.0
A,-27508.0,10554.0,-15205.0,-7029.0,-12303.0,17583.0
CU,-6777.0,-1868.0,5846.0,1421.0,-12623.0,-3289.0
PP,-171.0,-5132.0,12786.0,-1513.0,-12957.0,-3619.0
RU,-3995.0,-1721.0,10454.0,1480.0,-14449.0,-3201.0
UR,-7287.0,1728.0,8876.0,927.0,-16163.0,801.0
NI,-9596.0,2737.0,7222.0,-811.0,-16818.0,3548.0
AP,-4088.0,781.0,14141.0,1255.0,-18229.0,-474.0
SP,-5886.0,9011.0,12562.0,-1712.0,-18448.0,10723.0
PK,-16559.0,2659.0,5855.0,-1039.0,-22414.0,3698.0
EG,-17386.0,-533.0,8425.0,-2473.0,-25811.0,1940.0
FG,-28292.0,-5286.0,-809.0,3092.0,-27483.0,-8378.0
SM,-28049.0,-1748.0,1449.0,490.0,-29498.0,-2238.0
MA,-35166.0,879.0,4127.0,-2058.0,-39293.0,2937.0
RB,-33318.0,22824.0,18371.0,-24883.0,-51689.0,47707.0
C,-47881.0,5086.0,13665.0,-444.0,-61546.0,5530.0
M,-226028.0,109784.0,-99585.0,-11833.0,-126443.0,121617.0
SA,-84634.0,25232.0,42083.0,-17479.0,-126717.0,42711.0
V,-71398.0,26982.0,70118.0,-12497.0,-141516.0,39479.0
RM,-138937.0,38286.0,42315.0,-19287.0,-181252.0,57573.0
TA,-286350.0,45646.0,-6907.0,-4646.0,-279443.0,50292.0
