,future_mkt_val_chg,call_mkt_val_chg,put_mkt_val_chg
FB,0.7709615473899789,0.0,0.0
LC,0.09592842809824398,1.0343091065992773,-0.1490661648068604
CJ,0.06666111408228992,1.54887822996107,-0.3148128846373974
NR,0.06342606713063281,0.0,0.0
M,0.04586727454153583,0.31693562081447557,-0.11508976603453758
SM,0.04445911650375001,3.871314335676982,0.27303238670256347
AL,0.04000184198873069,1.207823234471237,-0.000573127668431983
RU,0.026978811850943085,0.810632044888794,0.2730618171533772
CU,0.021275923011590203,0.6022380859254128,0.6141369495202955
SA,0.013964646084232868,1.5959453380912096,-0.2999314917331136
Y,0.010655173216330027,0.31463389194127545,0.09520840459396873
RI,0.0,0.0,0.0
JR,0.0,0.0,0.0
ZC,0.0,0.0,0.0
PM,0.0,0.0,0.0
LR,0.0,0.0,0.0
BB,-0.0006153097655383633,0.0,0.0
J,-0.004323870112918238,0.0,0.0
I,-0.021060250209578357,2.1651037255587102,-0.5178717128064417
NI,-0.024755086240574653,1.926544251351122,-0.03573236912421973
AG,-0.024887662145874012,0.5954543703421094,0.34484358228991807
ZN,-0.02802826868217545,0.6710986157145833,0.5973748809968971
JM,-0.03413072127930239,0.0,0.0
CY,-0.03772178555120187,0.0,0.0
C,-0.03800885143218824,2.4031815973950432,-0.5080256859919587
SC,-0.040474653431670116,1.2355865113755278,0.06450456640453894
P,-0.04111457134942542,0.34861916718967456,0.1522982021031376
PB,-0.04637986053439114,1.3262383848432093,-0.36988138701225326
FU,-0.05452119136003086,0.0,0.0
HC,-0.0618067028104744,0.0,0.0
EG,-0.06582518571495155,1.5156592214052091,-0.4718800009256441
AU,-0.06645636137701061,0.1221796196727678,0.5867984267034079
B,-0.06909580844952623,0.7672657973735231,0.3108475867924929
CF,-0.06955353594118885,0.6438648741250874,-0.1654945151228041
L,-0.07637562743792226,1.5927063939986121,-0.3093925608174213
SP,-0.07701156513252005,0.0,0.0
EC,-0.0810834698996904,0.0,0.0
SI,-0.08115815534594562,1.152778560411471,-0.2759763219228881
A,-0.08231425044435414,1.5971252306421535,-0.09843110070062677
RR,-0.08501050709754188,0.0,0.0
FG,-0.0852164442123392,1.6781131707835821,-0.16340555716459648
OI,-0.08577171850333543,0.1491763661620249,0.058820132825329274
SF,-0.0870514083944659,4.049597120187605,-0.19301529209070378
AP,-0.10099382831951942,0.3907103368035223,0.29535361127612036
SR,-0.11758786634394269,0.19489469298763762,0.5021544843015004
RB,-0.11887690952887031,4.798777184535369,-0.15549245113761134
EB,-0.14331740494152034,1.0617844083837449,-0.5612534484821341
TA,-0.14401973204367624,1.4102746912175577,-0.2731280881401197
V,-0.14993890152279465,1.5282836466518517,-0.4661444342511797
MA,-0.15750687047860235,1.077824439107157,-0.4526899297801563
PK,-0.1589096055659578,2.419860858930199,0.0407385797903288
UR,-0.16288102692213835,1.139341612201414,-0.3190619220688
JD,-0.16293016912159253,0.400723118768713,0.2327947744366372
BC,-0.17416628828945346,0.0,0.0
LH,-0.17700927432001856,0.8464685551184536,0.2329057510786925
CS,-0.1774266315079367,1.605975001825065,-0.1901146470603785
RM,-0.18780222683752634,0.3828100578299205,-0.0757467277270697
SN,-0.19312827821003153,0.3706633912127515,-0.07487028726440559
BR,-0.19928151058129884,1.9361209833198778,1.196894661890994
PP,-0.21446672718199744,1.3699981899324283,-0.3930223627403906
SS,-0.21467604473475677,0.0,0.0
LU,-0.2191316613793427,0.0,0.0
PG,-0.2192953194740127,1.1429835993573465,-0.3336981835031535
PF,-0.22587959026922078,0.8551277718884871,-0.4426501413486852
WR,-0.23756637655194923,0.0,0.0
AO,-0.28496011510832786,0.3646138493054296,0.17669318416180224
PX,-0.2911404061466023,1.3267089346129484,-0.33136347318725234
BU,-0.2954396102454363,0.0,0.0
SH,-0.3589574943780637,1.5167277500207175,-0.4117819856672039
PR,-0.4568275369444055,0.0,0.0
RS,-0.5845984871957091,0.0,0.0
