symbol,informed_total,informed_chg,uninformed_total,uninformed_chg,net_total,net_chg
Y,71442.0,-3971.0,-45323.0,1437.0,116765.0,-5408.0
P,59792.0,-5441.0,-39978.0,-21.0,99770.0,-5420.0
AU,60628.0,-4020.0,-1211.0,198.0,61839.0,-4218.0
SR,59830.0,9062.0,9066.0,1032.0,50764.0,8030.0
OI,29831.0,-384.0,-17262.0,-1244.0,47093.0,860.0
L,28706.0,9744.0,-8380.0,-5511.0,37086.0,15255.0
AG,38680.0,9600.0,3033.0,915.0,35647.0,8685.0
AL,20319.0,-163.0,-13895.0,3633.0,34214.0,-3796.0
ZN,22255.0,-528.0,1110.0,955.0,21145.0,-1483.0
PF,12080.0,-186.0,-3647.0,546.0,15727.0,-732.0
AO,4789.0,1883.0,-9475.0,-1122.0,14264.0,3005.0
FU,6940.0,17784.0,-6239.0,-9183.0,13179.0,26967.0
CU,7447.0,2547.0,-3081.0,-902.0,10528.0,3449.0
EB,-300.0,-1412.0,-7314.0,-3983.0,7014.0,2571.0
PR,4820.0,1176.0,-2190.0,-567.0,7010.0,1743.0
BU,-1653.0,2122.0,-7995.0,147.0,6342.0,1975.0
PX,1329.0,1396.0,-4586.0,-713.0,5915.0,2109.0
SN,3991.0,-681.0,-1041.0,218.0,5032.0,-899.0
EG,5353.0,5688.0,803.0,656.0,4550.0,5032.0
EC,909.0,600.0,-1572.0,-862.0,2481.0,1462.0
J,2010.0,-41.0,-212.0,273.0,2222.0,-314.0
SH,1039.0,2028.0,-1002.0,-1009.0,2041.0,3037.0
SS,5245.0,-929.0,3598.0,-559.0,1647.0,-370.0
PG,2284.0,-1232.0,1065.0,-97.0,1219.0,-1135.0
RS,-4.0,-2.0,6.0,-3.0,-10.0,1.0
CY,-369.0,23.0,89.0,3.0,-458.0,20.0
LU,-942.0,-1618.0,-377.0,162.0,-565.0,-1780.0
JM,-1897.0,-1791.0,-719.0,221.0,-1178.0,-2012.0
PB,-2354.0,252.0,-368.0,33.0,-1986.0,219.0
LH,-1501.0,409.0,823.0,-235.0,-2324.0,644.0
CJ,922.0,-77.0,5280.0,28.0,-4358.0,-105.0
NI,-4708.0,1756.0,510.0,-404.0,-5218.0,2160.0
BR,-4196.0,-546.0,1219.0,-108.0,-5415.0,-438.0
NR,-13550.0,423.0,-6476.0,-249.0,-7074.0,672.0
CF,5133.0,773.0,13558.0,671.0,-8425.0,102.0
AP,-3442.0,-702.0,8107.0,489.0,-11549.0,-1191.0
JD,-8118.0,-532.0,4806.0,866.0,-12924.0,-1398.0
I,24483.0,5785.0,38735.0,1763.0,-14252.0,4022.0
CS,-4141.0,-3589.0,11761.0,730.0,-15902.0,-4319.0
SF,-12432.0,285.0,3575.0,627.0,-16007.0,-342.0
RU,-13907.0,-1432.0,6033.0,1375.0,-19940.0,-2807.0
B,-17871.0,718.0,4307.0,176.0,-22178.0,542.0
UR,-12122.0,-1449.0,10581.0,3426.0,-22703.0,-4875.0
PK,-26459.0,2525.0,-3616.0,-1726.0,-22843.0,4251.0
PP,-3218.0,12639.0,20070.0,1342.0,-23288.0,11297.0
SI,-5800.0,993.0,17610.0,3627.0,-23410.0,-2634.0
SP,-13289.0,-1514.0,10815.0,2310.0,-24104.0,-3824.0
A,-24204.0,-453.0,1521.0,3187.0,-25725.0,-3640.0
LC,-13380.0,-81.0,16488.0,-76.0,-29868.0,-5.0
HC,-25816.0,-8859.0,4851.0,-187.0,-30667.0,-8672.0
SM,-37981.0,2279.0,9902.0,1373.0,-47883.0,906.0
RB,-66025.0,-29441.0,20860.0,10604.0,-86885.0,-40045.0
M,-23295.0,-8578.0,74047.0,10014.0,-97342.0,-18592.0
MA,-97311.0,-14144.0,12072.0,2183.0,-109383.0,-16327.0
RM,-99413.0,20703.0,38162.0,-2064.0,-137575.0,22767.0
C,-124552.0,-2815.0,16618.0,1283.0,-141170.0,-4098.0
TA,-148999.0,-5116.0,-2216.0,110.0,-146783.0,-5226.0
V,-104687.0,-9711.0,42753.0,18344.0,-147440.0,-28055.0
FG,-91452.0,-27695.0,63714.0,12706.0,-155166.0,-40401.0
SA,-148072.0,912.0,40121.0,-1862.0,-188193.0,2774.0
