symbol,informed_total,informed_chg,uninformed_total,uninformed_chg,net_total,net_chg
L,85170.0,-1431.0,-19132.0,1680.0,104302.0,-3111.0
SR,103665.0,8292.0,1222.0,-455.0,102443.0,8747.0
P,66269.0,-3489.0,-19380.0,4566.0,85649.0,-8055.0
Y,79259.0,3008.0,-6144.0,3609.0,85403.0,-601.0
HC,77186.0,25085.0,-4402.0,-4190.0,81588.0,29275.0
BU,53823.0,-8775.0,-23865.0,224.0,77688.0,-8999.0
I,73342.0,-3359.0,12086.0,-234.0,61256.0,-3125.0
AG,54270.0,10720.0,-4054.0,567.0,58324.0,10153.0
ZN,51990.0,1892.0,-70.0,-1059.0,52060.0,2951.0
CF,52502.0,4803.0,4370.0,-3321.0,48132.0,8124.0
AU,45871.0,416.0,790.0,465.0,45081.0,-49.0
AL,30928.0,-3219.0,-4868.0,-1140.0,35796.0,-2079.0
AO,21797.0,2086.0,-10569.0,730.0,32366.0,1356.0
MA,3979.0,-2001.0,-15040.0,-2490.0,19019.0,489.0
JD,8595.0,-2734.0,-6492.0,-443.0,15087.0,-2291.0
PB,5918.0,316.0,-2369.0,-242.0,8287.0,558.0
PF,-561.0,2219.0,-5575.0,-2796.0,5014.0,5015.0
SN,5173.0,1701.0,730.0,-649.0,4443.0,2350.0
EC,2066.0,127.0,-164.0,-279.0,2230.0,406.0
PR,1504.0,4.0,0.0,0.0,1504.0,4.0
NI,1937.0,-1424.0,974.0,303.0,963.0,-1727.0
CY,-251.0,-46.0,46.0,9.0,-297.0,-55.0
CU,1669.0,942.0,2470.0,388.0,-801.0,554.0
PG,1117.0,1695.0,2624.0,-448.0,-1507.0,2143.0
SH,-1676.0,703.0,210.0,-793.0,-1886.0,1496.0
J,-2049.0,648.0,231.0,-35.0,-2280.0,683.0
FU,-752.0,1474.0,2288.0,-167.0,-3040.0,1641.0
PX,-5990.0,1899.0,-1262.0,-409.0,-4728.0,2308.0
AP,-5186.0,1124.0,1068.0,-161.0,-6254.0,1285.0
BR,-7898.0,-722.0,-977.0,-86.0,-6921.0,-636.0
SP,-7714.0,819.0,-121.0,-1714.0,-7593.0,2533.0
NR,-10571.0,1244.0,-2816.0,-668.0,-7755.0,1912.0
LH,-2971.0,-1230.0,5081.0,20.0,-8052.0,-1250.0
CJ,-2822.0,-2111.0,6319.0,997.0,-9141.0,-3108.0
SF,-8294.0,-1560.0,4657.0,-414.0,-12951.0,-1146.0
EB,-12696.0,-6182.0,436.0,948.0,-13132.0,-7130.0
EG,-12720.0,2011.0,684.0,-961.0,-13404.0,2972.0
LU,-14331.0,-2986.0,1979.0,890.0,-16310.0,-3876.0
PP,-15698.0,-8271.0,7306.0,-3124.0,-23004.0,-5147.0
SI,-10525.0,-3549.0,12707.0,-60.0,-23232.0,-3489.0
PK,-19813.0,126.0,4410.0,-1217.0,-24223.0,1343.0
JM,-13864.0,2068.0,10747.0,-2572.0,-24611.0,4640.0
B,-18777.0,2267.0,8344.0,233.0,-27121.0,2034.0
SS,-19776.0,1028.0,8030.0,-157.0,-27806.0,1185.0
RU,-23663.0,-5641.0,8582.0,1160.0,-32245.0,-6801.0
CS,-20934.0,-1707.0,12321.0,-1595.0,-33255.0,-112.0
UR,-32472.0,-220.0,3660.0,-696.0,-36132.0,476.0
SM,-43817.0,1063.0,-4329.0,-869.0,-39488.0,1932.0
OI,-28981.0,-2051.0,12520.0,-27.0,-41501.0,-2024.0
LC,-47035.0,-2871.0,10117.0,-782.0,-57152.0,-2089.0
A,-38467.0,-470.0,20852.0,-115.0,-59319.0,-355.0
RB,-9604.0,37556.0,99271.0,-10675.0,-108875.0,48231.0
FG,-64819.0,11985.0,86042.0,-10738.0,-150861.0,22723.0
SA,-157642.0,3676.0,32599.0,-4545.0,-190241.0,8221.0
C,-150927.0,22637.0,92104.0,-3594.0,-243031.0,26231.0
RM,-180945.0,10237.0,62470.0,521.0,-243415.0,9716.0
V,-217928.0,-7536.0,47192.0,-4708.0,-265120.0,-2828.0
M,-107261.0,-18019.0,166668.0,1271.0,-273929.0,-19290.0
TA,-261656.0,20605.0,75814.0,-12305.0,-337470.0,32910.0
