symbol,informed_total,informed_chg,uninformed_total,uninformed_chg,net_total,net_chg
Y,55420.0,626.0,-165164.0,2377.0,220584.0,-1751.0
M,43440.0,-11052.0,-151581.0,-14639.0,195021.0,3587.0
P,104422.0,7133.0,-24262.0,11358.0,128684.0,-4225.0
SR,53037.0,-3731.0,-46246.0,3303.0,99283.0,-7034.0
L,50108.0,7297.0,-11331.0,316.0,61439.0,6981.0
LC,11127.0,4365.0,-32148.0,3581.0,43275.0,784.0
AO,22724.0,-3157.0,-16265.0,2349.0,38989.0,-5506.0
BU,30356.0,-1683.0,-5636.0,253.0,35992.0,-1936.0
AL,23144.0,-1917.0,-6348.0,2242.0,29492.0,-4159.0
LU,15634.0,1971.0,276.0,-292.0,15358.0,2263.0
CU,3876.0,-1235.0,-7519.0,-309.0,11395.0,-926.0
PB,4158.0,-987.0,-5176.0,443.0,9334.0,-1430.0
AU,9203.0,-4898.0,338.0,138.0,8865.0,-5036.0
ZN,6309.0,447.0,-2199.0,-320.0,8508.0,767.0
JD,3610.0,-2501.0,-2026.0,-514.0,5636.0,-1987.0
PR,3845.0,256.0,0.0,0.0,3845.0,256.0
CF,13117.0,2026.0,9925.0,2976.0,3192.0,-950.0
EB,3754.0,1848.0,1042.0,-285.0,2712.0,2133.0
EC,1608.0,289.0,-359.0,119.0,1967.0,170.0
PF,-25.0,-1625.0,-1801.0,-1133.0,1776.0,-492.0
FU,1141.0,-4202.0,-512.0,-130.0,1653.0,-4072.0
RS,1.0,1.0,-25.0,0.0,26.0,1.0
PG,3418.0,1264.0,3527.0,-231.0,-109.0,1495.0
CY,-412.0,-23.0,108.0,-39.0,-520.0,16.0
HC,15651.0,-8330.0,16697.0,1774.0,-1046.0,-10104.0
J,-1180.0,-80.0,573.0,119.0,-1753.0,-199.0
SP,-2713.0,2327.0,-444.0,-352.0,-2269.0,2679.0
SH,-2637.0,-1417.0,-98.0,224.0,-2539.0,-1641.0
SN,-1951.0,-87.0,752.0,311.0,-2703.0,-398.0
SI,-935.0,-84.0,4232.0,35.0,-5167.0,-119.0
NI,-7274.0,-546.0,-1946.0,130.0,-5328.0,-676.0
BR,-4858.0,1238.0,760.0,-675.0,-5618.0,1913.0
NR,-8612.0,-394.0,-2969.0,1085.0,-5643.0,-1479.0
LH,-5494.0,-1389.0,2283.0,1320.0,-7777.0,-2709.0
PX,-7584.0,-1888.0,906.0,557.0,-8490.0,-2445.0
RU,-8458.0,-83.0,741.0,228.0,-9199.0,-311.0
B,-5003.0,196.0,4294.0,1399.0,-9297.0,-1203.0
SS,-2246.0,-1723.0,7271.0,1135.0,-9517.0,-2858.0
OI,-2389.0,-6018.0,9131.0,4717.0,-11520.0,-10735.0
AP,-4661.0,-242.0,7648.0,696.0,-12309.0,-938.0
CJ,-4113.0,-462.0,9746.0,230.0,-13859.0,-692.0
PP,-5242.0,2683.0,8888.0,817.0,-14130.0,1866.0
CS,5572.0,1423.0,20467.0,12.0,-14895.0,1411.0
PK,-12985.0,-7343.0,4710.0,9369.0,-17695.0,-16712.0
SF,-15257.0,-2778.0,2772.0,-167.0,-18029.0,-2611.0
I,7134.0,-4209.0,26145.0,-721.0,-19011.0,-3488.0
UR,-21429.0,-1655.0,-1392.0,436.0,-20037.0,-2091.0
JM,-13887.0,-907.0,8885.0,1455.0,-22772.0,-2362.0
EG,-17667.0,1090.0,6246.0,60.0,-23913.0,1030.0
AG,-12856.0,-9640.0,22177.0,3349.0,-35033.0,-12989.0
A,-41208.0,-6526.0,8325.0,358.0,-49533.0,-6884.0
MA,-65160.0,-2174.0,-14504.0,-364.0,-50656.0,-1810.0
SM,-39136.0,-1936.0,19417.0,827.0,-58553.0,-2763.0
FG,-37565.0,-32924.0,28769.0,14394.0,-66334.0,-47318.0
SA,-90542.0,-6153.0,1404.0,8349.0,-91946.0,-14502.0
RB,-63121.0,-11076.0,45783.0,2842.0,-108904.0,-13918.0
V,-121874.0,-2222.0,42267.0,1517.0,-164141.0,-3739.0
RM,-112576.0,6503.0,64487.0,-2005.0,-177063.0,8508.0
C,-104852.0,-3079.0,92261.0,-9991.0,-197113.0,6912.0
TA,-109292.0,-4200.0,117991.0,9611.0,-227283.0,-13811.0
