symbol,informed_total,informed_chg,uninformed_total,uninformed_chg,net_total,net_chg
P,131723.0,-6210.0,-64587.0,2608.0,196310.0,-8818.0
Y,112465.0,-14850.0,-50990.0,-984.0,163455.0,-13866.0
OI,63844.0,-8212.0,12843.0,404.0,51001.0,-8616.0
SR,53029.0,-4628.0,4025.0,-1112.0,49004.0,-3516.0
AO,22193.0,1367.0,-26414.0,-13.0,48607.0,1380.0
AL,16890.0,1984.0,-17612.0,765.0,34502.0,1219.0
LU,18987.0,267.0,-4547.0,-335.0,23534.0,602.0
L,11032.0,-322.0,-11333.0,264.0,22365.0,-586.0
AU,19016.0,-610.0,-2151.0,240.0,21167.0,-850.0
BU,13821.0,654.0,-6322.0,1155.0,20143.0,-501.0
ZN,15274.0,4659.0,-1523.0,-734.0,16797.0,5393.0
LC,-4507.0,289.0,-13817.0,904.0,9310.0,-615.0
CU,13563.0,5569.0,5458.0,-277.0,8105.0,5846.0
JD,5640.0,6725.0,-634.0,-7372.0,6274.0,14097.0
SN,2892.0,2223.0,-2198.0,-1010.0,5090.0,3233.0
SS,6787.0,851.0,2998.0,-49.0,3789.0,900.0
PR,3022.0,-2.0,247.0,-16.0,2775.0,14.0
HC,27172.0,5555.0,24419.0,-5937.0,2753.0,11492.0
CS,12759.0,-3989.0,10324.0,1215.0,2435.0,-5204.0
NR,-2554.0,815.0,-4034.0,283.0,1480.0,532.0
RS,0.0,-1.0,-25.0,-25.0,25.0,24.0
PB,-668.0,1406.0,-570.0,-372.0,-98.0,1778.0
EC,647.0,-41.0,900.0,321.0,-253.0,-362.0
PG,4484.0,812.0,4871.0,-429.0,-387.0,1241.0
CY,-507.0,-4.0,368.0,11.0,-875.0,-15.0
J,-278.0,-71.0,736.0,-96.0,-1014.0,25.0
SH,652.0,-4115.0,3336.0,4904.0,-2684.0,-9019.0
AG,5186.0,5787.0,7980.0,-4683.0,-2794.0,10470.0
LH,-2152.0,-463.0,1816.0,-1192.0,-3968.0,729.0
BR,-6161.0,273.0,-858.0,-131.0,-5303.0,404.0
PX,-6380.0,523.0,2519.0,-56.0,-8899.0,579.0
SI,492.0,347.0,9671.0,746.0,-9179.0,-399.0
PF,-9512.0,822.0,-53.0,429.0,-9459.0,393.0
EB,-4359.0,2493.0,5140.0,-1795.0,-9499.0,4288.0
SF,-7953.0,-726.0,2214.0,1364.0,-10167.0,-2090.0
CJ,-1730.0,-1853.0,8946.0,-585.0,-10676.0,-1268.0
JM,-8085.0,1747.0,3476.0,-1567.0,-11561.0,3314.0
FU,-654.0,-3820.0,11082.0,3120.0,-11736.0,-6940.0
RU,-9008.0,-1529.0,3140.0,983.0,-12148.0,-2512.0
AP,-4651.0,-2336.0,8000.0,592.0,-12651.0,-2928.0
UR,-16186.0,-1088.0,-1189.0,-1046.0,-14997.0,-42.0
NI,-14181.0,-578.0,3044.0,292.0,-17225.0,-870.0
B,-15839.0,2694.0,1997.0,-92.0,-17836.0,2786.0
PK,-15909.0,208.0,2027.0,-585.0,-17936.0,793.0
EG,-18463.0,2756.0,2593.0,82.0,-21056.0,2674.0
I,11726.0,4510.0,32817.0,-4089.0,-21091.0,8599.0
SP,-19360.0,-6014.0,16328.0,552.0,-35688.0,-6566.0
PP,-13716.0,3036.0,22071.0,-419.0,-35787.0,3455.0
CF,-4347.0,-436.0,33591.0,1706.0,-37938.0,-2142.0
SM,-28330.0,-4871.0,13142.0,951.0,-41472.0,-5822.0
A,-49241.0,-857.0,13310.0,290.0,-62551.0,-1147.0
MA,-72632.0,-1833.0,-6329.0,746.0,-66303.0,-2579.0
C,-63442.0,-9602.0,10883.0,3689.0,-74325.0,-13291.0
FG,-2394.0,-9516.0,105859.0,11478.0,-108253.0,-20994.0
RB,-52852.0,7320.0,81213.0,-8157.0,-134065.0,15477.0
V,-74608.0,11543.0,78847.0,-9157.0,-153455.0,20700.0
SA,-104107.0,12718.0,90174.0,1853.0,-194281.0,10865.0
RM,-188192.0,4621.0,62479.0,-1493.0,-250671.0,6114.0
M,-324859.0,15398.0,-23035.0,-11522.0,-301824.0,26920.0
TA,-309146.0,-12781.0,-1722.0,61.0,-307424.0,-12842.0
