symbol,informed_total,informed_chg,uninformed_total,uninformed_chg,net_total,net_chg
P,112864.0,-817.0,-54466.0,-2102.0,167330.0,1285.0
L,93459.0,-5254.0,-30128.0,2158.0,123587.0,-7412.0
SR,78635.0,2040.0,46.0,-786.0,78589.0,2826.0
BU,40228.0,870.0,-26577.0,-4443.0,66805.0,5313.0
AG,36604.0,11856.0,-7783.0,-5434.0,44387.0,17290.0
AO,22197.0,5693.0,-21758.0,-5038.0,43955.0,10731.0
MA,31253.0,-16137.0,-4215.0,4378.0,35468.0,-20515.0
AU,34478.0,2782.0,-126.0,-222.0,34604.0,3004.0
ZN,29945.0,-2209.0,4890.0,1677.0,25055.0,-3886.0
Y,18486.0,-187.0,-2250.0,4820.0,20736.0,-5007.0
AL,16328.0,-1420.0,-3657.0,-107.0,19985.0,-1313.0
I,29004.0,5314.0,12412.0,-189.0,16592.0,5503.0
CF,20994.0,-9852.0,5523.0,-260.0,15471.0,-9592.0
JD,8362.0,52.0,-5506.0,315.0,13868.0,-263.0
EB,8462.0,-3577.0,-2568.0,327.0,11030.0,-3904.0
PB,8488.0,-1518.0,-2070.0,1161.0,10558.0,-2679.0
CU,7273.0,1836.0,2128.0,-48.0,5145.0,1884.0
HC,12168.0,-8511.0,7902.0,1899.0,4266.0,-10410.0
SP,949.0,-1149.0,-2592.0,-1070.0,3541.0,-79.0
PR,3201.0,-46.0,0.0,0.0,3201.0,-46.0
NR,-1276.0,774.0,-3720.0,-2606.0,2444.0,3380.0
AP,1892.0,1555.0,-464.0,-2.0,2356.0,1557.0
EG,4029.0,-87.0,2370.0,334.0,1659.0,-421.0
PG,2787.0,121.0,1587.0,211.0,1200.0,-90.0
RS,2.0,0.0,0.0,0.0,2.0,0.0
LU,2670.0,-3162.0,2923.0,658.0,-253.0,-3820.0
CY,-513.0,21.0,60.0,-8.0,-573.0,29.0
EC,44.0,168.0,796.0,-202.0,-752.0,370.0
PP,8640.0,1136.0,9430.0,672.0,-790.0,464.0
J,-1737.0,-371.0,286.0,-47.0,-2023.0,-324.0
SN,-212.0,574.0,1887.0,-675.0,-2099.0,1249.0
PF,-6458.0,1146.0,-3233.0,-13.0,-3225.0,1159.0
SH,-4538.0,-233.0,196.0,-205.0,-4734.0,-28.0
FU,-5314.0,-14674.0,1166.0,4201.0,-6480.0,-18875.0
NI,-7532.0,271.0,985.0,-64.0,-8517.0,335.0
BR,-10411.0,87.0,281.0,489.0,-10692.0,-402.0
CJ,-2841.0,-131.0,8215.0,117.0,-11056.0,-248.0
PX,-14097.0,1463.0,-2856.0,-1180.0,-11241.0,2643.0
LH,-5727.0,-1130.0,6888.0,98.0,-12615.0,-1228.0
SI,-1405.0,-1156.0,11686.0,-155.0,-13091.0,-1001.0
RU,-9873.0,3242.0,4295.0,796.0,-14168.0,2446.0
LC,-985.0,1404.0,13663.0,378.0,-14648.0,1026.0
UR,-15305.0,721.0,129.0,399.0,-15434.0,322.0
SS,-9292.0,-741.0,6669.0,-942.0,-15961.0,201.0
SF,-14838.0,-687.0,1640.0,643.0,-16478.0,-1330.0
B,-14005.0,-354.0,6383.0,1244.0,-20388.0,-1598.0
CS,-3571.0,1449.0,17577.0,-2651.0,-21148.0,4100.0
JM,-7955.0,759.0,13598.0,-383.0,-21553.0,1142.0
PK,-22210.0,2930.0,6382.0,-806.0,-28592.0,3736.0
OI,-20186.0,-1127.0,9890.0,691.0,-30076.0,-1818.0
SM,-43466.0,-4243.0,-4051.0,198.0,-39415.0,-4441.0
A,-42709.0,-2222.0,12504.0,-494.0,-55213.0,-1728.0
RB,-37211.0,1461.0,65021.0,2235.0,-102232.0,-774.0
FG,-38779.0,-19084.0,89299.0,6867.0,-128078.0,-25951.0
SA,-127245.0,-5093.0,57714.0,6980.0,-184959.0,-12073.0
RM,-149094.0,-2600.0,54855.0,8865.0,-203949.0,-11465.0
TA,-172476.0,-924.0,33102.0,-31.0,-205578.0,-893.0
V,-174708.0,-29112.0,71841.0,8535.0,-246549.0,-37647.0
M,-131090.0,-23032.0,134560.0,13905.0,-265650.0,-36937.0
C,-221188.0,-4294.0,132669.0,2710.0,-353857.0,-7004.0
