symbol,informed_total,informed_chg,uninformed_total,uninformed_chg,net_total,net_chg
P,90124.0,4637.0,-58363.0,834.0,148487.0,3803.0
Y,88540.0,8861.0,-44665.0,5838.0,133205.0,3023.0
AO,31341.0,-3936.0,-26724.0,2052.0,58065.0,-5988.0
AL,27586.0,-1041.0,-17519.0,-1595.0,45105.0,554.0
AU,35518.0,1022.0,-3393.0,-963.0,38911.0,1985.0
SR,39632.0,315.0,4565.0,375.0,35067.0,-60.0
BU,20699.0,4968.0,-13817.0,-2013.0,34516.0,6981.0
LU,10095.0,-130.0,-5432.0,-278.0,15527.0,148.0
L,3325.0,-839.0,-10659.0,259.0,13984.0,-1098.0
LC,-4706.0,2353.0,-13965.0,-11.0,9259.0,2364.0
FU,8442.0,4324.0,1966.0,-3043.0,6476.0,7367.0
SN,3734.0,-276.0,-1974.0,-64.0,5708.0,-212.0
AG,19144.0,-9329.0,13967.0,2574.0,5177.0,-11903.0
ZN,6095.0,-3757.0,1720.0,-5.0,4375.0,-3752.0
JD,4618.0,-1660.0,925.0,1023.0,3693.0,-2683.0
PR,3691.0,669.0,102.0,-13.0,3589.0,682.0
OI,23958.0,-3866.0,21193.0,-537.0,2765.0,-3329.0
MA,-5025.0,3788.0,-7276.0,-716.0,2251.0,4504.0
SS,6616.0,-151.0,4420.0,272.0,2196.0,-423.0
NR,-5257.0,-530.0,-5571.0,-427.0,314.0,-103.0
RS,-2.0,1.0,0.0,0.0,-2.0,1.0
CY,-395.0,20.0,180.0,-1.0,-575.0,21.0
J,460.0,-787.0,1100.0,87.0,-640.0,-874.0
EC,124.0,-84.0,1041.0,217.0,-917.0,-301.0
EB,2201.0,3144.0,4416.0,-855.0,-2215.0,3999.0
PB,-1054.0,-2303.0,1478.0,668.0,-2532.0,-2971.0
PG,4065.0,192.0,6709.0,363.0,-2644.0,-171.0
CU,3112.0,-3704.0,6183.0,1251.0,-3071.0,-4955.0
SH,-3231.0,-1754.0,844.0,620.0,-4075.0,-2374.0
LH,-1600.0,-491.0,2478.0,606.0,-4078.0,-1097.0
BR,-5659.0,647.0,-1478.0,162.0,-4181.0,485.0
RU,-3687.0,1270.0,1733.0,-629.0,-5420.0,1899.0
PF,-6176.0,-441.0,124.0,259.0,-6300.0,-700.0
PX,-5764.0,3317.0,2122.0,-1003.0,-7886.0,4320.0
HC,26970.0,-1523.0,35619.0,2601.0,-8649.0,-4124.0
CS,5163.0,-1767.0,14096.0,1404.0,-8933.0,-3171.0
B,-10208.0,1481.0,-763.0,-1247.0,-9445.0,2728.0
SI,2252.0,-756.0,13109.0,1634.0,-10857.0,-2390.0
CJ,-2895.0,-361.0,9547.0,-619.0,-12442.0,258.0
AP,-3739.0,-1480.0,9429.0,705.0,-13168.0,-2185.0
UR,-12662.0,691.0,532.0,3077.0,-13194.0,-2386.0
JM,-5162.0,-4134.0,9816.0,3466.0,-14978.0,-7600.0
SF,-13054.0,-2316.0,3606.0,1182.0,-16660.0,-3498.0
PK,-16556.0,-1217.0,2944.0,919.0,-19500.0,-2136.0
I,12421.0,-5320.0,32845.0,3124.0,-20424.0,-8444.0
NI,-16034.0,1224.0,5070.0,413.0,-21104.0,811.0
EG,-15215.0,1710.0,6332.0,515.0,-21547.0,1195.0
PP,-8858.0,2447.0,15387.0,-180.0,-24245.0,2627.0
A,-17498.0,3305.0,13940.0,152.0,-31438.0,3153.0
SP,-20366.0,857.0,18119.0,2362.0,-38485.0,-1505.0
SM,-28535.0,350.0,12201.0,-704.0,-40736.0,1054.0
FG,26709.0,-27299.0,74178.0,8683.0,-47469.0,-35982.0
CF,-13519.0,-6830.0,45450.0,3277.0,-58969.0,-10107.0
C,-82593.0,-2053.0,15966.0,-1299.0,-98559.0,-754.0
RM,-119164.0,13368.0,49289.0,-3901.0,-168453.0,17269.0
RB,-76940.0,-37037.0,100411.0,14605.0,-177351.0,-51642.0
V,-103383.0,-16492.0,93744.0,10392.0,-197127.0,-26884.0
SA,-117093.0,-33603.0,97187.0,23521.0,-214280.0,-57124.0
TA,-201101.0,-21506.0,24021.0,10852.0,-225122.0,-32358.0
M,-245584.0,67062.0,20605.0,-847.0,-266189.0,67909.0
