,future_mkt_val_chg,call_mkt_val_chg,put_mkt_val_chg
ZN,0.3585894161744474,0.5365885495793539,-0.1495000006105247
RS,0.20198796804689279,0.0,0.0
PB,0.1747207639990913,0.38108246012606783,-0.5420045201164527
SN,0.1601099274161344,-0.3570732780726731,-0.15965885177937067
NR,0.14749208475525188,0.0,0.0
FU,0.1408148163518359,0.0,0.0
JM,0.13286356953941003,0.0,0.0
BC,0.11751440853185247,0.0,0.0
SS,0.11397698508123866,0.0,0.0
P,0.10907979361216835,0.1273429707520719,-0.47306347462409615
WR,0.07048552485277759,0.0,0.0
CY,0.0625108621304098,0.0,0.0
BR,0.05088450771458075,0.26630905395181803,-0.48503509647130905
SI,0.049803050472963184,0.02418525863254084,0.47178706585198005
SR,0.04249248496185243,-0.09768971475579835,0.05767346260576267
BU,0.04145850956124808,0.0,0.0
AP,0.03943140079786067,-0.9047934613605874,-0.693843899761851
SH,0.026200236648051378,-0.30549153407360463,-0.2060538135884904
PR,0.025678585812249022,0.0,0.0
MA,0.024406700256031755,-0.1624106987860755,0.2874159562981655
C,0.023849192884933146,-0.21228187153451494,0.1183334123948021
RR,0.02293501390955499,0.0,0.0
V,0.021319723068955465,-0.36022838226054843,0.167314326581953
TA,0.01927662481004755,-0.26920267311580814,-0.060994981950132976
JD,0.016966479123285083,0.10614613415299878,-0.11306785797522156
I,0.013497737880047822,0.0720582151314546,-0.2169392899856637
SM,0.01192739593075709,0.1537957298214443,-0.54716859942512
EG,0.00785593535460416,-0.002469124574837611,-0.17020473982901818
B,0.004869628402600634,0.3682827727369933,-0.06103930507545707
LH,0.0031676142063605806,-0.16607819369498766,0.2011127361767242
CS,0.0020875388471055523,-0.11533536423733026,-0.033192096002887306
CU,0.00034041562828468486,-0.17479899014600997,-0.22961718909934847
ZC,0.0,0.0,0.0
JR,0.0,0.0,0.0
PM,0.0,0.0,0.0
LR,0.0,0.0,0.0
RI,0.0,0.0,0.0
L,-0.004389591924680247,-0.3462198208827889,-0.22814866785069055
CJ,-0.005665140375670563,-0.29454486432655713,-0.8870060350341157
UR,-0.011938297093566752,0.34344554248000847,-0.06035414288819008
PP,-0.01395174689685541,-0.12967625925666926,-0.14789637283599122
PX,-0.015383928823920145,-0.9677427552259316,-0.9799481998941875
J,-0.01750274034919097,0.0,0.0
RU,-0.017517438744239833,-0.09989736744328725,-0.049741598274843146
CF,-0.01872756259868469,-0.1764561018181392,-0.1382314133493482
PK,-0.019349408505071164,-0.2322207616500206,-0.007643456559553563
M,-0.020565834439901787,-0.033402195370465626,0.02958339278662958
PF,-0.020674662358376228,-0.02456406565116176,0.23854748276043902
Y,-0.023647736692885224,-0.1338529861697798,-0.10824520162222506
HC,-0.02592125173974691,0.0,0.0
AL,-0.028536017005970638,-0.29390331822356985,-0.20017196923429792
SA,-0.029526941731054412,-0.11196196588126706,-0.23537839666310356
SF,-0.033825232111403425,-0.053746653016223056,0.2646091118758236
RB,-0.050977419032106175,-0.2807689993695096,-0.12221702849473404
RM,-0.05206831453269489,-0.20155009811774638,0.059326470399914566
A,-0.057292770493445944,0.08880844314013392,-0.08644785926364051
FG,-0.05774010962871001,-0.4030551683306902,0.04575521874202271
AU,-0.06371194999330942,-0.29150949368233336,0.07872187881022485
AG,-0.06704147309324637,-0.39773203616156017,-0.1114519590290981
FB,-0.06759571708505752,0.0,0.0
SC,-0.07040611275636066,-0.03909489721516135,0.12342879163920628
LC,-0.08355668180140674,-0.6082647745766128,0.18485808165075301
EB,-0.08686715571262038,-0.2584926509669734,0.46166733677935157
NI,-0.08786807595161494,-0.46831683607658037,-0.3120716980222843
PG,-0.09254119846343134,-0.36152042619794444,0.027044365265099568
OI,-0.09826710165697383,-0.4282721839283673,0.07990528152349285
AO,-0.10743133584153175,-0.6695286990780439,0.010224174402759578
EC,-0.14407217727846133,0.0,0.0
SP,-0.15342939214416107,0.0,0.0
LU,-0.20538328742586187,0.0,0.0
BB,-0.23738910012674275,0.0,0.0
LG,-0.3353778279445059,0.02416364010619998,1.2442751926690314
