symbol,informed_total,informed_chg,uninformed_total,uninformed_chg,net_total,net_chg
P,102377.0,10376.0,-31973.0,-1112.0,134350.0,11488.0
L,63900.0,-8457.0,-32554.0,2513.0,96454.0,-10970.0
SR,58831.0,-110.0,-338.0,334.0,59169.0,-444.0
BU,36331.0,-21.0,-19815.0,-1166.0,56146.0,1145.0
Y,28035.0,10834.0,-15945.0,2030.0,43980.0,8804.0
AO,21076.0,190.0,-19804.0,601.0,40880.0,-411.0
MA,17711.0,12357.0,-11732.0,5576.0,29443.0,6781.0
ZN,19959.0,669.0,-763.0,-663.0,20722.0,1332.0
AL,13569.0,935.0,-3954.0,-1682.0,17523.0,2617.0
CF,16885.0,3805.0,3255.0,-529.0,13630.0,4334.0
AU,13877.0,-1467.0,1068.0,306.0,12809.0,-1773.0
CU,14268.0,83.0,1826.0,91.0,12442.0,-8.0
LU,14541.0,-819.0,3680.0,68.0,10861.0,-887.0
PB,5544.0,2099.0,-3566.0,-392.0,9110.0,2491.0
PF,2014.0,-1407.0,-6244.0,590.0,8258.0,-1997.0
FU,3823.0,818.0,-4087.0,-125.0,7910.0,943.0
EB,-2359.0,-1046.0,-7052.0,-226.0,4693.0,-820.0
PR,3058.0,33.0,0.0,0.0,3058.0,33.0
SH,531.0,-1081.0,-707.0,1420.0,1238.0,-2501.0
LC,11987.0,-3626.0,11743.0,568.0,244.0,-4194.0
RS,-2.0,2.0,-1.0,1.0,-1.0,1.0
CY,-570.0,-14.0,65.0,0.0,-635.0,-14.0
LG,484.0,124.0,1363.0,978.0,-879.0,-854.0
EC,165.0,-64.0,1099.0,-262.0,-934.0,198.0
J,-1025.0,-76.0,226.0,142.0,-1251.0,-218.0
PG,739.0,985.0,2741.0,1413.0,-2002.0,-428.0
NR,-5582.0,1083.0,-3260.0,-595.0,-2322.0,1678.0
NI,-2170.0,1747.0,1365.0,291.0,-3535.0,1456.0
PX,-9621.0,-595.0,-5450.0,-635.0,-4171.0,40.0
LH,-4787.0,51.0,998.0,174.0,-5785.0,-123.0
JD,-4201.0,1676.0,1636.0,-1421.0,-5837.0,3097.0
SN,-2635.0,263.0,3979.0,-294.0,-6614.0,557.0
BR,-7709.0,744.0,-368.0,-504.0,-7341.0,1248.0
AP,-7926.0,-605.0,830.0,270.0,-8756.0,-875.0
CJ,-394.0,2276.0,9804.0,-195.0,-10198.0,2471.0
OI,-10088.0,4450.0,129.0,-826.0,-10217.0,5276.0
SP,-4779.0,-1440.0,6869.0,3138.0,-11648.0,-4578.0
EG,-10012.0,-1348.0,2181.0,683.0,-12193.0,-2031.0
SI,923.0,1510.0,15129.0,1800.0,-14206.0,-290.0
SS,-6038.0,746.0,8637.0,-103.0,-14675.0,849.0
CS,1992.0,508.0,16788.0,399.0,-14796.0,109.0
UR,-14634.0,394.0,223.0,-527.0,-14857.0,921.0
I,8711.0,-1391.0,25025.0,-306.0,-16314.0,-1085.0
RU,-8661.0,2134.0,7665.0,-1172.0,-16326.0,3306.0
B,-11562.0,-17.0,7857.0,-1239.0,-19419.0,1222.0
HC,-9342.0,4179.0,10108.0,2948.0,-19450.0,1231.0
PP,-5286.0,3712.0,14543.0,-1279.0,-19829.0,4991.0
JM,-14050.0,-2324.0,6430.0,1422.0,-20480.0,-3746.0
SF,-18528.0,-1925.0,6057.0,-502.0,-24585.0,-1423.0
AG,-11879.0,-14698.0,19432.0,11867.0,-31311.0,-26565.0
PK,-30937.0,-1302.0,8332.0,274.0,-39269.0,-1576.0
SM,-35458.0,-424.0,4011.0,-1416.0,-39469.0,992.0
A,-42289.0,2834.0,19557.0,-4128.0,-61846.0,6962.0
TA,-114012.0,-17057.0,-8104.0,-414.0,-105908.0,-16643.0
FG,-37312.0,-1684.0,84050.0,1719.0,-121362.0,-3403.0
M,-48461.0,36673.0,109472.0,2127.0,-157933.0,34546.0
SA,-104572.0,6565.0,58005.0,-984.0,-162577.0,7549.0
RB,-84329.0,11158.0,80692.0,-5986.0,-165021.0,17144.0
RM,-138065.0,9276.0,58740.0,246.0,-196805.0,9030.0
C,-117058.0,-2070.0,80464.0,-816.0,-197522.0,-1254.0
V,-129866.0,9994.0,78658.0,-6434.0,-208524.0,16428.0
