symbol,contract,net_pos_corr,net_pos,net_chg,c_net_pos,c_net_chg,broker
A,A2501,0.8473573625752513,-44503.0,1330.0,-27263.0,3208.0,W乾坤期货
A,A2501,0.7323996154693811,-2974.0,12.0,-2038.0,-31.0,W海证期货
A,A2501,-0.7667336968295009,15306.0,316.0,13319.0,-34.0,W银河期货
A,A2501,-0.7745003115402549,9760.0,-26.0,9941.0,-225.0,L中信建投
A,A2503,0.7493961622802453,-2974.0,12.0,-631.0,-33.0,W海证期货
A,A2503,-0.6968834941625708,1892.0,49.0,315.0,-1.0,L广发期货
A,A2503,-0.7234793100174315,12081.0,81.0,8672.0,0.0,L新湖期货
A,A2503,-0.7576096497847578,9760.0,-26.0,415.0,15.0,L中信建投
A,A2505,0.70466158537717,-44503.0,1330.0,-4764.0,-1905.0,W乾坤期货
A,A2505,0.651898019692982,12081.0,81.0,-715.0,-70.0,L新湖期货
A,A2505,0.6114444946841544,-2977.0,-199.0,-1090.0,90.0,W五矿期货
AG,AG2412,0.6423678743579309,-1436.0,1440.0,-4453.0,638.0,W永安期货
AG,AG2502,0.8427739262084033,-4505.0,-1766.0,-4505.0,-1766.0,W乾坤期货
AL,AL2412,-0.700764288479831,-4216.0,2418.0,-2472.0,1041.0,W永安期货
AL,AL2501,-0.6047832607781594,-8033.0,-893.0,-4739.0,-453.0,L中泰期货
AL,AL2501,-0.6662309724326402,-13012.0,-766.0,-2468.0,269.0,W银河期货
AO,AO2412,0.7543180395343649,617.0,12.0,617.0,12.0,W创元期货
AO,AO2501,0.8807438605725675,5866.0,30.0,3993.0,119.0,L南华期货
AO,AO2501,0.8244642480968267,5280.0,-783.0,5569.0,-468.0,W五矿期货
AO,AO2501,0.8184888608510079,13291.0,-643.0,13140.0,1146.0,W国泰君安
AO,AO2501,0.8048762254413162,2230.0,-201.0,4121.0,-280.0,L光大期货
AO,AO2501,0.7486366556465528,1855.0,-171.0,3223.0,-135.0,W海证期货
AO,AO2501,0.6750651417230102,14488.0,-505.0,7596.0,-182.0,W永安期货
AO,AO2501,-0.6575802598607646,1812.0,395.0,2325.0,118.0,W银河期货
AO,AO2501,-0.7018181961386198,-8504.0,1639.0,-6259.0,400.0,L中信建投
AO,AO2501,-0.8373371251777242,-5366.0,-431.0,-5683.0,-50.0,L徽商期货
AO,AO2501,-0.8824713695667403,-5328.0,39.0,-4526.0,-18.0,L平安期货
AO,AO2501,-0.9279596739024041,-14156.0,-99.0,-9010.0,40.0,L东方财富
AO,AO2502,0.6390224469432353,14488.0,-505.0,3190.0,87.0,W永安期货
AO,AO2502,-0.685227595747029,-5366.0,-431.0,-2205.0,-162.0,L徽商期货
AO,AO2502,-0.6981742899501425,-14156.0,-99.0,-2048.0,-147.0,L东方财富
AO,AO2503,0.7591661198701207,5280.0,-783.0,2690.0,162.0,W五矿期货
AO,AO2503,0.6058029109187963,-877.0,-29.0,-877.0,-29.0,W中金财富
AO,AO2503,-0.6140434172124365,959.0,5.0,959.0,5.0,L宏源期货
AO,AO2503,-0.6471756076882224,-5328.0,39.0,-802.0,57.0,L平安期货
AO,AO2505,0.7824745806240387,13291.0,-643.0,5797.0,82.0,W国泰君安
AO,AO2505,0.71517274496457,5964.0,104.0,2408.0,561.0,W东吴期货
AO,AO2505,0.6402151196336201,-5366.0,-431.0,3529.0,-196.0,L徽商期货
AO,AO2505,-0.6380573542175673,-14156.0,-99.0,-1757.0,20.0,L东方财富
AO,AO2505,-0.7265237062753116,-8504.0,1639.0,-2259.0,53.0,L中信建投
AP,AP2412,0.7705128716040737,-2698.0,480.0,12.0,24.0,L中泰期货
AP,AP2501,0.8181502182356106,1340.0,-63.0,1282.0,113.0,W华泰期货
AP,AP2501,0.6908195698735944,2276.0,-478.0,1197.0,-654.0,W银河期货
AP,AP2501,0.6222028337756655,-2837.0,-180.0,-1978.0,-20.0,L宏源期货
AP,AP2501,-0.6528567823160256,453.0,828.0,571.0,492.0,L光大期货
AP,AP2501,-0.6864817384427397,-2698.0,480.0,-2320.0,733.0,L中泰期货
AP,AP2505,0.8766491656562779,2276.0,-478.0,1203.0,179.0,W银河期货
AP,AP2505,0.8294057827363954,3528.0,-210.0,1170.0,-282.0,L中信建投
AP,AP2505,-0.6765862898529019,453.0,828.0,-153.0,322.0,L光大期货
AP,AP2505,-0.7921971421150292,-9266.0,-542.0,-1250.0,750.0,W国泰君安
AU,AU2412,0.74513400383788,7183.0,-1941.0,2775.0,-1872.0,W国泰君安
AU,AU2412,-0.7204017530955322,88.0,932.0,-295.0,213.0,L平安期货
AU,AU2502,0.6122108970290286,5777.0,332.0,2386.0,184.0,W银河期货
B,B2501,0.6690208431406801,-10059.0,3559.0,-10059.0,3559.0,W乾坤期货
