symbol,informed_total,informed_chg,uninformed_total,uninformed_chg,net_total,net_chg
SR,111574.0,9401.0,1923.0,-1843.0,109651.0,11244.0
L,89712.0,-3381.0,-16897.0,-40.0,106609.0,-3341.0
P,77581.0,1831.0,-16880.0,-736.0,94461.0,2567.0
Y,79743.0,-11682.0,-3018.0,-2799.0,82761.0,-8883.0
BU,47239.0,1322.0,-34470.0,1118.0,81709.0,204.0
I,73409.0,-4861.0,2044.0,543.0,71365.0,-5404.0
ZN,59323.0,4203.0,-4060.0,2025.0,63383.0,2178.0
AU,52744.0,-1312.0,1154.0,1672.0,51590.0,-2984.0
FU,45192.0,9760.0,-6239.0,1358.0,51431.0,8402.0
MA,28189.0,4402.0,-20883.0,-142.0,49072.0,4544.0
AL,32523.0,-2072.0,-9684.0,1281.0,42207.0,-3353.0
CF,48005.0,818.0,13913.0,1561.0,34092.0,-743.0
AO,18299.0,-465.0,-15457.0,-998.0,33756.0,533.0
JD,10097.0,1600.0,-8856.0,671.0,18953.0,929.0
HC,44346.0,-31822.0,28422.0,5056.0,15924.0,-36878.0
NI,9959.0,2542.0,-147.0,205.0,10106.0,2337.0
PF,10278.0,1255.0,3971.0,-84.0,6307.0,1339.0
SN,5384.0,-815.0,-143.0,52.0,5527.0,-867.0
EC,3281.0,512.0,-961.0,-66.0,4242.0,578.0
PP,-4224.0,5308.0,-7495.0,-226.0,3271.0,5534.0
PR,2644.0,393.0,0.0,0.0,2644.0,393.0
PB,3786.0,-1959.0,1267.0,1097.0,2519.0,-3056.0
RS,0.0,0.0,1.0,1.0,-1.0,-1.0
PG,1106.0,-799.0,1163.0,-398.0,-57.0,-401.0
AP,-3893.0,-189.0,-3652.0,320.0,-241.0,-509.0
CY,-463.0,-2.0,34.0,-9.0,-497.0,7.0
SH,-1361.0,-1664.0,-432.0,1390.0,-929.0,-3054.0
PX,-4194.0,1839.0,-2571.0,-31.0,-1623.0,1870.0
CJ,-652.0,-2347.0,3275.0,190.0,-3927.0,-2537.0
EB,-9092.0,4353.0,-2686.0,-483.0,-6406.0,4836.0
CU,-6831.0,-6327.0,294.0,547.0,-7125.0,-6874.0
AG,17393.0,-34675.0,26237.0,4992.0,-8844.0,-39667.0
NR,-11069.0,-1013.0,-1538.0,-35.0,-9531.0,-978.0
SI,-4873.0,-1413.0,4894.0,332.0,-9767.0,-1745.0
BR,-10025.0,-1997.0,-43.0,-13.0,-9982.0,-1984.0
SF,-10020.0,-2672.0,3555.0,1683.0,-13575.0,-4355.0
LU,-12919.0,2224.0,1044.0,94.0,-13963.0,2130.0
LH,-3926.0,491.0,10153.0,-657.0,-14079.0,1148.0
B,-8733.0,4880.0,5982.0,-235.0,-14715.0,5115.0
SP,-11372.0,1176.0,5229.0,784.0,-16601.0,392.0
PK,-14428.0,4519.0,2476.0,-988.0,-16904.0,5507.0
EG,-13335.0,5744.0,5004.0,638.0,-18339.0,5106.0
SS,-15828.0,-1360.0,3771.0,-555.0,-19599.0,-805.0
JM,-12069.0,-2606.0,8855.0,1666.0,-20924.0,-4272.0
RU,-21263.0,1003.0,3679.0,-352.0,-24942.0,1355.0
CS,-22543.0,-4929.0,4149.0,-5.0,-26692.0,-4924.0
OI,-27293.0,-8329.0,6188.0,1262.0,-33481.0,-9591.0
SM,-41562.0,-1393.0,-3573.0,-71.0,-37989.0,-1322.0
A,-32118.0,1645.0,8641.0,-23.0,-40759.0,1668.0
UR,-32158.0,2750.0,10211.0,-66.0,-42369.0,2816.0
LC,-42135.0,656.0,4786.0,-11.0,-46921.0,667.0
FG,-46235.0,-8899.0,59997.0,778.0,-106232.0,-9677.0
C,-117640.0,19243.0,5932.0,-4497.0,-123572.0,23740.0
RB,-77669.0,-80699.0,60441.0,-3459.0,-138110.0,-77240.0
V,-185148.0,-4068.0,548.0,627.0,-185696.0,-4695.0
RM,-150462.0,-4684.0,42485.0,-2413.0,-192947.0,-2271.0
TA,-205038.0,22510.0,4563.0,-4635.0,-209601.0,27145.0
SA,-152149.0,-9327.0,70084.0,9403.0,-222233.0,-18730.0
M,-135086.0,13660.0,135226.0,795.0,-270312.0,12865.0
