symbol,informed_total,informed_chg,uninformed_total,uninformed_chg,net_total,net_chg
Y,46201.0,-6061.0,-33617.0,465.0,79818.0,-6526.0
P,29624.0,-26899.0,-28398.0,1280.0,58022.0,-28179.0
ZN,24747.0,882.0,-9088.0,-1311.0,33835.0,2193.0
HC,38836.0,-3360.0,7582.0,-2787.0,31254.0,-573.0
OI,16067.0,-6863.0,-12054.0,-3594.0,28121.0,-3269.0
SR,37859.0,6492.0,12764.0,11.0,25095.0,6481.0
AU,58504.0,5937.0,33560.0,-422.0,24944.0,6359.0
AG,51907.0,8956.0,27579.0,-5198.0,24328.0,14154.0
AO,3753.0,-2504.0,-7484.0,-1319.0,11237.0,-1185.0
A,7356.0,2344.0,-3835.0,-420.0,11191.0,2764.0
EB,5284.0,11060.0,-5881.0,1228.0,11165.0,9832.0
PR,5236.0,-632.0,-2554.0,1122.0,7790.0,-1754.0
CU,-1747.0,-1458.0,-6423.0,-1435.0,4676.0,-23.0
CS,7747.0,4290.0,5200.0,486.0,2547.0,3804.0
LU,949.0,-2234.0,-490.0,919.0,1439.0,-3153.0
PG,4994.0,-365.0,3807.0,387.0,1187.0,-752.0
RS,-1.0,1.0,11.0,13.0,-12.0,-12.0
CY,-769.0,57.0,101.0,-2.0,-870.0,59.0
PB,608.0,-324.0,1505.0,-65.0,-897.0,-259.0
J,-1458.0,812.0,-377.0,-69.0,-1081.0,881.0
NR,-5195.0,-290.0,-2780.0,344.0,-2415.0,-634.0
SN,-448.0,-332.0,2188.0,-520.0,-2636.0,188.0
LH,-1314.0,149.0,1465.0,173.0,-2779.0,-24.0
EC,-625.0,-119.0,2469.0,141.0,-3094.0,-260.0
PF,-9519.0,3516.0,-3952.0,-702.0,-5567.0,4218.0
JD,-2104.0,1564.0,4215.0,-290.0,-6319.0,1854.0
SH,-3346.0,-1094.0,3012.0,379.0,-6358.0,-1473.0
BR,-7524.0,-735.0,-223.0,-366.0,-7301.0,-369.0
CJ,-3275.0,398.0,4344.0,155.0,-7619.0,243.0
BU,-11996.0,1583.0,-4186.0,-358.0,-7810.0,1941.0
RU,-4498.0,-4582.0,3937.0,-2.0,-8435.0,-4580.0
SS,-7663.0,222.0,1046.0,-22.0,-8709.0,244.0
FU,-8759.0,-2866.0,2206.0,-141.0,-10965.0,-2725.0
CF,-2515.0,512.0,8490.0,22.0,-11005.0,490.0
PX,-6666.0,-154.0,4539.0,1181.0,-11205.0,-1335.0
AL,-8095.0,3370.0,3204.0,-441.0,-11299.0,3811.0
JM,-10520.0,1405.0,3801.0,40.0,-14321.0,1365.0
AP,-6428.0,453.0,8072.0,-619.0,-14500.0,1072.0
SI,-858.0,850.0,14655.0,325.0,-15513.0,525.0
B,-20291.0,-1501.0,302.0,232.0,-20593.0,-1733.0
EG,-25058.0,2058.0,134.0,-1.0,-25192.0,2059.0
PK,-26292.0,704.0,1839.0,-128.0,-28131.0,832.0
LC,-9306.0,1364.0,19357.0,199.0,-28663.0,1165.0
UR,-13612.0,3313.0,16341.0,493.0,-29953.0,2820.0
SP,-19610.0,-2071.0,13518.0,50.0,-33128.0,-2121.0
SF,-29316.0,-1602.0,10091.0,52.0,-39407.0,-1654.0
NI,-24113.0,152.0,15365.0,37.0,-39478.0,115.0
L,-42320.0,-9347.0,-229.0,1256.0,-42091.0,-10603.0
PP,-32953.0,-2502.0,11075.0,-218.0,-44028.0,-2284.0
I,-21859.0,-3584.0,26919.0,701.0,-48778.0,-4285.0
M,-19344.0,-18992.0,49109.0,9685.0,-68453.0,-28677.0
RB,-55157.0,-26388.0,16933.0,1561.0,-72090.0,-27949.0
SM,-71568.0,947.0,22458.0,1025.0,-94026.0,-78.0
C,-101354.0,-461.0,2792.0,681.0,-104146.0,-1142.0
MA,-111260.0,-6282.0,667.0,-1451.0,-111927.0,-4831.0
RM,-120256.0,-5283.0,21267.0,-113.0,-141523.0,-5170.0
SA,-114658.0,-32236.0,58783.0,1477.0,-173441.0,-33713.0
TA,-205489.0,-2394.0,-22205.0,1366.0,-183284.0,-3760.0
FG,-175281.0,-19991.0,67077.0,3181.0,-242358.0,-23172.0
V,-184683.0,-26473.0,174944.0,4354.0,-359627.0,-30827.0
